itl2_code,itl2_name,year,gdhi_per_head_gbp
TLE1,East Yorkshire and Northern Lincolnshire,2011,13791
TLE2,North Yorkshire,2011,16915
TLE3,South Yorkshire,2011,13216
TLE4,West Yorkshire,2011,13705
TLF1,Derbyshire and Nottinghamshire,2011,13935
TLF2,"Leicestershire, Rutland and Northamptonshire",2011,15036
TLF3,Lincolnshire,2011,14954
TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,16602
TLG2,Shropshire and Staffordshire,2011,14684
TLG3,West Midlands,2011,12774
TLH2,Bedfordshire and Hertfordshire,2011,18278
TLH3,Essex,2011,16957
TLH4,Cambridgeshire and Peterborough,2011,16445
TLH5,Norfolk,2011,14918
TLH6,Suffolk,2011,15623
TLI3,Inner London - West,2011,36384
TLI4,Inner London - East,2011,19446
TLI5,Outer London - East and North East,2011,16746
TLI6,Outer London - South,2011,20096
TLI7,Outer London - West and North West,2011,20251
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,19541
TLJ2,"Surrey, East and West Sussex",2011,20129
TLJ3,Hampshire and Isle of Wight,2011,17156
TLJ4,Kent,2011,16979
TLK3,Cornwall and Isles of Scilly,2011,15047
TLK4,Devon,2011,15486
TLK5,West of England,2011,16377
TLK6,"North Somerset, Somerset and Dorset",2011,16977
TLK7,Gloucestershire and Wiltshire,2011,17053
TLL3,North Wales,2011,14304
TLL4,Mid and South West Wales,2011,13910
TLL5,South East Wales,2011,13689
TLM0,Eastern Scotland,2011,15213
TLM1,East Central Scotland,2011,17106
TLM2,Highlands and Islands,2011,15355
TLM3,West Central Scotland,2011,14587
TLM5,North Eastern Scotland,2011,19131
TLM9,Southern Scotland,2011,15018
TLN0,Northern Ireland,2011,13617
TLC3,Tees Valley,2012,13986
TLC4,"Northumberland, Durham and Tyne & Wear",2012,14310
TLD1,Cumbria,2012,16350
TLD3,Greater Manchester,2012,14359
TLD4,Lancashire,2012,14453
TLD6,Cheshire,2012,17713
TLD7,Merseyside,2012,14489
TLE1,East Yorkshire and Northern Lincolnshire,2012,14133
TLE2,North Yorkshire,2012,17524
TLE3,South Yorkshire,2012,13641
TLE4,West Yorkshire,2012,14065
TLF1,Derbyshire and Nottinghamshire,2012,14423
TLF2,"Leicestershire, Rutland and Northamptonshire",2012,15522
TLF3,Lincolnshire,2012,15382
TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,17060
TLG2,Shropshire and Staffordshire,2012,15052
TLG3,West Midlands,2012,13128
TLH2,Bedfordshire and Hertfordshire,2012,18930
TLH3,Essex,2012,17488
TLH4,Cambridgeshire and Peterborough,2012,16965
TLH5,Norfolk,2012,15486
TLH6,Suffolk,2012,16248
TLI3,Inner London - West,2012,39331
TLI4,Inner London - East,2012,20545
TLI5,Outer London - East and North East,2012,17668
TLI6,Outer London - South,2012,21127
TLI7,Outer London - West and North West,2012,21454
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,20119
TLJ2,"Surrey, East and West Sussex",2012,20883
TLJ3,Hampshire and Isle of Wight,2012,17801
TLJ4,Kent,2012,17526
TLK3,Cornwall and Isles of Scilly,2012,15359
TLK4,Devon,2012,15897
TLK5,West of England,2012,16759
TLK6,"North Somerset, Somerset and Dorset",2012,17286
TLK7,Gloucestershire and Wiltshire,2012,17420
TLL3,North Wales,2012,14742
TLL4,Mid and South West Wales,2012,14349
TLL5,South East Wales,2012,14100
TLM0,Eastern Scotland,2012,15622
TLM1,East Central Scotland,2012,17748
TLM2,Highlands and Islands,2012,15968
TLM3,West Central Scotland,2012,14989
TLM5,North Eastern Scotland,2012,19869
TLM9,Southern Scotland,2012,15361
TLN0,Northern Ireland,2012,13823
TLC3,Tees Valley,2013,14230
TLC4,"Northumberland, Durham and Tyne & Wear",2013,14671
TLD1,Cumbria,2013,16902
TLD3,Greater Manchester,2013,14776
TLD4,Lancashire,2013,14828
TLD6,Cheshire,2013,18366
TLD7,Merseyside,2013,14967
TLE1,East Yorkshire and Northern Lincolnshire,2013,14357
TLE2,North Yorkshire,2013,18009
TLE3,South Yorkshire,2013,14008
TLE4,West Yorkshire,2013,14527
TLF1,Derbyshire and Nottinghamshire,2013,14961
TLF2,"Leicestershire, Rutland and Northamptonshire",2013,15904
TLF3,Lincolnshire,2013,15704
TLG1,"Herefordshire, Worcestershire and Warwickshire",2013,17741
TLG2,Shropshire and Staffordshire,2013,15560
TLG3,West Midlands,2013,13514
TLH2,Bedfordshire and Hertfordshire,2013,19781
TLH3,Essex,2013,17965
TLH4,Cambridgeshire and Peterborough,2013,17587
TLH5,Norfolk,2013,15829
TLH6,Suffolk,2013,16756
TLI3,Inner London - West,2013,43308
TLI4,Inner London - East,2013,21362
TLI5,Outer London - East and North East,2013,18192
TLI6,Outer London - South,2013,21878
TLI7,Outer London - West and North West,2013,22440
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2013,20794
TLJ2,"Surrey, East and West Sussex",2013,21876
TLJ3,Hampshire and Isle of Wight,2013,18446
TLJ4,Kent,2013,18212
TLK3,Cornwall and Isles of Scilly,2013,15751
TLK4,Devon,2013,16459
TLK5,West of England,2013,17365
TLK6,"North Somerset, Somerset and Dorset",2013,17849
TLK7,Gloucestershire and Wiltshire,2013,18177
TLL3,North Wales,2013,15132
TLL4,Mid and South West Wales,2013,14584
TLL5,South East Wales,2013,14428
TLM0,Eastern Scotland,2013,16265
TLM1,East Central Scotland,2013,18309
TLM2,Highlands and Islands,2013,16455
TLM3,West Central Scotland,2013,15394
TLM5,North Eastern Scotland,2013,21080
TLM9,Southern Scotland,2013,15853
TLN0,Northern Ireland,2013,14314
TLC3,Tees Valley,2014,14716
TLC4,"Northumberland, Durham and Tyne & Wear",2014,15052
TLD1,Cumbria,2014,17417
TLD3,Greater Manchester,2014,15147
TLD4,Lancashire,2014,15195
TLD6,Cheshire,2014,18920
TLD7,Merseyside,2014,15324
TLE1,East Yorkshire and Northern Lincolnshire,2014,14721
TLE2,North Yorkshire,2014,18381
TLE3,South Yorkshire,2014,14573
TLE4,West Yorkshire,2014,14913
TLF1,Derbyshire and Nottinghamshire,2014,15471
TLF2,"Leicestershire, Rutland and Northamptonshire",2014,16364
TLF3,Lincolnshire,2014,16215
TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,18387
TLG2,Shropshire and Staffordshire,2014,16058
TLG3,West Midlands,2014,14070
TLH2,Bedfordshire and Hertfordshire,2014,20465
TLH3,Essex,2014,18451
TLH4,Cambridgeshire and Peterborough,2014,18388
TLH5,Norfolk,2014,16204
TLH6,Suffolk,2014,17217
TLI3,Inner London - West,2014,46258
TLI4,Inner London - East,2014,22371
TLI5,Outer London - East and North East,2014,18738
TLI6,Outer London - South,2014,22497
TLI7,Outer London - West and North West,2014,23275
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,21388
TLJ2,"Surrey, East and West Sussex",2014,22374
TLJ3,Hampshire and Isle of Wight,2014,18847
TLJ4,Kent,2014,18667
TLK3,Cornwall and Isles of Scilly,2014,16158
TLK4,Devon,2014,16915
TLK5,West of England,2014,18032
TLK6,"North Somerset, Somerset and Dorset",2014,18401
TLK7,Gloucestershire and Wiltshire,2014,18932
TLL3,North Wales,2014,15657
TLL4,Mid and South West Wales,2014,15093
TLL5,South East Wales,2014,14887
TLM0,Eastern Scotland,2014,16639
TLM1,East Central Scotland,2014,18777
TLM2,Highlands and Islands,2014,16703
TLM3,West Central Scotland,2014,15893
TLM5,North Eastern Scotland,2014,21579
TLM9,Southern Scotland,2014,16197
TLN0,Northern Ireland,2014,14799
TLC3,Tees Valley,2015,15125
TLC4,"Northumberland, Durham and Tyne & Wear",2015,15660
TLD1,Cumbria,2015,18137
TLD3,Greater Manchester,2015,15814
TLD4,Lancashire,2015,15875
TLD6,Cheshire,2015,20077
TLD7,Merseyside,2015,15935
TLE1,East Yorkshire and Northern Lincolnshire,2015,15420
TLE2,North Yorkshire,2015,19487
TLE3,South Yorkshire,2015,15133
TLE4,West Yorkshire,2015,15604
TLF1,Derbyshire and Nottinghamshire,2015,16293
TLF2,"Leicestershire, Rutland and Northamptonshire",2015,17147
TLF3,Lincolnshire,2015,16765
TLG1,"Herefordshire, Worcestershire and Warwickshire",2015,19554
TLG2,Shropshire and Staffordshire,2015,16925
TLG3,West Midlands,2015,14631
TLH2,Bedfordshire and Hertfordshire,2015,21652
TLH3,Essex,2015,19572
TLH4,Cambridgeshire and Peterborough,2015,19170
TLH5,Norfolk,2015,17067
TLH6,Suffolk,2015,18189
TLI3,Inner London - West,2015,49442
TLI4,Inner London - East,2015,24142
TLI5,Outer London - East and North East,2015,19928
TLI6,Outer London - South,2015,23975
TLI7,Outer London - West and North West,2015,25081
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2015,22736
TLJ2,"Surrey, East and West Sussex",2015,23759
TLJ3,Hampshire and Isle of Wight,2015,19910
TLJ4,Kent,2015,19584
TLK3,Cornwall and Isles of Scilly,2015,16707
TLK4,Devon,2015,17587
TLK5,West of England,2015,19124
TLK6,"North Somerset, Somerset and Dorset",2015,19233
TLK7,Gloucestershire and Wiltshire,2015,19672
TLL3,North Wales,2015,16213
TLL4,Mid and South West Wales,2015,15468
TLL5,South East Wales,2015,15431
TLM0,Eastern Scotland,2015,17199
TLM1,East Central Scotland,2015,19386
TLM2,Highlands and Islands,2015,17363
TLM3,West Central Scotland,2015,16461
TLM5,North Eastern Scotland,2015,21525
TLM9,Southern Scotland,2015,16752
TLN0,Northern Ireland,2015,15270
TLC3,Tees Valley,2016,15329
TLC4,"Northumberland, Durham and Tyne & Wear",2016,15870
TLD1,Cumbria,2016,18261
TLD3,Greater Manchester,2016,15923
TLD4,Lancashire,2016,16080
TLD6,Cheshire,2016,20032
TLD7,Merseyside,2016,16094
TLE1,East Yorkshire and Northern Lincolnshire,2016,15589
TLE2,North Yorkshire,2016,19582
TLE3,South Yorkshire,2016,15248
TLE4,West Yorkshire,2016,15653
TLF1,Derbyshire and Nottinghamshire,2016,16326
TLF2,"Leicestershire, Rutland and Northamptonshire",2016,17168
TLF3,Lincolnshire,2016,16808
TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,20084
TLG2,Shropshire and Staffordshire,2016,17051
TLG3,West Midlands,2016,14905
TLH2,Bedfordshire and Hertfordshire,2016,21894
TLH3,Essex,2016,20086
TLH4,Cambridgeshire and Peterborough,2016,19570
TLH5,Norfolk,2016,17105
TLH6,Suffolk,2016,18372
TLI3,Inner London - West,2016,50380
TLI4,Inner London - East,2016,24792
TLI5,Outer London - East and North East,2016,20427
TLI6,Outer London - South,2016,24325
TLI7,Outer London - West and North West,2016,25280
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,23029
TLJ2,"Surrey, East and West Sussex",2016,24044
TLJ3,Hampshire and Isle of Wight,2016,20085
TLJ4,Kent,2016,20059
TLK3,Cornwall and Isles of Scilly,2016,17102
TLK4,Devon,2016,17747
TLK5,West of England,2016,19366
TLK6,"North Somerset, Somerset and Dorset",2016,19295
TLK7,Gloucestershire and Wiltshire,2016,19825
TLL3,North Wales,2016,16361
TLL4,Mid and South West Wales,2016,15532
TLL5,South East Wales,2016,15606
TLM0,Eastern Scotland,2016,17448
TLM1,East Central Scotland,2016,19700
TLM2,Highlands and Islands,2016,17593
TLM3,West Central Scotland,2016,16776
TLM5,North Eastern Scotland,2016,20504
TLM9,Southern Scotland,2016,16941
TLN0,Northern Ireland,2016,15486
TLC3,Tees Valley,2017,15646
TLC4,"Northumberland, Durham and Tyne & Wear",2017,16181
TLD1,Cumbria,2017,18612
TLD3,Greater Manchester,2017,16411
TLD4,Lancashire,2017,16637
TLD6,Cheshire,2017,20647
TLD7,Merseyside,2017,16459
TLE1,East Yorkshire and Northern Lincolnshire,2017,16101
TLE2,North Yorkshire,2017,20200
TLE3,South Yorkshire,2017,15684
TLE4,West Yorkshire,2017,16078
TLF1,Derbyshire and Nottinghamshire,2017,16664
TLF2,"Leicestershire, Rutland and Northamptonshire",2017,17745
TLF3,Lincolnshire,2017,17267
TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,20218
TLG2,Shropshire and Staffordshire,2017,17355
TLG3,West Midlands,2017,15087
TLH2,Bedfordshire and Hertfordshire,2017,22438
TLH3,Essex,2017,20847
TLH4,Cambridgeshire and Peterborough,2017,20011
TLH5,Norfolk,2017,17671
TLH6,Suffolk,2017,18704
TLI3,Inner London - West,2017,51427
TLI4,Inner London - East,2017,25532
TLI5,Outer London - East and North East,2017,20832
TLI6,Outer London - South,2017,24524
TLI7,Outer London - West and North West,2017,25480
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,23689
TLJ2,"Surrey, East and West Sussex",2017,24593
TLJ3,Hampshire and Isle of Wight,2017,20588
TLJ4,Kent,2017,20519
TLK3,Cornwall and Isles of Scilly,2017,17760
TLK4,Devon,2017,18115
TLK5,West of England,2017,19815
TLK6,"North Somerset, Somerset and Dorset",2017,19668
TLK7,Gloucestershire and Wiltshire,2017,20159
TLL3,North Wales,2017,16844
TLL4,Mid and South West Wales,2017,16127
TLL5,South East Wales,2017,16164
TLM0,Eastern Scotland,2017,17796
TLM1,East Central Scotland,2017,20197
TLM2,Highlands and Islands,2017,17987
TLM3,West Central Scotland,2017,17027
TLM5,North Eastern Scotland,2017,20614
TLM9,Southern Scotland,2017,17235
TLN0,Northern Ireland,2017,15923
TLC3,Tees Valley,2018,16037
TLC4,"Northumberland, Durham and Tyne & Wear",2018,16570
TLD1,Cumbria,2018,18989
TLD3,Greater Manchester,2018,16882
TLD4,Lancashire,2018,17081
TLD6,Cheshire,2018,21451
TLD7,Merseyside,2018,16813
TLE1,East Yorkshire and Northern Lincolnshire,2018,16693
TLE2,North Yorkshire,2018,21122
TLE3,South Yorkshire,2018,16118
TLE4,West Yorkshire,2018,16589
TLF1,Derbyshire and Nottinghamshire,2018,17205
TLF2,"Leicestershire, Rutland and Northamptonshire",2018,18228
TLF3,Lincolnshire,2018,17792
TLG1,"Herefordshire, Worcestershire and Warwickshire",2018,20840
TLG2,Shropshire and Staffordshire,2018,17937
TLG3,West Midlands,2018,15434
TLH2,Bedfordshire and Hertfordshire,2018,23252
TLH3,Essex,2018,21738
TLH4,Cambridgeshire and Peterborough,2018,20552
TLH5,Norfolk,2018,18325
TLH6,Suffolk,2018,19390
TLI3,Inner London - West,2018,54688
TLI4,Inner London - East,2018,27033
TLI5,Outer London - East and North East,2018,21890
TLI6,Outer London - South,2018,25891
TLI7,Outer London - West and North West,2018,26675
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,24491
TLJ2,"Surrey, East and West Sussex",2018,25518
TLJ3,Hampshire and Isle of Wight,2018,21342
TLJ4,Kent,2018,21112
TLK3,Cornwall and Isles of Scilly,2018,18307
TLK4,Devon,2018,18712
TLK5,West of England,2018,20665
TLK6,"North Somerset, Somerset and Dorset",2018,20385
TLK7,Gloucestershire and Wiltshire,2018,20941
TLL3,North Wales,2018,17266
TLL4,Mid and South West Wales,2018,16584
TLL5,South East Wales,2018,16819
TLM0,Eastern Scotland,2018,18099
TLM1,East Central Scotland,2018,20825
TLM2,Highlands and Islands,2018,18746
TLM3,West Central Scotland,2018,17311
TLM5,North Eastern Scotland,2018,20964
TLM9,Southern Scotland,2018,17586
TLN0,Northern Ireland,2018,16287
TLC3,Tees Valley,2019,16677
TLC4,"Northumberland, Durham and Tyne & Wear",2019,17160
TLD1,Cumbria,2019,19586
TLD3,Greater Manchester,2019,17524
TLD4,Lancashire,2019,17640
TLD6,Cheshire,2019,22222
TLD7,Merseyside,2019,17427
TLE1,East Yorkshire and Northern Lincolnshire,2019,17242
TLE2,North Yorkshire,2019,21749
TLE3,South Yorkshire,2019,16649
TLE4,West Yorkshire,2019,17209
TLF1,Derbyshire and Nottinghamshire,2019,17872
TLF2,"Leicestershire, Rutland and Northamptonshire",2019,18851
TLF3,Lincolnshire,2019,18461
TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,21442
TLG2,Shropshire and Staffordshire,2019,18568
TLG3,West Midlands,2019,15944
TLH2,Bedfordshire and Hertfordshire,2019,23868
TLH3,Essex,2019,22350
TLH4,Cambridgeshire and Peterborough,2019,21299
TLH5,Norfolk,2019,19016
TLH6,Suffolk,2019,19876
TLI3,Inner London - West,2019,55725
TLI4,Inner London - East,2019,27901
TLI5,Outer London - East and North East,2019,22346
TLI6,Outer London - South,2019,26301
TLI7,Outer London - West and North West,2019,26979
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,25350
TLJ2,"Surrey, East and West Sussex",2019,26348
TLJ3,Hampshire and Isle of Wight,2019,22076
TLJ4,Kent,2019,21875
TLK3,Cornwall and Isles of Scilly,2019,18973
TLK4,Devon,2019,19393
TLK5,West of England,2019,21400
TLK6,"North Somerset, Somerset and Dorset",2019,21205
TLK7,Gloucestershire and Wiltshire,2019,21759
TLL3,North Wales,2019,17729
TLL4,Mid and South West Wales,2019,17174
TLL5,South East Wales,2019,17417
TLM0,Eastern Scotland,2019,18793
TLM1,East Central Scotland,2019,21796
TLM2,Highlands and Islands,2019,19524
TLM3,West Central Scotland,2019,18020
TLM5,North Eastern Scotland,2019,21690
TLM9,Southern Scotland,2019,18413
TLN0,Northern Ireland,2019,16940
TLC3,Tees Valley,2020,16916
TLC4,"Northumberland, Durham and Tyne & Wear",2020,17308
TLD1,Cumbria,2020,19705
TLD3,Greater Manchester,2020,17674
TLD4,Lancashire,2020,17761
TLD6,Cheshire,2020,22073
TLD7,Merseyside,2020,17617
TLE1,East Yorkshire and Northern Lincolnshire,2020,17483
TLE2,North Yorkshire,2020,21673
TLE3,South Yorkshire,2020,16869
TLE4,West Yorkshire,2020,17335
TLF1,Derbyshire and Nottinghamshire,2020,18035
TLF2,"Leicestershire, Rutland and Northamptonshire",2020,18891
TLF3,Lincolnshire,2020,18571
TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,21312
TLG2,Shropshire and Staffordshire,2020,18609
TLG3,West Midlands,2020,16090
TLH2,Bedfordshire and Hertfordshire,2020,23529
TLH3,Essex,2020,22246
TLH4,Cambridgeshire and Peterborough,2020,21189
TLH5,Norfolk,2020,18959
TLH6,Suffolk,2020,19817
TLI3,Inner London - West,2020,54017
TLI4,Inner London - East,2020,27785
TLI5,Outer London - East and North East,2020,22376
TLI6,Outer London - South,2020,25925
TLI7,Outer London - West and North West,2020,26419
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,24805
TLJ2,"Surrey, East and West Sussex",2020,25755
TLJ3,Hampshire and Isle of Wight,2020,21804
TLJ4,Kent,2020,21796
TLK3,Cornwall and Isles of Scilly,2020,19355
TLK4,Devon,2020,19568
TLK5,West of England,2020,21143
TLK6,"North Somerset, Somerset and Dorset",2020,21236
TLK7,Gloucestershire and Wiltshire,2020,21557
TLL3,North Wales,2020,17898
TLL4,Mid and South West Wales,2020,17453
TLL5,South East Wales,2020,17581
TLM0,Eastern Scotland,2020,18768
TLM1,East Central Scotland,2020,21651
TLM2,Highlands and Islands,2020,19403
TLM3,West Central Scotland,2020,18103
TLM5,North Eastern Scotland,2020,20983
TLM9,Southern Scotland,2020,18565
TLN0,Northern Ireland,2020,17196
TLC3,Tees Valley,2021,17331
TLC4,"Northumberland, Durham and Tyne & Wear",2021,17866
TLD1,Cumbria,2021,20224
TLD3,Greater Manchester,2021,18312
TLD4,Lancashire,2021,18322
TLD6,Cheshire,2021,22835
TLD7,Merseyside,2021,18098
TLE1,East Yorkshire and Northern Lincolnshire,2021,18013
TLE2,North Yorkshire,2021,22635
TLE3,South Yorkshire,2021,17424
TLE4,West Yorkshire,2021,17887
TLF1,Derbyshire and Nottinghamshire,2021,18640
TLF2,"Leicestershire, Rutland and Northamptonshire",2021,19608
TLF3,Lincolnshire,2021,19220
TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,22027
TLG2,Shropshire and Staffordshire,2021,19164
TLG3,West Midlands,2021,16739
TLH2,Bedfordshire and Hertfordshire,2021,24612
TLH3,Essex,2021,23148
TLH4,Cambridgeshire and Peterborough,2021,21834
TLH5,Norfolk,2021,19721
TLH6,Suffolk,2021,20809
TLI3,Inner London - West,2021,58361
TLI4,Inner London - East,2021,29308
TLI5,Outer London - East and North East,2021,23210
TLI6,Outer London - South,2021,27063
TLI7,Outer London - West and North West,2021,27914
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,25735
TLJ2,"Surrey, East and West Sussex",2021,26954
TLJ3,Hampshire and Isle of Wight,2021,22507
TLJ4,Kent,2021,22845
TLK3,Cornwall and Isles of Scilly,2021,20389
TLK4,Devon,2021,20355
TLK5,West of England,2021,22145
TLK6,"North Somerset, Somerset and Dorset",2021,22096
TLK7,Gloucestershire and Wiltshire,2021,22280
TLL3,North Wales,2021,18546
TLL4,Mid and South West Wales,2021,18054
TLL5,South East Wales,2021,18240
TLM0,Eastern Scotland,2021,19365
TLM1,East Central Scotland,2021,22605
TLM2,Highlands and Islands,2021,20018
TLM3,West Central Scotland,2021,18737
TLM5,North Eastern Scotland,2021,21406
TLM9,Southern Scotland,2021,19247
TLN0,Northern Ireland,2021,18065
TLC3,Tees Valley,2022,17938
TLC4,"Northumberland, Durham and Tyne & Wear",2022,18532
TLD1,Cumbria,2022,21204
TLD3,Greater Manchester,2022,19240
TLD4,Lancashire,2022,19096
TLD6,Cheshire,2022,23807
TLD7,Merseyside,2022,18918
TLE1,East Yorkshire and Northern Lincolnshire,2022,18957
TLE2,North Yorkshire,2022,23783
TLE3,South Yorkshire,2022,18243
TLE4,West Yorkshire,2022,18797
TLF1,Derbyshire and Nottinghamshire,2022,19550
TLF2,"Leicestershire, Rutland and Northamptonshire",2022,20507
TLF3,Lincolnshire,2022,20219
TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,23044
TLG2,Shropshire and Staffordshire,2022,20053
TLG3,West Midlands,2022,17579
TLH2,Bedfordshire and Hertfordshire,2022,25957
TLH3,Essex,2022,24262
TLH4,Cambridgeshire and Peterborough,2022,23007
TLH5,Norfolk,2022,20723
TLH6,Suffolk,2022,21939
TLI3,Inner London - West,2022,61141
TLI4,Inner London - East,2022,30748
TLI5,Outer London - East and North East,2022,24525
TLI6,Outer London - South,2022,28516
TLI7,Outer London - West and North West,2022,29542
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,27191
TLJ2,"Surrey, East and West Sussex",2022,28582
TLJ3,Hampshire and Isle of Wight,2022,23663
TLJ4,Kent,2022,24070
TLK3,Cornwall and Isles of Scilly,2022,21522
TLK4,Devon,2022,21499
TLK5,West of England,2022,23531
TLK6,"North Somerset, Somerset and Dorset",2022,23348
TLK7,Gloucestershire and Wiltshire,2022,23552
TLL3,North Wales,2022,19296
TLL4,Mid and South West Wales,2022,18518
TLL5,South East Wales,2022,18921
TLM0,Eastern Scotland,2022,20534
TLM1,East Central Scotland,2022,23899
TLM2,Highlands and Islands,2022,21128
TLM3,West Central Scotland,2022,19575
TLM5,North Eastern Scotland,2022,22277
TLM9,Southern Scotland,2022,20236
TLN0,Northern Ireland,2022,19230
TLC3,Tees Valley,2023,18939
TLC4,"Northumberland, Durham and Tyne & Wear",2023,19696
TLD1,Cumbria,2023,22832
TLD3,Greater Manchester,2023,20502
TLD4,Lancashire,2023,20394
TLD6,Cheshire,2023,25576
TLD7,Merseyside,2023,20183
TLE1,East Yorkshire and Northern Lincolnshire,2023,20257
TLE2,North Yorkshire,2023,25515
TLE3,South Yorkshire,2023,19462
TLE4,West Yorkshire,2023,20054
TLF1,Derbyshire and Nottinghamshire,2023,20983
TLF2,"Leicestershire, Rutland and Northamptonshire",2023,21744
TLF3,Lincolnshire,2023,21613
TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,24667
TLG2,Shropshire and Staffordshire,2023,21519
TLG3,West Midlands,2023,18655
TLH2,Bedfordshire and Hertfordshire,2023,27418
TLH3,Essex,2023,25689
TLH4,Cambridgeshire and Peterborough,2023,24712
TLH5,Norfolk,2023,22128
TLH6,Suffolk,2023,23374
TLI3,Inner London - West,2023,65865
TLI4,Inner London - East,2023,32143
TLI5,Outer London - East and North East,2023,25710
TLI6,Outer London - South,2023,29918
TLI7,Outer London - West and North West,2023,31071
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,28781
TLJ2,"Surrey, East and West Sussex",2023,30504
TLJ3,Hampshire and Isle of Wight,2023,25163
TLJ4,Kent,2023,25555
TLK3,Cornwall and Isles of Scilly,2023,23203
TLK4,Devon,2023,23193
TLK5,West of England,2023,25145
TLK6,"North Somerset, Somerset and Dorset",2023,25003
TLK7,Gloucestershire and Wiltshire,2023,25181
TLL3,North Wales,2023,20536
TLL4,Mid and South West Wales,2023,19631
TLL5,South East Wales,2023,20111
TLM0,Eastern Scotland,2023,22167
TLM1,East Central Scotland,2023,25807
TLM2,Highlands and Islands,2023,22879
TLM3,West Central Scotland,2023,20918
TLM5,North Eastern Scotland,2023,23564
TLM9,Southern Scotland,2023,21833
TLN0,Northern Ireland,2023,20675
TLC3,Tees Valley,2024,19921
TLC4,"Northumberland, Durham and Tyne & Wear",2024,20785
TLD1,Cumbria,2024,24315
TLD3,Greater Manchester,2024,21730
TLD4,Lancashire,2024,21545
TLD6,Cheshire,2024,27106
TLD7,Merseyside,2024,21536
TLE1,East Yorkshire and Northern Lincolnshire,2024,21456
TLE2,North Yorkshire,2024,26911
TLE3,South Yorkshire,2024,20556
TLE4,West Yorkshire,2024,21158
TLF1,Derbyshire and Nottinghamshire,2024,22364
TLF2,"Leicestershire, Rutland and Northamptonshire",2024,23080
TLF3,Lincolnshire,2024,23107
TLG1,"Herefordshire, Worcestershire and Warwickshire",2024,26145
TLG2,Shropshire and Staffordshire,2024,22837
TLG3,West Midlands,2024,19688
TLH2,Bedfordshire and Hertfordshire,2024,28970
TLH3,Essex,2024,27257
TLH4,Cambridgeshire and Peterborough,2024,26146
TLH5,Norfolk,2024,23564
TLH6,Suffolk,2024,24802
TLI3,Inner London - West,2024,70233
TLI4,Inner London - East,2024,34185
TLI5,Outer London - East and North East,2024,27342
TLI6,Outer London - South,2024,31849
TLI7,Outer London - West and North West,2024,33116
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2024,30378
TLJ2,"Surrey, East and West Sussex",2024,32342
TLJ3,Hampshire and Isle of Wight,2024,26815
TLJ4,Kent,2024,27126
TLK3,Cornwall and Isles of Scilly,2024,24628
TLK4,Devon,2024,24611
TLK5,West of England,2024,26417
TLK6,"North Somerset, Somerset and Dorset",2024,26480
TLK7,Gloucestershire and Wiltshire,2024,26631
TLL3,North Wales,2024,21943
TLL4,Mid and South West Wales,2024,21015
TLL5,South East Wales,2024,21525
TLM0,Eastern Scotland,2024,23765
TLM1,East Central Scotland,2024,27579
TLM2,Highlands and Islands,2024,24664
TLM3,West Central Scotland,2024,22409
TLM5,North Eastern Scotland,2024,25028
TLM9,Southern Scotland,2024,23505
TLN0,Northern Ireland,2024,22258
