itl2_code,itl2_name,year,affordability_ratio_workplace
TLJ2,"Surrey, East and West Sussex",2010,9.448749999999999
TLJ3,Hampshire and Isle of Wight,2010,7.737142857142857
TLJ4,Kent,2010,7.703846153846153
TLK3,Cornwall and Isles of Scilly,2010,8.68
TLK4,Devon,2010,9.169999999999998
TLK5,West of England,2010,7.303333333333332
TLK6,"North Somerset, Somerset and Dorset",2010,8.41
TLK7,Gloucestershire and Wiltshire,2010,7.9425
TLL3,North Wales,2010,6.161666666666666
TLL4,Mid and South West Wales,2010,6.583333333333333
TLL5,South East Wales,2010,5.35
TLC3,Tees Valley,2011,4.790000000000001
TLC4,"Northumberland, Durham and Tyne & Wear",2011,5.104285714285714
TLD1,Cumbria,2011,5.885
TLD3,Greater Manchester,2011,5.161
TLD4,Lancashire,2011,5.338571428571428
TLD6,Cheshire,2011,6.276666666666666
TLD7,Merseyside,2011,5.1866666666666665
TLE1,East Yorkshire and Northern Lincolnshire,2011,4.7325
TLE2,North Yorkshire,2011,7.34
TLE3,South Yorkshire,2011,4.725
TLE4,West Yorkshire,2011,5.273999999999999
TLF1,Derbyshire and Nottinghamshire,2011,5.683529411764706
TLF2,"Leicestershire, Rutland and Northamptonshire",2011,6.584545454545455
TLF3,Lincolnshire,2011,6.201428571428572
TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,7.580000000000001
TLG2,Shropshire and Staffordshire,2011,6.158181818181819
TLG3,West Midlands,2011,5.374285714285714
TLH2,Bedfordshire and Hertfordshire,2011,8.636923076923075
TLH3,Essex,2011,8.162142857142857
TLH4,Cambridgeshire and Peterborough,2011,7.02
TLH5,Norfolk,2011,6.6414285714285715
TLH6,Suffolk,2011,6.935999999999998
TLI3,Inner London - West,2011,14.680000000000001
TLI4,Inner London - East,2011,8.785
TLI5,Outer London - East and North East,2011,7.911428571428572
TLI6,Outer London - South,2011,9.4
TLI7,Outer London - West and North West,2011,10.117142857142856
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,7.924615384615384
TLJ2,"Surrey, East and West Sussex",2011,9.515416666666669
TLJ3,Hampshire and Isle of Wight,2011,7.782142857142859
TLJ4,Kent,2011,7.453846153846156
TLK3,Cornwall and Isles of Scilly,2011,8.86
TLK4,Devon,2011,8.837
TLK5,West of England,2011,7.373333333333334
TLK6,"North Somerset, Somerset and Dorset",2011,8.1725
TLK7,Gloucestershire and Wiltshire,2011,7.7525
TLL3,North Wales,2011,6.114999999999999
TLL4,Mid and South West Wales,2011,6.261666666666667
TLL5,South East Wales,2011,5.261000000000001
TLC3,Tees Valley,2012,4.7299999999999995
TLC4,"Northumberland, Durham and Tyne & Wear",2012,4.988571428571428
TLD1,Cumbria,2012,5.71
TLD3,Greater Manchester,2012,5.146
TLD4,Lancashire,2012,5.333571428571429
TLD6,Cheshire,2012,6.153333333333333
TLD7,Merseyside,2012,5.013333333333333
TLE1,East Yorkshire and Northern Lincolnshire,2012,4.61
TLE2,North Yorkshire,2012,7.195
TLE3,South Yorkshire,2012,4.7625
TLE4,West Yorkshire,2012,5.116
TLF1,Derbyshire and Nottinghamshire,2012,5.486470588235294
TLF2,"Leicestershire, Rutland and Northamptonshire",2012,6.47
TLF3,Lincolnshire,2012,6.082857142857143
TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,7.491666666666666
TLG2,Shropshire and Staffordshire,2012,6.113636363636363
TLG3,West Midlands,2012,5.211428571428571
TLH2,Bedfordshire and Hertfordshire,2012,8.452307692307693
TLH3,Essex,2012,8.114285714285714
TLH4,Cambridgeshire and Peterborough,2012,7.033333333333334
TLH5,Norfolk,2012,6.521428571428572
TLH6,Suffolk,2012,7.228
TLI3,Inner London - West,2012,15.550000000000002
TLI4,Inner London - East,2012,8.88
TLI5,Outer London - East and North East,2012,7.997142857142857
TLI6,Outer London - South,2012,9.58
TLI7,Outer London - West and North West,2012,10.355714285714285
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,7.996153846153846
TLJ2,"Surrey, East and West Sussex",2012,9.479583333333334
TLJ3,Hampshire and Isle of Wight,2012,7.760714285714285
TLJ4,Kent,2012,7.491538461538462
TLK3,Cornwall and Isles of Scilly,2012,8.85
TLK4,Devon,2012,8.678
TLK5,West of England,2012,7.533333333333334
TLK6,"North Somerset, Somerset and Dorset",2012,7.9925
TLK7,Gloucestershire and Wiltshire,2012,7.474999999999999
TLL3,North Wales,2012,5.823333333333334
TLL4,Mid and South West Wales,2012,6.2633333333333345
TLL5,South East Wales,2012,5.2749999999999995
TLC3,Tees Valley,2013,4.856
TLC4,"Northumberland, Durham and Tyne & Wear",2013,5.0928571428571425
TLD1,Cumbria,2013,5.26
TLD3,Greater Manchester,2013,5.223
TLD4,Lancashire,2013,5.374999999999999
TLD6,Cheshire,2013,6.476666666666667
TLD7,Merseyside,2013,4.87
TLE1,East Yorkshire and Northern Lincolnshire,2013,4.54
TLE2,North Yorkshire,2013,6.925
TLE3,South Yorkshire,2013,4.7625
TLE4,West Yorkshire,2013,5.142
TLF1,Derbyshire and Nottinghamshire,2013,5.464705882352942
TLF2,"Leicestershire, Rutland and Northamptonshire",2013,6.53909090909091
TLF3,Lincolnshire,2013,5.887142857142857
TLG1,"Herefordshire, Worcestershire and Warwickshire",2013,7.373333333333332
TLG2,Shropshire and Staffordshire,2013,5.78181818181818
TLG3,West Midlands,2013,5.235714285714286
TLH2,Bedfordshire and Hertfordshire,2013,8.635384615384615
TLH3,Essex,2013,8.135714285714284
TLH4,Cambridgeshire and Peterborough,2013,7.080000000000001
TLH5,Norfolk,2013,6.808571428571429
TLH6,Suffolk,2013,7.214
TLI3,Inner London - West,2013,17.768333333333334
TLI4,Inner London - East,2013,9.502500000000001
TLI5,Outer London - East and North East,2013,8.11857142857143
TLI6,Outer London - South,2013,9.654
TLI7,Outer London - West and North West,2013,11.031428571428572
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2013,8.206153846153846
TLJ2,"Surrey, East and West Sussex",2013,9.909166666666666
TLJ3,Hampshire and Isle of Wight,2013,7.869999999999998
TLJ4,Kent,2013,7.7869230769230775
TLK3,Cornwall and Isles of Scilly,2013,8.56
TLK4,Devon,2013,8.66
TLK5,West of England,2013,7.3566666666666665
TLK6,"North Somerset, Somerset and Dorset",2013,7.8149999999999995
TLK7,Gloucestershire and Wiltshire,2013,7.468750000000001
TLL3,North Wales,2013,5.695
TLL4,Mid and South West Wales,2013,5.963333333333334
TLL5,South East Wales,2013,5.235000000000001
TLC3,Tees Valley,2014,4.901999999999999
TLC4,"Northumberland, Durham and Tyne & Wear",2014,5.247142857142857
TLD1,Cumbria,2014,5.49
TLD3,Greater Manchester,2014,5.566999999999999
TLD4,Lancashire,2014,5.422857142857142
TLD6,Cheshire,2014,6.59
TLD7,Merseyside,2014,5.031666666666666
TLE1,East Yorkshire and Northern Lincolnshire,2014,4.915
TLE2,North Yorkshire,2014,7.34
TLE3,South Yorkshire,2014,4.9575
TLE4,West Yorkshire,2014,5.2379999999999995
TLF1,Derbyshire and Nottinghamshire,2014,5.709411764705882
TLF2,"Leicestershire, Rutland and Northamptonshire",2014,6.912727272727272
TLF3,Lincolnshire,2014,6.314285714285714
TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,7.738333333333333
TLG2,Shropshire and Staffordshire,2014,6.111818181818182
TLG3,West Midlands,2014,5.55
TLH2,Bedfordshire and Hertfordshire,2014,9.283076923076923
TLH3,Essex,2014,8.657857142857143
TLH4,Cambridgeshire and Peterborough,2014,7.676666666666666
TLH5,Norfolk,2014,7.155714285714285
TLH6,Suffolk,2014,7.518000000000001
TLI3,Inner London - West,2014,21.035
TLI4,Inner London - East,2014,11.08875
TLI5,Outer London - East and North East,2014,9.364285714285714
TLI6,Outer London - South,2014,11.196
TLI7,Outer London - West and North West,2014,12.271428571428572
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,8.680769230769231
TLJ2,"Surrey, East and West Sussex",2014,10.612916666666667
TLJ3,Hampshire and Isle of Wight,2014,8.174285714285714
TLJ4,Kent,2014,8.319230769230769
TLK3,Cornwall and Isles of Scilly,2014,8.65
TLK4,Devon,2014,8.569
TLK5,West of England,2014,7.75
TLK6,"North Somerset, Somerset and Dorset",2014,8.2075
TLK7,Gloucestershire and Wiltshire,2014,7.8987500000000015
TLL3,North Wales,2014,5.678333333333334
TLL4,Mid and South West Wales,2014,6.148333333333333
TLL5,South East Wales,2014,5.463
TLC3,Tees Valley,2015,4.926
TLC4,"Northumberland, Durham and Tyne & Wear",2015,5.398571428571429
TLD1,Cumbria,2015,5.845000000000001
TLD3,Greater Manchester,2015,5.7299999999999995
TLD4,Lancashire,2015,5.305000000000001
TLD6,Cheshire,2015,6.846666666666667
TLD7,Merseyside,2015,5.123333333333334
TLE1,East Yorkshire and Northern Lincolnshire,2015,4.975
TLE2,North Yorkshire,2015,7.99
TLE3,South Yorkshire,2015,5.027500000000001
TLE4,West Yorkshire,2015,5.444
TLF1,Derbyshire and Nottinghamshire,2015,6.137647058823529
TLF2,"Leicestershire, Rutland and Northamptonshire",2015,7.3999999999999995
TLF3,Lincolnshire,2015,6.624285714285714
TLG1,"Herefordshire, Worcestershire and Warwickshire",2015,8.1725
TLG2,Shropshire and Staffordshire,2015,6.422727272727272
TLG3,West Midlands,2015,5.607142857142857
TLH2,Bedfordshire and Hertfordshire,2015,10.255384615384616
TLH3,Essex,2015,9.497142857142856
TLH4,Cambridgeshire and Peterborough,2015,8.428333333333333
TLH5,Norfolk,2015,7.28
TLH6,Suffolk,2015,7.914
TLI3,Inner London - West,2015,22.019999999999996
TLI4,Inner London - East,2015,12.521249999999998
TLI5,Outer London - East and North East,2015,10.348571428571429
TLI6,Outer London - South,2015,12.062000000000001
TLI7,Outer London - West and North West,2015,13.465714285714286
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2015,9.465384615384616
TLJ2,"Surrey, East and West Sussex",2015,11.22375
TLJ3,Hampshire and Isle of Wight,2015,8.577857142857143
TLJ4,Kent,2015,8.917692307692308
TLK3,Cornwall and Isles of Scilly,2015,9.0
TLK4,Devon,2015,9.181000000000001
TLK5,West of England,2015,8.256666666666666
TLK6,"North Somerset, Somerset and Dorset",2015,8.672500000000001
TLK7,Gloucestershire and Wiltshire,2015,8.181250000000002
TLL3,North Wales,2015,5.859999999999999
TLL4,Mid and South West Wales,2015,6.163333333333334
TLL5,South East Wales,2015,5.574
TLC3,Tees Valley,2016,4.9879999999999995
TLC4,"Northumberland, Durham and Tyne & Wear",2016,5.492857142857142
TLD1,Cumbria,2016,5.91
TLD3,Greater Manchester,2016,5.8500000000000005
TLD4,Lancashire,2016,5.484285714285713
TLD6,Cheshire,2016,6.896666666666667
TLD7,Merseyside,2016,5.233333333333333
TLE1,East Yorkshire and Northern Lincolnshire,2016,5.015000000000001
TLE2,North Yorkshire,2016,8.1
TLE3,South Yorkshire,2016,5.069999999999999
TLE4,West Yorkshire,2016,5.434
TLF1,Derbyshire and Nottinghamshire,2016,6.25764705882353
TLF2,"Leicestershire, Rutland and Northamptonshire",2016,7.554545454545456
TLF3,Lincolnshire,2016,6.615714285714286
TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,8.2275
TLG2,Shropshire and Staffordshire,2016,6.452727272727272
TLG3,West Midlands,2016,5.751428571428571
TLH2,Bedfordshire and Hertfordshire,2016,11.21
TLH3,Essex,2016,10.417857142857143
TLH4,Cambridgeshire and Peterborough,2016,8.898333333333333
TLH5,Norfolk,2016,7.558571428571429
TLH6,Suffolk,2016,8.5
TLI3,Inner London - West,2016,22.8
TLI4,Inner London - East,2016,13.5275
TLI5,Outer London - East and North East,2016,12.171428571428569
TLI6,Outer London - South,2016,13.354000000000003
TLI7,Outer London - West and North West,2016,14.317142857142857
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,10.210769230769229
TLJ2,"Surrey, East and West Sussex",2016,11.904166666666667
TLJ3,Hampshire and Isle of Wight,2016,9.320714285714287
TLJ4,Kent,2016,9.75
TLK3,Cornwall and Isles of Scilly,2016,9.13
TLK4,Devon,2016,9.177
TLK5,West of England,2016,9.03
TLK6,"North Somerset, Somerset and Dorset",2016,9.08
TLK7,Gloucestershire and Wiltshire,2016,8.590000000000002
TLL3,North Wales,2016,5.98
TLL4,Mid and South West Wales,2016,6.136666666666667
TLL5,South East Wales,2016,5.593999999999999
TLC3,Tees Valley,2017,5.16
TLC4,"Northumberland, Durham and Tyne & Wear",2017,5.498571428571429
TLD1,Cumbria,2017,5.95
TLD3,Greater Manchester,2017,6.145999999999999
TLD4,Lancashire,2017,5.503571428571428
TLD6,Cheshire,2017,7.0633333333333335
TLD7,Merseyside,2017,5.345
TLE1,East Yorkshire and Northern Lincolnshire,2017,5.4575000000000005
TLE2,North Yorkshire,2017,8.4
TLE3,South Yorkshire,2017,5.205
TLE4,West Yorkshire,2017,5.534
TLF1,Derbyshire and Nottinghamshire,2017,6.434705882352941
TLF2,"Leicestershire, Rutland and Northamptonshire",2017,7.879090909090908
TLF3,Lincolnshire,2017,6.92
TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,8.415000000000001
TLG2,Shropshire and Staffordshire,2017,6.757272727272727
TLG3,West Midlands,2017,5.974285714285714
TLH2,Bedfordshire and Hertfordshire,2017,11.62692307692308
TLH3,Essex,2017,10.88714285714286
TLH4,Cambridgeshire and Peterborough,2017,9.486666666666666
TLH5,Norfolk,2017,8.42142857142857
TLH6,Suffolk,2017,9.036
TLI3,Inner London - West,2017,23.650000000000002
TLI4,Inner London - East,2017,14.030000000000001
TLI5,Outer London - East and North East,2017,12.86
TLI6,Outer London - South,2017,13.925999999999998
TLI7,Outer London - West and North West,2017,15.322857142857142
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,10.635384615384615
TLJ2,"Surrey, East and West Sussex",2017,12.275
TLJ3,Hampshire and Isle of Wight,2017,9.68642857142857
TLJ4,Kent,2017,10.474615384615383
TLK3,Cornwall and Isles of Scilly,2017,8.96
TLK4,Devon,2017,9.329
TLK5,West of England,2017,9.383333333333333
TLK6,"North Somerset, Somerset and Dorset",2017,9.57
TLK7,Gloucestershire and Wiltshire,2017,8.915
TLL3,North Wales,2017,6.078333333333333
TLL4,Mid and South West Wales,2017,6.039999999999999
TLL5,South East Wales,2017,5.606
TLC3,Tees Valley,2018,5.21
TLC4,"Northumberland, Durham and Tyne & Wear",2018,5.568571428571429
TLD1,Cumbria,2018,5.785
TLD3,Greater Manchester,2018,6.238999999999999
TLD4,Lancashire,2018,5.496428571428573
TLD6,Cheshire,2018,7.116666666666667
TLD7,Merseyside,2018,5.263333333333333
TLE1,East Yorkshire and Northern Lincolnshire,2018,5.3525
TLE2,North Yorkshire,2018,8.5
TLE3,South Yorkshire,2018,5.25
TLE4,West Yorkshire,2018,5.5840000000000005
TLF1,Derbyshire and Nottinghamshire,2018,6.413529411764706
TLF2,"Leicestershire, Rutland and Northamptonshire",2018,8.152727272727272
TLF3,Lincolnshire,2018,7.051428571428571
TLG1,"Herefordshire, Worcestershire and Warwickshire",2018,8.871666666666668
TLG2,Shropshire and Staffordshire,2018,6.86090909090909
TLG3,West Midlands,2018,6.087142857142857
TLH2,Bedfordshire and Hertfordshire,2018,11.69076923076923
TLH3,Essex,2018,11.19642857142857
TLH4,Cambridgeshire and Peterborough,2018,9.771666666666667
TLH5,Norfolk,2018,8.317142857142857
TLH6,Suffolk,2018,9.15
TLI3,Inner London - West,2018,23.281666666666666
TLI4,Inner London - East,2018,14.147499999999997
TLI5,Outer London - East and North East,2018,12.954285714285714
TLI6,Outer London - South,2018,13.969999999999999
TLI7,Outer London - West and North West,2018,15.368571428571428
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,10.524615384615386
TLJ2,"Surrey, East and West Sussex",2018,12.482083333333335
TLJ3,Hampshire and Isle of Wight,2018,9.701428571428574
TLJ4,Kent,2018,10.660769230769231
TLK3,Cornwall and Isles of Scilly,2018,9.3
TLK4,Devon,2018,9.427000000000001
TLK5,West of England,2018,9.253333333333332
TLK6,"North Somerset, Somerset and Dorset",2018,9.5075
TLK7,Gloucestershire and Wiltshire,2018,9.120000000000001
TLL3,North Wales,2018,6.128333333333334
TLL4,Mid and South West Wales,2018,6.035
TLL5,South East Wales,2018,5.758000000000001
TLC3,Tees Valley,2019,5.055999999999999
TLC4,"Northumberland, Durham and Tyne & Wear",2019,5.512857142857143
TLD1,Cumbria,2019,5.855
TLD3,Greater Manchester,2019,6.3870000000000005
TLD4,Lancashire,2019,5.421428571428572
TLD6,Cheshire,2019,7.236666666666667
TLD7,Merseyside,2019,5.344999999999999
TLE1,East Yorkshire and Northern Lincolnshire,2019,5.26
TLE2,North Yorkshire,2019,7.970000000000001
TLE3,South Yorkshire,2019,5.1975
TLE4,West Yorkshire,2019,5.632
TLF1,Derbyshire and Nottinghamshire,2019,6.645294117647061
TLF2,"Leicestershire, Rutland and Northamptonshire",2019,8.22090909090909
TLF3,Lincolnshire,2019,7.021428571428571
TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,8.766666666666667
TLG2,Shropshire and Staffordshire,2019,6.988181818181818
TLG3,West Midlands,2019,6.2299999999999995
TLH2,Bedfordshire and Hertfordshire,2019,11.296923076923077
TLH3,Essex,2019,10.800714285714283
TLH4,Cambridgeshire and Peterborough,2019,9.523333333333333
TLH5,Norfolk,2019,8.185714285714285
TLH6,Suffolk,2019,8.862
TLI3,Inner London - West,2019,22.021666666666665
TLI4,Inner London - East,2019,14.0425
TLI5,Outer London - East and North East,2019,12.914285714285715
TLI6,Outer London - South,2019,13.234
TLI7,Outer London - West and North West,2019,14.53857142857143
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,10.37153846153846
TLJ2,"Surrey, East and West Sussex",2019,12.044166666666664
TLJ3,Hampshire and Isle of Wight,2019,9.530714285714286
TLJ4,Kent,2019,10.041538461538462
TLK3,Cornwall and Isles of Scilly,2019,13.015
TLK4,Devon,2019,9.533
TLK5,West of England,2019,9.233333333333333
TLK6,"North Somerset, Somerset and Dorset",2019,9.317499999999999
TLK7,Gloucestershire and Wiltshire,2019,9.040000000000001
TLL3,North Wales,2019,6.138333333333332
TLL4,Mid and South West Wales,2019,6.031666666666666
TLL5,South East Wales,2019,5.714999999999999
TLC3,Tees Valley,2020,5.0280000000000005
TLC4,"Northumberland, Durham and Tyne & Wear",2020,5.388571428571429
TLD1,Cumbria,2020,5.525
TLD3,Greater Manchester,2020,6.472999999999999
TLD4,Lancashire,2020,5.496428571428572
TLD6,Cheshire,2020,7.313333333333333
TLD7,Merseyside,2020,5.275
TLE1,East Yorkshire and Northern Lincolnshire,2020,5.18
TLE2,North Yorkshire,2020,8.145
TLE3,South Yorkshire,2020,5.2925
TLE4,West Yorkshire,2020,5.6899999999999995
TLF1,Derbyshire and Nottinghamshire,2020,6.711176470588235
TLF2,"Leicestershire, Rutland and Northamptonshire",2020,8.229090909090909
TLF3,Lincolnshire,2020,6.840000000000002
TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,8.805000000000001
TLG2,Shropshire and Staffordshire,2020,7.056363636363636
TLG3,West Midlands,2020,6.275714285714287
TLH2,Bedfordshire and Hertfordshire,2020,11.666923076923077
TLH3,Essex,2020,10.948571428571428
TLH4,Cambridgeshire and Peterborough,2020,9.653333333333334
TLH5,Norfolk,2020,8.042857142857143
TLH6,Suffolk,2020,8.732
TLI3,Inner London - West,2020,21.59
TLI4,Inner London - East,2020,13.807500000000001
TLI5,Outer London - East and North East,2020,12.215714285714288
TLI6,Outer London - South,2020,12.767999999999999
TLI7,Outer London - West and North West,2020,14.624285714285714
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,10.342307692307694
TLJ2,"Surrey, East and West Sussex",2020,12.18458333333333
TLJ3,Hampshire and Isle of Wight,2020,9.440000000000001
TLJ4,Kent,2020,10.168461538461539
TLK3,Cornwall and Isles of Scilly,2020,9.33
TLK4,Devon,2020,9.234
TLK5,West of England,2020,9.026666666666667
TLK6,"North Somerset, Somerset and Dorset",2020,9.422500000000001
TLK7,Gloucestershire and Wiltshire,2020,9.098749999999999
TLL3,North Wales,2020,5.946666666666666
TLL4,Mid and South West Wales,2020,5.801666666666667
TLL5,South East Wales,2020,5.885000000000001
TLC3,Tees Valley,2021,5.458
TLC4,"Northumberland, Durham and Tyne & Wear",2021,6.061428571428572
TLD1,Cumbria,2021,6.1850000000000005
TLD3,Greater Manchester,2021,7.344999999999999
TLD4,Lancashire,2021,6.239285714285715
TLD6,Cheshire,2021,7.9866666666666655
TLD7,Merseyside,2021,5.941666666666666
TLE1,East Yorkshire and Northern Lincolnshire,2021,5.78
TLE2,North Yorkshire,2021,8.745000000000001
TLE3,South Yorkshire,2021,5.779999999999999
TLE4,West Yorkshire,2021,6.3660000000000005
TLF1,Derbyshire and Nottinghamshire,2021,7.511764705882353
TLF2,"Leicestershire, Rutland and Northamptonshire",2021,9.433636363636362
TLF3,Lincolnshire,2021,7.8
TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,9.548333333333334
TLG2,Shropshire and Staffordshire,2021,7.74909090909091
TLG3,West Midlands,2021,6.82142857142857
TLH2,Bedfordshire and Hertfordshire,2021,12.224615384615383
TLH3,Essex,2021,12.117142857142856
TLH4,Cambridgeshire and Peterborough,2021,10.13
TLH5,Norfolk,2021,8.968571428571428
TLH6,Suffolk,2021,9.925999999999998
TLI3,Inner London - West,2021,21.211666666666666
TLI4,Inner London - East,2021,14.23125
TLI5,Outer London - East and North East,2021,13.642857142857142
TLI6,Outer London - South,2021,14.126
TLI7,Outer London - West and North West,2021,15.355714285714287
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,11.133076923076924
TLJ2,"Surrey, East and West Sussex",2021,13.167083333333332
TLJ3,Hampshire and Isle of Wight,2021,10.237142857142857
TLJ4,Kent,2021,11.593076923076923
TLK3,Cornwall and Isles of Scilly,2021,11.0
TLK4,Devon,2021,10.294
TLK5,West of England,2021,10.333333333333334
TLK6,"North Somerset, Somerset and Dorset",2021,10.8425
TLK7,Gloucestershire and Wiltshire,2021,10.26875
TLL3,North Wales,2021,6.836666666666667
TLL4,Mid and South West Wales,2021,6.586666666666666
TLL5,South East Wales,2021,6.583
TLC3,Tees Valley,2022,5.152
TLC4,"Northumberland, Durham and Tyne & Wear",2022,5.507142857142857
TLD1,Cumbria,2022,6.1850000000000005
TLD3,Greater Manchester,2022,7.420000000000002
TLD4,Lancashire,2022,5.897857142857142
TLD6,Cheshire,2022,7.8999999999999995
TLD7,Merseyside,2022,5.765
TLE1,East Yorkshire and Northern Lincolnshire,2022,5.6850000000000005
TLE2,North Yorkshire,2022,8.85
TLE3,South Yorkshire,2022,5.924999999999999
TLE4,West Yorkshire,2022,5.934
TLF1,Derbyshire and Nottinghamshire,2022,7.401764705882353
TLF2,"Leicestershire, Rutland and Northamptonshire",2022,8.749999999999998
TLF3,Lincolnshire,2022,7.388571428571429
TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,9.445833333333335
TLG2,Shropshire and Staffordshire,2022,7.673636363636362
TLG3,West Midlands,2022,6.702857142857143
TLH2,Bedfordshire and Hertfordshire,2022,12.252307692307692
TLH3,Essex,2022,11.818571428571428
TLH4,Cambridgeshire and Peterborough,2022,10.033333333333333
TLH5,Norfolk,2022,8.929999999999998
TLH6,Suffolk,2022,9.873999999999999
TLI3,Inner London - West,2022,22.331666666666667
TLI4,Inner London - East,2022,13.331249999999999
TLI5,Outer London - East and North East,2022,13.338571428571427
TLI6,Outer London - South,2022,13.458000000000002
TLI7,Outer London - West and North West,2022,15.202857142857143
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,10.743846153846153
TLJ2,"Surrey, East and West Sussex",2022,13.058750000000003
TLJ3,Hampshire and Isle of Wight,2022,10.187142857142858
TLJ4,Kent,2022,11.280769230769229
TLK3,Cornwall and Isles of Scilly,2022,9.97
TLK4,Devon,2022,10.085
TLK5,West of England,2022,9.979999999999999
TLK6,"North Somerset, Somerset and Dorset",2022,10.4025
TLK7,Gloucestershire and Wiltshire,2022,9.5175
TLL3,North Wales,2022,6.548333333333335
TLL4,Mid and South West Wales,2022,6.578333333333333
TLL5,South East Wales,2022,6.734
TLC3,Tees Valley,2023,5.17
TLC4,"Northumberland, Durham and Tyne & Wear",2023,5.57
TLD1,Cumbria,2023,6.0
TLD3,Greater Manchester,2023,7.205000000000001
TLD4,Lancashire,2023,5.750714285714286
TLD6,Cheshire,2023,7.78
TLD7,Merseyside,2023,5.715
TLE1,East Yorkshire and Northern Lincolnshire,2023,5.4399999999999995
TLE2,North Yorkshire,2023,8.879999999999999
TLE3,South Yorkshire,2023,5.702500000000001
TLE4,West Yorkshire,2023,5.968
TLF1,Derbyshire and Nottinghamshire,2023,7.43
TLF2,"Leicestershire, Rutland and Northamptonshire",2023,8.843636363636362
TLF3,Lincolnshire,2023,7.33
TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,9.040000000000001
TLG2,Shropshire and Staffordshire,2023,7.3127272727272725
TLG3,West Midlands,2023,6.824285714285715
TLH2,Bedfordshire and Hertfordshire,2023,11.773076923076921
TLH3,Essex,2023,11.004999999999999
TLH4,Cambridgeshire and Peterborough,2023,9.623333333333333
TLH5,Norfolk,2023,8.77
TLH6,Suffolk,2023,9.372
TLI3,Inner London - West,2023,20.51666666666667
TLI4,Inner London - East,2023,12.729999999999999
TLI5,Outer London - East and North East,2023,12.539999999999997
TLI6,Outer London - South,2023,13.075999999999999
TLI7,Outer London - West and North West,2023,14.608571428571427
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,10.466153846153846
TLJ2,"Surrey, East and West Sussex",2023,12.467500000000003
TLJ3,Hampshire and Isle of Wight,2023,9.940714285714288
TLJ4,Kent,2023,10.875384615384615
TLK3,Cornwall and Isles of Scilly,2023,9.47
TLK4,Devon,2023,9.991000000000001
TLK5,West of England,2023,9.663333333333334
TLK6,"North Somerset, Somerset and Dorset",2023,10.1425
TLK7,Gloucestershire and Wiltshire,2023,9.72625
TLL3,North Wales,2023,6.333333333333333
TLL4,Mid and South West Wales,2023,6.383333333333333
TLL5,South East Wales,2023,6.484
TLC3,Tees Valley,2024,5.03
TLC4,"Northumberland, Durham and Tyne & Wear",2024,5.175714285714286
TLD1,Cumbria,2024,5.38
TLD3,Greater Manchester,2024,6.886
TLD4,Lancashire,2024,5.489285714285715
TLD6,Cheshire,2024,7.163333333333334
TLD7,Merseyside,2024,5.528333333333333
TLE1,East Yorkshire and Northern Lincolnshire,2024,5.0725
TLE2,North Yorkshire,2024,8.219999999999999
TLE3,South Yorkshire,2024,5.5024999999999995
TLE4,West Yorkshire,2024,5.686
TLF1,Derbyshire and Nottinghamshire,2024,6.93
TLF2,"Leicestershire, Rutland and Northamptonshire",2024,8.490909090909092
TLF3,Lincolnshire,2024,6.934285714285714
TLG1,"Herefordshire, Worcestershire and Warwickshire",2024,8.515000000000002
TLG2,Shropshire and Staffordshire,2024,6.986363636363635
TLG3,West Midlands,2024,6.562857142857143
TLH2,Bedfordshire and Hertfordshire,2024,10.909230769230769
TLH3,Essex,2024,10.266428571428573
TLH4,Cambridgeshire and Peterborough,2024,9.201666666666666
TLH5,Norfolk,2024,8.037142857142857
TLH6,Suffolk,2024,8.472
TLI3,Inner London - West,2024,18.398333333333337
TLI4,Inner London - East,2024,11.515
TLI5,Outer London - East and North East,2024,11.614285714285714
TLI6,Outer London - South,2024,12.138
TLI7,Outer London - West and North West,2024,14.168571428571427
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2024,9.705384615384615
TLJ2,"Surrey, East and West Sussex",2024,11.366666666666667
TLJ3,Hampshire and Isle of Wight,2024,9.27357142857143
