itl2_code,itl2_name,year,median_price,n_sales
TLG1,"Herefordshire, Worcestershire and Warwickshire",2008,174000.0,14234
TLG2,Shropshire and Staffordshire,2008,140000.0,16409
TLG3,West Midlands,2008,130000.0,27523
TLH2,Bedfordshire and Hertfordshire,2008,215000.0,20018
TLH3,Essex,2008,191000.0,21284
TLH4,Cambridgeshire and Peterborough,2008,175000.0,10085
TLH5,Norfolk,2008,161000.0,10861
TLH6,Suffolk,2008,166000.0,9348
TLI3,Inner London - West,2008,435000.0,12432
TLI4,Inner London - East,2008,260000.0,19461
TLI5,Outer London - East and North East,2008,225000.0,17847
TLI6,Outer London - South,2008,248000.0,14042
TLI7,Outer London - West and North West,2008,270000.0,18368
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2008,230000.0,27750
TLJ2,"Surrey, East and West Sussex",2008,240000.0,35842
TLJ3,Hampshire and Isle of Wight,2008,192000.0,24464
TLJ4,Kent,2008,185000.0,21831
TLK3,Cornwall and Isles of Scilly,2008,190000.0,6634
TLK4,Devon,2008,178000.0,14801
TLK5,West of England,2008,177875.0,10528
TLK6,"North Somerset, Somerset and Dorset",2008,197000.0,19573
TLK7,Gloucestershire and Wiltshire,2008,180000.0,16600
TLL3,North Wales,2008,140000.0,6808
TLL4,Mid and South West Wales,2008,139648.5,9056
TLL5,South East Wales,2008,130000.0,15585
TLC3,Tees Valley,2009,120000.0,6372
TLC4,"Northumberland, Durham and Tyne & Wear",2009,121000.0,17997
TLD1,Cumbria,2009,141000.0,5871
TLD3,Greater Manchester,2009,125000.0,24871
TLD4,Lancashire,2009,124950.0,15765
TLD6,Cheshire,2009,158000.0,9663
TLD7,Merseyside,2009,125000.0,11284
TLE1,East Yorkshire and Northern Lincolnshire,2009,119000.0,9490
TLE2,North Yorkshire,2009,168000.0,10442
TLE3,South Yorkshire,2009,117000.0,11974
TLE4,West Yorkshire,2009,126000.0,22080
TLF1,Derbyshire and Nottinghamshire,2009,129500.0,22968
TLF2,"Leicestershire, Rutland and Northamptonshire",2009,145000.0,19796
TLF3,Lincolnshire,2009,134000.0,9402
TLG1,"Herefordshire, Worcestershire and Warwickshire",2009,168000.0,14777
TLG2,Shropshire and Staffordshire,2009,140000.0,15070
TLG3,West Midlands,2009,127000.0,22565
TLH2,Bedfordshire and Hertfordshire,2009,202000.0,21416
TLH3,Essex,2009,180000.0,21637
TLH4,Cambridgeshire and Peterborough,2009,170000.0,10367
TLH5,Norfolk,2009,153500.0,12381
TLH6,Suffolk,2009,155000.0,10531
TLI3,Inner London - West,2009,435000.0,13732
TLI4,Inner London - East,2009,265000.0,17428
TLI5,Outer London - East and North East,2009,207500.0,14944
TLI6,Outer London - South,2009,235000.0,13884
TLI7,Outer London - West and North West,2009,265000.0,16175
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2009,220000.0,29291
TLJ2,"Surrey, East and West Sussex",2009,225000.0,40355
TLJ3,Hampshire and Isle of Wight,2009,185000.0,25876
TLJ4,Kent,2009,173000.0,21643
TLK3,Cornwall and Isles of Scilly,2009,175000.0,7375
TLK4,Devon,2009,173000.0,16856
TLK5,West of England,2009,170000.0,11510
TLK6,"North Somerset, Somerset and Dorset",2009,185000.0,22306
TLK7,Gloucestershire and Wiltshire,2009,170000.0,17619
TLL3,North Wales,2009,135000.0,6587
TLL4,Mid and South West Wales,2009,135975.0,8620
TLL5,South East Wales,2009,129000.0,13917
TLC3,Tees Valley,2010,120000.0,6810
TLC4,"Northumberland, Durham and Tyne & Wear",2010,123500.0,18858
TLD1,Cumbria,2010,141250.0,6228
TLD3,Greater Manchester,2010,125000.0,26370
TLD4,Lancashire,2010,124950.0,16276
TLD6,Cheshire,2010,165000.0,10051
TLD7,Merseyside,2010,124995.0,12088
TLE1,East Yorkshire and Northern Lincolnshire,2010,120000.0,10009
TLE2,North Yorkshire,2010,180000.0,10442
TLE3,South Yorkshire,2010,120000.0,12496
TLE4,West Yorkshire,2010,130000.0,22035
TLF1,Derbyshire and Nottinghamshire,2010,129950.0,24205
TLF2,"Leicestershire, Rutland and Northamptonshire",2010,150000.0,20283
TLF3,Lincolnshire,2010,140000.0,9594
TLG1,"Herefordshire, Worcestershire and Warwickshire",2010,178950.0,15610
TLG2,Shropshire and Staffordshire,2010,145000.0,15695
TLG3,West Midlands,2010,129500.0,24151
TLH2,Bedfordshire and Hertfordshire,2010,225000.0,23570
TLH3,Essex,2010,199995.0,23059
TLH4,Cambridgeshire and Peterborough,2010,187500.0,10762
TLH5,Norfolk,2010,162000.0,12137
TLH6,Suffolk,2010,170000.0,10367
TLI3,Inner London - West,2010,480000.0,16936
TLI4,Inner London - East,2010,289950.0,22574
TLI5,Outer London - East and North East,2010,228000.0,17043
TLI6,Outer London - South,2010,250000.0,15338
TLI7,Outer London - West and North West,2010,290000.0,20883
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2010,245000.0,30742
TLJ2,"Surrey, East and West Sussex",2010,249950.0,42566
TLJ3,Hampshire and Isle of Wight,2010,204950.0,25642
TLJ4,Kent,2010,189995.0,22614
TLK3,Cornwall and Isles of Scilly,2010,190000.0,7722
TLK4,Devon,2010,184500.0,17068
TLK5,West of England,2010,187500.0,11457
TLK6,"North Somerset, Somerset and Dorset",2010,202000.0,22432
TLK7,Gloucestershire and Wiltshire,2010,187500.0,17776
TLL3,North Wales,2010,137000.0,6880
TLL4,Mid and South West Wales,2010,135000.0,8981
TLL5,South East Wales,2010,130000.0,15060
TLC3,Tees Valley,2011,115000.0,7149
TLC4,"Northumberland, Durham and Tyne & Wear",2011,118500.0,19685
TLD1,Cumbria,2011,137000.0,6163
TLD3,Greater Manchester,2011,123000.0,26058
TLD4,Lancashire,2011,120000.0,16082
TLD6,Cheshire,2011,160000.0,10474
TLD7,Merseyside,2011,123000.0,12728
TLE1,East Yorkshire and Northern Lincolnshire,2011,118000.0,10401
TLE2,North Yorkshire,2011,176000.0,10617
TLE3,South Yorkshire,2011,115000.0,12864
TLE4,West Yorkshire,2011,125000.0,21600
TLF1,Derbyshire and Nottinghamshire,2011,125000.0,24176
TLF2,"Leicestershire, Rutland and Northamptonshire",2011,149995.0,20135
TLF3,Lincolnshire,2011,135000.0,9675
TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,175000.0,15919
TLG2,Shropshire and Staffordshire,2011,139000.0,15709
TLG3,West Midlands,2011,125995.0,24465
TLH2,Bedfordshire and Hertfordshire,2011,222500.0,23181
TLH3,Essex,2011,195000.0,23143
TLH4,Cambridgeshire and Peterborough,2011,183000.0,11344
TLH5,Norfolk,2011,155000.0,12649
TLH6,Suffolk,2011,165000.0,10147
TLI3,Inner London - West,2011,495000.0,16711
TLI4,Inner London - East,2011,292500.0,21867
TLI5,Outer London - East and North East,2011,230000.0,16788
TLI6,Outer London - South,2011,250000.0,15200
TLI7,Outer London - West and North West,2011,300000.0,20220
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,240000.0,29564
TLJ2,"Surrey, East and West Sussex",2011,245000.0,42583
TLJ3,Hampshire and Isle of Wight,2011,200000.0,25002
TLJ4,Kent,2011,183500.0,23062
TLK3,Cornwall and Isles of Scilly,2011,184950.0,7479
TLK4,Devon,2011,178500.0,16464
TLK5,West of England,2011,182000.0,11600
TLK6,"North Somerset, Somerset and Dorset",2011,195950.0,22135
TLK7,Gloucestershire and Wiltshire,2011,181000.0,16986
TLL3,North Wales,2011,135000.0,6933
TLL4,Mid and South West Wales,2011,130250.0,8682
TLL5,South East Wales,2011,130000.0,15050
TLC3,Tees Valley,2012,118000.0,6880
TLC4,"Northumberland, Durham and Tyne & Wear",2012,120000.0,19228
TLD1,Cumbria,2012,140000.0,5943
TLD3,Greater Manchester,2012,125000.0,25456
TLD4,Lancashire,2012,123500.0,15385
TLD6,Cheshire,2012,162000.0,10615
TLD7,Merseyside,2012,123850.0,12440
TLE1,East Yorkshire and Northern Lincolnshire,2012,118000.0,10184
TLE2,North Yorkshire,2012,177500.0,10590
TLE3,South Yorkshire,2012,117500.0,12906
TLE4,West Yorkshire,2012,125000.0,22414
TLF1,Derbyshire and Nottinghamshire,2012,125000.0,24301
TLF2,"Leicestershire, Rutland and Northamptonshire",2012,150000.0,20714
TLF3,Lincolnshire,2012,135000.0,9726
TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,177000.0,16202
TLG2,Shropshire and Staffordshire,2012,140500.0,16671
TLG3,West Midlands,2012,128000.0,23832
TLH2,Bedfordshire and Hertfordshire,2012,228500.0,23664
TLH3,Essex,2012,199950.0,23371
TLH4,Cambridgeshire and Peterborough,2012,185000.0,10970
TLH5,Norfolk,2012,160000.0,12259
TLH6,Suffolk,2012,167500.0,10471
TLI3,Inner London - West,2012,518809.5,16092
TLI4,Inner London - East,2012,305000.0,23891
TLI5,Outer London - East and North East,2012,233500.0,17553
TLI6,Outer London - South,2012,262000.0,16205
TLI7,Outer London - West and North West,2012,312000.0,20671
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,245000.0,30533
TLJ2,"Surrey, East and West Sussex",2012,249995.0,43167
TLJ3,Hampshire and Isle of Wight,2012,202500.0,25651
TLJ4,Kent,2012,189000.0,23519
TLK3,Cornwall and Isles of Scilly,2012,185000.0,7690
TLK4,Devon,2012,180000.0,17047
TLK5,West of England,2012,186500.0,11867
TLK6,"North Somerset, Somerset and Dorset",2012,199950.0,22055
TLK7,Gloucestershire and Wiltshire,2012,183500.0,17489
TLL3,North Wales,2012,137000.0,6887
TLL4,Mid and South West Wales,2012,132000.0,8619
TLL5,South East Wales,2012,131000.0,15141
TLC3,Tees Valley,2013,121000.0,7676
TLC4,"Northumberland, Durham and Tyne & Wear",2013,123000.0,22370
TLD1,Cumbria,2013,142000.0,7017
TLD3,Greater Manchester,2013,125500.0,30169
TLD4,Lancashire,2013,124995.0,18364
TLD6,Cheshire,2013,167000.0,13065
TLD7,Merseyside,2013,124995.0,15868
TLE1,East Yorkshire and Northern Lincolnshire,2013,121000.0,11904
TLE2,North Yorkshire,2013,179995.0,12602
TLE3,South Yorkshire,2013,120000.0,15238
TLE4,West Yorkshire,2013,129825.0,26862
TLF1,Derbyshire and Nottinghamshire,2013,130000.0,28735
TLF2,"Leicestershire, Rutland and Northamptonshire",2013,155000.0,24801
TLF3,Lincolnshire,2013,138000.0,11822
TLG1,"Herefordshire, Worcestershire and Warwickshire",2013,180000.0,18995
TLG2,Shropshire and Staffordshire,2013,145000.0,20043
TLG3,West Midlands,2013,132000.0,27907
TLH2,Bedfordshire and Hertfordshire,2013,235000.0,28046
TLH3,Essex,2013,205000.0,27692
TLH4,Cambridgeshire and Peterborough,2013,194997.5,13094
TLH5,Norfolk,2013,165000.0,14957
TLH6,Suffolk,2013,170000.0,11817
TLI3,Inner London - West,2013,585000.0,18939
TLI4,Inner London - East,2013,330000.0,28456
TLI5,Outer London - East and North East,2013,245500.0,21325
TLI6,Outer London - South,2013,280000.0,19251
TLI7,Outer London - West and North West,2013,330000.0,23350
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2013,250000.0,36681
TLJ2,"Surrey, East and West Sussex",2013,250000.0,50278
TLJ3,Hampshire and Isle of Wight,2013,209950.0,30657
TLJ4,Kent,2013,195000.0,27177
TLK3,Cornwall and Isles of Scilly,2013,185000.0,8754
TLK4,Devon,2013,183000.0,19734
TLK5,West of England,2013,192000.0,14024
TLK6,"North Somerset, Somerset and Dorset",2013,201000.0,26174
TLK7,Gloucestershire and Wiltshire,2013,185000.0,21219
TLL3,North Wales,2013,135000.0,8273
TLL4,Mid and South West Wales,2013,130000.0,9939
TLL5,South East Wales,2013,135000.0,18140
TLC3,Tees Valley,2014,125000.0,9061
TLC4,"Northumberland, Durham and Tyne & Wear",2014,127997.5,26314
TLD1,Cumbria,2014,148000.0,8055
TLD3,Greater Manchester,2014,134950.0,36985
TLD4,Lancashire,2014,129350.0,21535
TLD6,Cheshire,2014,175000.0,15826
TLD7,Merseyside,2014,127500.0,19065
TLE1,East Yorkshire and Northern Lincolnshire,2014,125000.0,13871
TLE2,North Yorkshire,2014,185000.0,14780
TLE3,South Yorkshire,2014,125000.0,18030
TLE4,West Yorkshire,2014,133500.0,32212
TLF1,Derbyshire and Nottinghamshire,2014,137000.0,33815
TLF2,"Leicestershire, Rutland and Northamptonshire",2014,165000.0,30650
TLF3,Lincolnshire,2014,147500.0,13741
TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,191084.0,22923
TLG2,Shropshire and Staffordshire,2014,150000.0,23765
TLG3,West Midlands,2014,139950.0,32880
TLH2,Bedfordshire and Hertfordshire,2014,250000.0,32634
TLH3,Essex,2014,220000.0,33475
TLH4,Cambridgeshire and Peterborough,2014,206000.0,15083
TLH5,Norfolk,2014,175000.0,17184
TLH6,Suffolk,2014,184995.0,13993
TLI3,Inner London - West,2014,690000.0,18020
TLI4,Inner London - East,2014,385000.0,29646
TLI5,Outer London - East and North East,2014,275000.0,25339
TLI6,Outer London - South,2014,320000.0,21402
TLI7,Outer London - West and North West,2014,375000.0,24216
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,272500.0,41654
TLJ2,"Surrey, East and West Sussex",2014,280000.0,56688
TLJ3,Hampshire and Isle of Wight,2014,221000.0,36032
TLJ4,Kent,2014,212000.0,32483
TLK3,Cornwall and Isles of Scilly,2014,194000.0,10319
TLK4,Devon,2014,191995.0,22479
TLK5,West of England,2014,209000.0,16440
TLK6,"North Somerset, Somerset and Dorset",2014,214500.0,30593
TLK7,Gloucestershire and Wiltshire,2014,198000.0,25549
TLL3,North Wales,2014,140000.0,9579
TLL4,Mid and South West Wales,2014,135747.5,11486
TLL5,South East Wales,2014,141500.0,21262
TLM9,Southern Scotland,2014,577000.0,2
TLC3,Tees Valley,2015,130000.0,9279
TLC4,"Northumberland, Durham and Tyne & Wear",2015,134000.0,26897
TLD1,Cumbria,2015,150000.0,8641
TLD3,Greater Manchester,2015,141500.0,39445
TLD4,Lancashire,2015,135000.0,22315
TLD6,Cheshire,2015,182500.0,16631
TLD7,Merseyside,2015,133000.0,19622
TLE1,East Yorkshire and Northern Lincolnshire,2015,129000.0,14182
TLE2,North Yorkshire,2015,198000.0,14429
TLE3,South Yorkshire,2015,130000.0,18095
TLE4,West Yorkshire,2015,140000.0,32841
TLF1,Derbyshire and Nottinghamshire,2015,145000.0,34058
TLF2,"Leicestershire, Rutland and Northamptonshire",2015,176000.0,30823
TLF3,Lincolnshire,2015,155000.0,13752
TLG1,"Herefordshire, Worcestershire and Warwickshire",2015,205000.0,22967
TLG2,Shropshire and Staffordshire,2015,158000.0,24338
TLG3,West Midlands,2015,145000.0,34198
TLH2,Bedfordshire and Hertfordshire,2015,280950.0,31900
TLH3,Essex,2015,245000.0,33623
TLH4,Cambridgeshire and Peterborough,2015,220000.0,13854
TLH5,Norfolk,2015,185000.0,16741
TLH6,Suffolk,2015,199995.0,13526
TLI3,Inner London - West,2015,700000.0,16117
TLI4,Inner London - East,2015,425000.0,27929
TLI5,Outer London - East and North East,2015,315000.0,24524
TLI6,Outer London - South,2015,355000.0,20342
TLI7,Outer London - West and North West,2015,418000.0,24528
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2015,300000.0,40654
TLJ2,"Surrey, East and West Sussex",2015,305000.0,54164
TLJ3,Hampshire and Isle of Wight,2015,237500.0,35841
TLJ4,Kent,2015,230000.0,32922
TLK3,Cornwall and Isles of Scilly,2015,200000.0,10513
TLK4,Devon,2015,202500.0,23190
TLK5,West of England,2015,230000.0,16333
TLK6,"North Somerset, Somerset and Dorset",2015,225000.0,30522
TLK7,Gloucestershire and Wiltshire,2015,215000.0,25303
TLL3,North Wales,2015,146500.0,9819
TLL4,Mid and South West Wales,2015,139000.0,11897
TLL5,South East Wales,2015,145500.0,21894
TLC3,Tees Valley,2016,130000.0,9409
TLC4,"Northumberland, Durham and Tyne & Wear",2016,135000.0,27703
TLD1,Cumbria,2016,155000.0,8474
TLD3,Greater Manchester,2016,148500.0,42160
TLD4,Lancashire,2016,138500.0,23743
TLD6,Cheshire,2016,190000.0,17068
TLD7,Merseyside,2016,135500.0,21015
TLE1,East Yorkshire and Northern Lincolnshire,2016,135000.0,14290
TLE2,North Yorkshire,2016,205000.0,14698
TLE3,South Yorkshire,2016,132000.0,18826
TLE4,West Yorkshire,2016,145000.0,34454
TLF1,Derbyshire and Nottinghamshire,2016,151000.0,36083
TLF2,"Leicestershire, Rutland and Northamptonshire",2016,189000.0,32188
TLF3,Lincolnshire,2016,161000.0,13979
TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,217000.0,23631
TLG2,Shropshire and Staffordshire,2016,165000.0,26047
TLG3,West Midlands,2016,152000.0,35730
TLH2,Bedfordshire and Hertfordshire,2016,310000.0,30185
TLH3,Essex,2016,272500.0,33156
TLH4,Cambridgeshire and Peterborough,2016,232000.0,14069
TLH5,Norfolk,2016,200000.0,17106
TLH6,Suffolk,2016,215000.0,13515
TLI3,Inner London - West,2016,760000.0,14600
TLI4,Inner London - East,2016,465000.0,26121
TLI5,Outer London - East and North East,2016,360000.0,22010
TLI6,Outer London - South,2016,390000.0,18392
TLI7,Outer London - West and North West,2016,450000.0,22198
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,330000.0,39132
TLJ2,"Surrey, East and West Sussex",2016,330000.0,51450
TLJ3,Hampshire and Isle of Wight,2016,255000.0,34668
TLJ4,Kent,2016,255000.0,32803
TLK3,Cornwall and Isles of Scilly,2016,210000.0,10967
TLK4,Devon,2016,210000.0,23508
TLK5,West of England,2016,250000.0,15812
TLK6,"North Somerset, Somerset and Dorset",2016,235000.0,31147
TLK7,Gloucestershire and Wiltshire,2016,227500.0,26185
TLL3,North Wales,2016,150000.0,10234
TLL4,Mid and South West Wales,2016,140500.0,12415
TLL5,South East Wales,2016,152500.0,23040
TLC3,Tees Valley,2017,135000.0,9724
TLC4,"Northumberland, Durham and Tyne & Wear",2017,137500.0,29311
TLD1,Cumbria,2017,161500.0,8909
TLD3,Greater Manchester,2017,156500.0,41545
TLD4,Lancashire,2017,143000.0,24372
TLD6,Cheshire,2017,202000.0,17366
TLD7,Merseyside,2017,142000.0,22464
TLE1,East Yorkshire and Northern Lincolnshire,2017,140000.0,15230
TLE2,North Yorkshire,2017,213000.0,15288
TLE3,South Yorkshire,2017,136000.0,19483
TLE4,West Yorkshire,2017,150000.0,35271
TLF1,Derbyshire and Nottinghamshire,2017,160000.0,35707
TLF2,"Leicestershire, Rutland and Northamptonshire",2017,205000.0,31182
TLF3,Lincolnshire,2017,170000.0,13831
TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,230000.0,23736
TLG2,Shropshire and Staffordshire,2017,172000.0,26961
TLG3,West Midlands,2017,162000.0,35317
TLH2,Bedfordshire and Hertfordshire,2017,330997.5,28454
TLH3,Essex,2017,295000.0,30941
TLH4,Cambridgeshire and Peterborough,2017,252500.0,13791
TLH5,Norfolk,2017,219995.0,16723
TLH6,Suffolk,2017,234950.0,12972
TLI3,Inner London - West,2017,790000.0,13705
TLI4,Inner London - East,2017,485000.0,23569
TLI5,Outer London - East and North East,2017,375000.0,20072
TLI6,Outer London - South,2017,410000.0,16988
TLI7,Outer London - West and North West,2017,482000.0,19053
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,349950.0,37144
TLJ2,"Surrey, East and West Sussex",2017,345500.0,48580
TLJ3,Hampshire and Isle of Wight,2017,274995.0,33748
TLJ4,Kent,2017,275000.0,32138
TLK3,Cornwall and Isles of Scilly,2017,219950.0,11163
TLK4,Devon,2017,222000.0,23252
TLK5,West of England,2017,268000.0,15612
TLK6,"North Somerset, Somerset and Dorset",2017,250000.0,29862
TLK7,Gloucestershire and Wiltshire,2017,245000.0,25118
TLL3,North Wales,2017,155000.0,10703
TLL4,Mid and South West Wales,2017,145000.0,13285
TLL5,South East Wales,2017,157000.0,24115
TLC3,Tees Valley,2018,137000.0,9767
TLC4,"Northumberland, Durham and Tyne & Wear",2018,141000.0,28563
TLD1,Cumbria,2018,167000.0,8767
TLD3,Greater Manchester,2018,164995.0,40865
TLD4,Lancashire,2018,145000.0,24104
TLD6,Cheshire,2018,210000.0,16728
TLD7,Merseyside,2018,145000.0,22274
TLE1,East Yorkshire and Northern Lincolnshire,2018,145000.0,15047
TLE2,North Yorkshire,2018,220000.0,14618
TLE3,South Yorkshire,2018,141500.0,19316
TLE4,West Yorkshire,2018,157220.0,34801
TLF1,Derbyshire and Nottinghamshire,2018,169950.0,35512
TLF2,"Leicestershire, Rutland and Northamptonshire",2018,219950.0,30058
TLF3,Lincolnshire,2018,180000.0,13605
TLG1,"Herefordshire, Worcestershire and Warwickshire",2018,245000.0,23683
TLG2,Shropshire and Staffordshire,2018,179950.0,26156
TLG3,West Midlands,2018,172500.0,35125
TLH2,Bedfordshire and Hertfordshire,2018,340000.0,26657
TLH3,Essex,2018,305000.0,30001
TLH4,Cambridgeshire and Peterborough,2018,260000.0,13138
TLH5,Norfolk,2018,225000.0,15901
TLH6,Suffolk,2018,240000.0,12437
TLI3,Inner London - West,2018,775000.0,12439
TLI4,Inner London - East,2018,490000.0,22107
TLI5,Outer London - East and North East,2018,384250.0,19192
TLI6,Outer London - South,2018,425000.0,15638
TLI7,Outer London - West and North West,2018,475000.0,18109
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,355000.0,35892
TLJ2,"Surrey, East and West Sussex",2018,352000.0,45725
TLJ3,Hampshire and Isle of Wight,2018,279950.0,32385
TLJ4,Kent,2018,285000.0,29452
TLK3,Cornwall and Isles of Scilly,2018,225000.0,10389
TLK4,Devon,2018,230000.0,22159
TLK5,West of England,2018,277000.0,15019
TLK6,"North Somerset, Somerset and Dorset",2018,259995.0,28309
TLK7,Gloucestershire and Wiltshire,2018,255000.0,23878
TLL3,North Wales,2018,158000.0,10703
TLL4,Mid and South West Wales,2018,149995.0,13180
TLL5,South East Wales,2018,162950.0,23701
TLC3,Tees Valley,2019,139950.0,9809
TLC4,"Northumberland, Durham and Tyne & Wear",2019,144950.0,27907
TLD1,Cumbria,2019,167500.0,8618
TLD3,Greater Manchester,2019,170000.0,39150
TLD4,Lancashire,2019,150000.0,23912
TLD6,Cheshire,2019,218500.0,16616
TLD7,Merseyside,2019,150000.0,21479
TLE1,East Yorkshire and Northern Lincolnshire,2019,150000.0,14691
TLE2,North Yorkshire,2019,228000.0,14196
TLE3,South Yorkshire,2019,145000.0,19245
TLE4,West Yorkshire,2019,162000.0,34059
TLF1,Derbyshire and Nottinghamshire,2019,175000.0,34834
TLF2,"Leicestershire, Rutland and Northamptonshire",2019,223000.0,27721
TLF3,Lincolnshire,2019,185000.0,13029
TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,247000.0,22453
TLG2,Shropshire and Staffordshire,2019,185000.0,25817
TLG3,West Midlands,2019,177000.0,32999
TLH2,Bedfordshire and Hertfordshire,2019,340497.5,25872
TLH3,Essex,2019,305950.0,28208
TLH4,Cambridgeshire and Peterborough,2019,270000.0,12783
TLH5,Norfolk,2019,230000.0,15918
TLH6,Suffolk,2019,245000.0,11781
TLI3,Inner London - West,2019,750000.0,11704
TLI4,Inner London - East,2019,500000.0,20971
TLI5,Outer London - East and North East,2019,395000.0,18144
TLI6,Outer London - South,2019,424950.0,15528
TLI7,Outer London - West and North West,2019,475000.0,17462
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,355000.0,34870
TLJ2,"Surrey, East and West Sussex",2019,357000.0,44491
TLJ3,Hampshire and Isle of Wight,2019,282000.0,30755
TLJ4,Kent,2019,288000.0,27583
TLK3,Cornwall and Isles of Scilly,2019,230000.0,10279
TLK4,Devon,2019,234000.0,21255
TLK5,West of England,2019,280000.0,14269
TLK6,"North Somerset, Somerset and Dorset",2019,262500.0,26188
TLK7,Gloucestershire and Wiltshire,2019,255000.0,22344
TLL3,North Wales,2019,160000.0,10431
TLL4,Mid and South West Wales,2019,155000.0,12559
TLL5,South East Wales,2019,168500.0,22904
TLC3,Tees Valley,2020,145000.0,8831
TLC4,"Northumberland, Durham and Tyne & Wear",2020,152000.0,25480
TLD1,Cumbria,2020,176000.0,7924
TLD3,Greater Manchester,2020,186997.5,34336
TLD4,Lancashire,2020,160000.0,21761
TLD6,Cheshire,2020,234995.0,15208
TLD7,Merseyside,2020,160050.0,18101
TLE1,East Yorkshire and Northern Lincolnshire,2020,160000.0,12908
TLE2,North Yorkshire,2020,242500.0,12851
TLE3,South Yorkshire,2020,153000.0,16682
TLE4,West Yorkshire,2020,172500.0,29408
TLF1,Derbyshire and Nottinghamshire,2020,187995.0,30759
TLF2,"Leicestershire, Rutland and Northamptonshire",2020,236000.0,24380
TLF3,Lincolnshire,2020,195000.0,11366
TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,265000.0,19895
TLG2,Shropshire and Staffordshire,2020,200000.0,22536
TLG3,West Midlands,2020,188000.0,27028
TLH2,Bedfordshire and Hertfordshire,2020,367000.0,23956
TLH3,Essex,2020,325000.0,25832
TLH4,Cambridgeshire and Peterborough,2020,287500.0,11281
TLH5,Norfolk,2020,242500.0,14096
TLH6,Suffolk,2020,256000.0,11138
TLI3,Inner London - West,2020,785000.0,11634
TLI4,Inner London - East,2020,530000.0,19647
TLI5,Outer London - East and North East,2020,411000.0,16194
TLI6,Outer London - South,2020,441000.0,14385
TLI7,Outer London - West and North West,2020,500000.0,16096
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,375000.0,31844
TLJ2,"Surrey, East and West Sussex",2020,385000.0,41703
TLJ3,Hampshire and Isle of Wight,2020,300000.0,27671
TLJ4,Kent,2020,310000.0,25972
TLK3,Cornwall and Isles of Scilly,2020,250500.0,9372
TLK4,Devon,2020,250000.0,19064
TLK5,West of England,2020,300000.0,12292
TLK6,"North Somerset, Somerset and Dorset",2020,280000.0,24549
TLK7,Gloucestershire and Wiltshire,2020,275000.0,19695
TLL3,North Wales,2020,171000.0,8742
TLL4,Mid and South West Wales,2020,164000.0,10556
TLL5,South East Wales,2020,180000.0,17758
TLC3,Tees Valley,2021,150000.0,12611
TLC4,"Northumberland, Durham and Tyne & Wear",2021,159995.0,35031
TLD1,Cumbria,2021,183000.0,11283
TLD3,Greater Manchester,2021,208000.0,46799
TLD4,Lancashire,2021,170000.0,30726
TLD6,Cheshire,2021,250000.0,21258
TLD7,Merseyside,2021,175000.0,24322
TLE1,East Yorkshire and Northern Lincolnshire,2021,170000.0,18348
TLE2,North Yorkshire,2021,260000.0,18459
TLE3,South Yorkshire,2021,167500.0,22161
TLE4,West Yorkshire,2021,185000.0,39963
TLF1,Derbyshire and Nottinghamshire,2021,208000.0,41671
TLF2,"Leicestershire, Rutland and Northamptonshire",2021,255000.0,34417
TLF3,Lincolnshire,2021,215000.0,17482
TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,279950.0,28355
TLG2,Shropshire and Staffordshire,2021,216297.5,31624
TLG3,West Midlands,2021,208500.0,37804
TLH2,Bedfordshire and Hertfordshire,2021,380000.0,35903
TLH3,Essex,2021,340000.0,38924
TLH4,Cambridgeshire and Peterborough,2021,300000.0,17238
TLH5,Norfolk,2021,260000.0,20406
TLH6,Suffolk,2021,277000.0,16161
TLI3,Inner London - West,2021,773250.0,16562
TLI4,Inner London - East,2021,535000.0,28460
TLI5,Outer London - East and North East,2021,426000.0,25115
TLI6,Outer London - South,2021,462650.0,21608
TLI7,Outer London - West and North West,2021,525000.0,24034
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,389995.0,49024
TLJ2,"Surrey, East and West Sussex",2021,400000.0,63296
TLJ3,Hampshire and Isle of Wight,2021,316611.0,40367
TLJ4,Kent,2021,328000.0,39493
