itl2_code,itl2_name,year,affordability_ratio_residence
TLC3,Tees Valley,2016,4.978
TLC4,"Northumberland, Durham and Tyne & Wear",2016,5.382857142857142
TLD1,Cumbria,2016,5.63
TLD3,Greater Manchester,2016,5.58
TLD4,Lancashire,2016,5.405
TLD6,Cheshire,2016,6.4799999999999995
TLD7,Merseyside,2016,5.196666666666666
TLE1,East Yorkshire and Northern Lincolnshire,2016,4.895
TLE2,North Yorkshire,2016,7.8100000000000005
TLE3,South Yorkshire,2016,5.1725
TLE4,West Yorkshire,2016,5.412000000000001
TLF1,Derbyshire and Nottinghamshire,2016,5.727647058823529
TLF2,"Leicestershire, Rutland and Northamptonshire",2016,7.059090909090909
TLF3,Lincolnshire,2016,6.335714285714286
TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,7.653333333333332
TLG2,Shropshire and Staffordshire,2016,6.064545454545455
TLG3,West Midlands,2016,5.922857142857142
TLH2,Bedfordshire and Hertfordshire,2016,10.306923076923077
TLH3,Essex,2016,8.81357142857143
TLH4,Cambridgeshire and Peterborough,2016,8.643333333333333
TLH5,Norfolk,2016,7.568571428571427
TLH6,Suffolk,2016,7.82
TLI3,Inner London - West,2016,20.255000000000003
TLI4,Inner London - East,2016,14.329999999999998
TLI5,Outer London - East and North East,2016,11.085714285714287
TLI6,Outer London - South,2016,11.37
TLI7,Outer London - West and North West,2016,13.702857142857143
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,10.180769230769231
TLJ2,"Surrey, East and West Sussex",2016,10.767916666666666
TLJ3,Hampshire and Isle of Wight,2016,8.775714285714285
TLJ4,Kent,2016,9.020000000000001
TLK3,Cornwall and Isles of Scilly,2016,8.55
TLK4,Devon,2016,8.646
TLK5,West of England,2016,8.833333333333334
TLK6,"North Somerset, Somerset and Dorset",2016,8.657499999999999
TLK7,Gloucestershire and Wiltshire,2016,8.139999999999999
TLL3,North Wales,2016,5.991666666666667
TLL4,Mid and South West Wales,2016,6.026666666666667
TLL5,South East Wales,2016,5.256
TLC3,Tees Valley,2017,5.090000000000001
TLC4,"Northumberland, Durham and Tyne & Wear",2017,5.345714285714285
TLD1,Cumbria,2017,5.66
TLD3,Greater Manchester,2017,5.881
TLD4,Lancashire,2017,5.471428571428571
TLD6,Cheshire,2017,6.803333333333334
TLD7,Merseyside,2017,5.293333333333334
TLE1,East Yorkshire and Northern Lincolnshire,2017,5.379999999999999
TLE2,North Yorkshire,2017,8.235
TLE3,South Yorkshire,2017,5.205
TLE4,West Yorkshire,2017,5.522
TLF1,Derbyshire and Nottinghamshire,2017,5.984705882352942
TLF2,"Leicestershire, Rutland and Northamptonshire",2017,7.338181818181818
TLF3,Lincolnshire,2017,6.634285714285714
TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,7.684166666666666
TLG2,Shropshire and Staffordshire,2017,6.403636363636363
TLG3,West Midlands,2017,6.167142857142857
TLH2,Bedfordshire and Hertfordshire,2017,10.80923076923077
TLH3,Essex,2017,9.510000000000002
TLH4,Cambridgeshire and Peterborough,2017,9.086666666666666
TLH5,Norfolk,2017,8.248571428571429
TLH6,Suffolk,2017,8.388
TLI3,Inner London - West,2017,21.724
TLI4,Inner London - East,2017,14.53875
TLI5,Outer London - East and North East,2017,11.838571428571427
TLI6,Outer London - South,2017,11.678
TLI7,Outer London - West and North West,2017,14.228571428571428
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,10.468461538461542
TLJ2,"Surrey, East and West Sussex",2017,11.16708333333333
TLJ3,Hampshire and Isle of Wight,2017,9.068571428571428
TLJ4,Kent,2017,9.368461538461538
TLK3,Cornwall and Isles of Scilly,2017,8.6
TLK4,Devon,2017,8.937000000000001
TLK5,West of England,2017,9.46
TLK6,"North Somerset, Somerset and Dorset",2017,9.025
TLK7,Gloucestershire and Wiltshire,2017,8.29
TLL3,North Wales,2017,5.986666666666667
TLL4,Mid and South West Wales,2017,6.005
TLL5,South East Wales,2017,5.258000000000001
TLC3,Tees Valley,2018,5.176
TLC4,"Northumberland, Durham and Tyne & Wear",2018,5.421428571428572
TLD1,Cumbria,2018,5.695
TLD3,Greater Manchester,2018,5.938999999999999
TLD4,Lancashire,2018,5.358571428571429
TLD6,Cheshire,2018,6.760000000000001
TLD7,Merseyside,2018,5.243333333333333
TLE1,East Yorkshire and Northern Lincolnshire,2018,5.1675
TLE2,North Yorkshire,2018,8.22
TLE3,South Yorkshire,2018,5.215
TLE4,West Yorkshire,2018,5.598
TLF1,Derbyshire and Nottinghamshire,2018,6.0699999999999985
TLF2,"Leicestershire, Rutland and Northamptonshire",2018,7.635454545454545
TLF3,Lincolnshire,2018,6.677142857142856
TLG1,"Herefordshire, Worcestershire and Warwickshire",2018,8.136666666666667
TLG2,Shropshire and Staffordshire,2018,6.4818181818181815
TLG3,West Midlands,2018,6.319999999999999
TLH2,Bedfordshire and Hertfordshire,2018,10.913846153846155
TLH3,Essex,2018,9.882142857142856
TLH4,Cambridgeshire and Peterborough,2018,9.131666666666666
TLH5,Norfolk,2018,8.184285714285712
TLH6,Suffolk,2018,8.65
TLI3,Inner London - West,2018,21.116666666666664
TLI4,Inner London - East,2018,14.06125
TLI5,Outer London - East and North East,2018,11.744285714285713
TLI6,Outer London - South,2018,11.570000000000002
TLI7,Outer London - West and North West,2018,14.235714285714286
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,10.330769230769231
TLJ2,"Surrey, East and West Sussex",2018,11.222083333333332
TLJ3,Hampshire and Isle of Wight,2018,9.200714285714286
TLJ4,Kent,2018,9.536153846153846
TLK3,Cornwall and Isles of Scilly,2018,8.98
TLK4,Devon,2018,9.019000000000002
TLK5,West of England,2018,9.36
TLK6,"North Somerset, Somerset and Dorset",2018,8.977500000000001
TLK7,Gloucestershire and Wiltshire,2018,8.77875
TLL3,North Wales,2018,6.056666666666666
TLL4,Mid and South West Wales,2018,5.931666666666666
TLL5,South East Wales,2018,5.386000000000001
TLC3,Tees Valley,2019,5.034000000000001
TLC4,"Northumberland, Durham and Tyne & Wear",2019,5.422857142857143
TLD1,Cumbria,2019,5.76
TLD3,Greater Manchester,2019,6.063
TLD4,Lancashire,2019,5.328571428571428
TLD6,Cheshire,2019,6.69
TLD7,Merseyside,2019,5.336666666666667
TLE1,East Yorkshire and Northern Lincolnshire,2019,5.135
TLE2,North Yorkshire,2019,7.869999999999999
TLE3,South Yorkshire,2019,5.2125
TLE4,West Yorkshire,2019,5.6240000000000006
TLF1,Derbyshire and Nottinghamshire,2019,6.252941176470589
TLF2,"Leicestershire, Rutland and Northamptonshire",2019,7.708181818181819
TLF3,Lincolnshire,2019,6.757142857142857
TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,8.140833333333335
TLG2,Shropshire and Staffordshire,2019,6.468181818181819
TLG3,West Midlands,2019,6.4071428571428575
TLH2,Bedfordshire and Hertfordshire,2019,10.623846153846152
TLH3,Essex,2019,9.592857142857143
TLH4,Cambridgeshire and Peterborough,2019,8.915
TLH5,Norfolk,2019,8.144285714285715
TLH6,Suffolk,2019,8.322
TLI3,Inner London - West,2019,19.796
TLI4,Inner London - East,2019,13.770000000000001
TLI5,Outer London - East and North East,2019,11.549999999999999
TLI6,Outer London - South,2019,11.437999999999999
TLI7,Outer London - West and North West,2019,13.89285714285714
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,10.185384615384615
TLJ2,"Surrey, East and West Sussex",2019,10.90875
TLJ3,Hampshire and Isle of Wight,2019,9.065
TLJ4,Kent,2019,9.08076923076923
TLK3,Cornwall and Isles of Scilly,2019,12.855
TLK4,Devon,2019,8.954
TLK5,West of England,2019,9.206666666666665
TLK6,"North Somerset, Somerset and Dorset",2019,8.760000000000002
TLK7,Gloucestershire and Wiltshire,2019,8.59
TLL3,North Wales,2019,6.06
TLL4,Mid and South West Wales,2019,5.983333333333333
TLL5,South East Wales,2019,5.496
TLC3,Tees Valley,2020,5.082
TLC4,"Northumberland, Durham and Tyne & Wear",2020,5.288571428571428
TLD1,Cumbria,2020,5.395
TLD3,Greater Manchester,2020,6.101999999999999
TLD4,Lancashire,2020,5.492142857142857
TLD6,Cheshire,2020,6.96
TLD7,Merseyside,2020,5.28
TLE1,East Yorkshire and Northern Lincolnshire,2020,5.1475
TLE2,North Yorkshire,2020,7.995
TLE3,South Yorkshire,2020,5.234999999999999
TLE4,West Yorkshire,2020,5.696
TLF1,Derbyshire and Nottinghamshire,2020,6.184705882352941
TLF2,"Leicestershire, Rutland and Northamptonshire",2020,7.597272727272727
TLF3,Lincolnshire,2020,6.617142857142858
TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,8.210833333333333
TLG2,Shropshire and Staffordshire,2020,6.574545454545455
TLG3,West Midlands,2020,6.4157142857142855
TLH2,Bedfordshire and Hertfordshire,2020,10.315384615384614
TLH3,Essex,2020,9.644285714285715
TLH4,Cambridgeshire and Peterborough,2020,9.198333333333334
TLH5,Norfolk,2020,7.945714285714287
TLH6,Suffolk,2020,8.336
TLI3,Inner London - West,2020,20.202
TLI4,Inner London - East,2020,13.692499999999999
TLI5,Outer London - East and North East,2020,11.21142857142857
TLI6,Outer London - South,2020,11.026
TLI7,Outer London - West and North West,2020,13.218571428571428
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,10.185384615384615
TLJ2,"Surrey, East and West Sussex",2020,11.08083333333333
TLJ3,Hampshire and Isle of Wight,2020,8.997857142857141
TLJ4,Kent,2020,9.159230769230767
TLK3,Cornwall and Isles of Scilly,2020,8.74
TLK4,Devon,2020,9.077
TLK5,West of England,2020,9.446666666666667
TLK6,"North Somerset, Somerset and Dorset",2020,8.805
TLK7,Gloucestershire and Wiltshire,2020,8.3775
TLL3,North Wales,2020,5.9316666666666675
TLL4,Mid and South West Wales,2020,5.800000000000001
TLL5,South East Wales,2020,5.706
TLC3,Tees Valley,2021,5.442
TLC4,"Northumberland, Durham and Tyne & Wear",2021,5.855714285714286
TLD1,Cumbria,2021,6.105
TLD3,Greater Manchester,2021,7.099000000000001
TLD4,Lancashire,2021,6.104285714285715
TLD6,Cheshire,2021,7.840000000000001
TLD7,Merseyside,2021,5.895
TLE1,East Yorkshire and Northern Lincolnshire,2021,5.7299999999999995
TLE2,North Yorkshire,2021,8.69
TLE3,South Yorkshire,2021,5.76
TLE4,West Yorkshire,2021,6.322
TLF1,Derbyshire and Nottinghamshire,2021,7.189411764705883
TLF2,"Leicestershire, Rutland and Northamptonshire",2021,8.89090909090909
TLF3,Lincolnshire,2021,7.431428571428571
TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,8.955
TLG2,Shropshire and Staffordshire,2021,7.247272727272727
TLG3,West Midlands,2021,7.0857142857142845
TLH2,Bedfordshire and Hertfordshire,2021,11.787692307692307
TLH3,Essex,2021,10.640714285714283
TLH4,Cambridgeshire and Peterborough,2021,9.643333333333333
TLH5,Norfolk,2021,8.975714285714286
TLH6,Suffolk,2021,9.546000000000001
TLI3,Inner London - West,2021,19.973999999999997
TLI4,Inner London - East,2021,14.25875
TLI5,Outer London - East and North East,2021,12.058571428571428
TLI6,Outer London - South,2021,12.767999999999999
TLI7,Outer London - West and North West,2021,14.51142857142857
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,11.076923076923077
TLJ2,"Surrey, East and West Sussex",2021,12.007083333333334
TLJ3,Hampshire and Isle of Wight,2021,9.757142857142856
TLJ4,Kent,2021,10.427692307692308
TLK3,Cornwall and Isles of Scilly,2021,10.74
TLK4,Devon,2021,9.906
TLK5,West of England,2021,10.56
TLK6,"North Somerset, Somerset and Dorset",2021,10.415000000000001
TLK7,Gloucestershire and Wiltshire,2021,9.69875
TLL3,North Wales,2021,6.798333333333333
TLL4,Mid and South West Wales,2021,6.433333333333334
TLL5,South East Wales,2021,6.3660000000000005
TLC3,Tees Valley,2022,5.090000000000001
TLC4,"Northumberland, Durham and Tyne & Wear",2022,5.342857142857143
TLD1,Cumbria,2022,6.025
TLD3,Greater Manchester,2022,7.094999999999999
TLD4,Lancashire,2022,5.841428571428572
TLD6,Cheshire,2022,7.526666666666666
TLD7,Merseyside,2022,5.56
TLE1,East Yorkshire and Northern Lincolnshire,2022,5.6275
TLE2,North Yorkshire,2022,8.665
TLE3,South Yorkshire,2022,5.74
TLE4,West Yorkshire,2022,5.962
TLF1,Derbyshire and Nottinghamshire,2022,7.155882352941176
TLF2,"Leicestershire, Rutland and Northamptonshire",2022,8.371818181818181
TLF3,Lincolnshire,2022,7.217142857142856
TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,8.62
TLG2,Shropshire and Staffordshire,2022,7.005454545454547
TLG3,West Midlands,2022,6.972857142857143
TLH2,Bedfordshire and Hertfordshire,2022,11.352307692307694
TLH3,Essex,2022,10.397857142857143
TLH4,Cambridgeshire and Peterborough,2022,9.58
TLH5,Norfolk,2022,8.791428571428572
TLH6,Suffolk,2022,9.331999999999999
TLI3,Inner London - West,2022,21.31
TLI4,Inner London - East,2022,13.706249999999999
TLI5,Outer London - East and North East,2022,11.827142857142858
TLI6,Outer London - South,2022,12.102
TLI7,Outer London - West and North West,2022,14.095714285714289
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,10.741538461538461
TLJ2,"Surrey, East and West Sussex",2022,11.782499999999999
TLJ3,Hampshire and Isle of Wight,2022,9.80357142857143
TLJ4,Kent,2022,10.340769230769231
TLK3,Cornwall and Isles of Scilly,2022,9.76
TLK4,Devon,2022,9.873999999999999
TLK5,West of England,2022,9.896666666666668
TLK6,"North Somerset, Somerset and Dorset",2022,9.84
TLK7,Gloucestershire and Wiltshire,2022,8.969999999999999
TLL3,North Wales,2022,6.528333333333333
TLL4,Mid and South West Wales,2022,6.551666666666667
TLL5,South East Wales,2022,6.312
TLC3,Tees Valley,2023,5.194
TLC4,"Northumberland, Durham and Tyne & Wear",2023,5.381428571428572
TLD1,Cumbria,2023,5.9
TLD3,Greater Manchester,2023,6.834999999999999
TLD4,Lancashire,2023,5.682142857142858
TLD6,Cheshire,2023,7.5566666666666675
TLD7,Merseyside,2023,5.64
TLE1,East Yorkshire and Northern Lincolnshire,2023,5.5
TLE2,North Yorkshire,2023,8.725
TLE3,South Yorkshire,2023,5.615
TLE4,West Yorkshire,2023,6.022
TLF1,Derbyshire and Nottinghamshire,2023,6.997647058823529
TLF2,"Leicestershire, Rutland and Northamptonshire",2023,8.461818181818183
TLF3,Lincolnshire,2023,6.962857142857142
TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,8.441666666666668
TLG2,Shropshire and Staffordshire,2023,6.78
TLG3,West Midlands,2023,7.020000000000001
TLH2,Bedfordshire and Hertfordshire,2023,10.959999999999999
TLH3,Essex,2023,9.94142857142857
TLH4,Cambridgeshire and Peterborough,2023,9.215
TLH5,Norfolk,2023,8.637142857142857
TLH6,Suffolk,2023,9.059999999999999
TLI3,Inner London - West,2023,19.064
TLI4,Inner London - East,2023,12.762500000000001
TLI5,Outer London - East and North East,2023,11.432857142857143
TLI6,Outer London - South,2023,11.495999999999999
TLI7,Outer London - West and North West,2023,13.31857142857143
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,10.684615384615386
TLJ2,"Surrey, East and West Sussex",2023,11.40125
TLJ3,Hampshire and Isle of Wight,2023,9.496428571428572
TLJ4,Kent,2023,9.914615384615386
TLK3,Cornwall and Isles of Scilly,2023,9.17
TLK4,Devon,2023,9.667
TLK5,West of England,2023,9.66
TLK6,"North Somerset, Somerset and Dorset",2023,9.535
TLK7,Gloucestershire and Wiltshire,2023,9.16375
TLL3,North Wales,2023,6.196666666666666
TLL4,Mid and South West Wales,2023,6.16
TLL5,South East Wales,2023,6.236
TLC3,Tees Valley,2024,4.988
TLC4,"Northumberland, Durham and Tyne & Wear",2024,5.024285714285715
TLD1,Cumbria,2024,5.195
TLD3,Greater Manchester,2024,6.656000000000001
TLD4,Lancashire,2024,5.392142857142858
TLD6,Cheshire,2024,6.966666666666666
TLD7,Merseyside,2024,5.341666666666666
TLE1,East Yorkshire and Northern Lincolnshire,2024,5.02
TLE2,North Yorkshire,2024,8.0
TLE3,South Yorkshire,2024,5.24
TLE4,West Yorkshire,2024,5.684
TLF1,Derbyshire and Nottinghamshire,2024,6.5994117647058825
TLF2,"Leicestershire, Rutland and Northamptonshire",2024,7.932727272727272
TLF3,Lincolnshire,2024,6.617142857142857
TLG1,"Herefordshire, Worcestershire and Warwickshire",2024,7.965
TLG2,Shropshire and Staffordshire,2024,6.4818181818181815
TLG3,West Midlands,2024,6.644285714285714
TLH2,Bedfordshire and Hertfordshire,2024,9.993076923076924
TLH3,Essex,2024,9.034285714285714
TLH4,Cambridgeshire and Peterborough,2024,8.788333333333334
TLH5,Norfolk,2024,7.887142857142857
TLH6,Suffolk,2024,8.092
TLI3,Inner London - West,2024,18.058
TLI4,Inner London - East,2024,12.0275
TLI5,Outer London - East and North East,2024,10.331428571428573
TLI6,Outer London - South,2024,10.864
TLI7,Outer London - West and North West,2024,12.652857142857142
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2024,9.666923076923077
TLJ2,"Surrey, East and West Sussex",2024,10.490416666666667
TLJ3,Hampshire and Isle of Wight,2024,8.661428571428573
TLJ4,Kent,2024,8.99076923076923
TLK3,Cornwall and Isles of Scilly,2024,8.43
TLK4,Devon,2024,8.597
TLK5,West of England,2024,9.06
TLK6,"North Somerset, Somerset and Dorset",2024,8.855
TLK7,Gloucestershire and Wiltshire,2024,8.493749999999999
TLL3,North Wales,2024,5.935
TLL4,Mid and South West Wales,2024,5.908333333333334
TLL5,South East Wales,2024,5.9079999999999995
TLC3,Tees Valley,2025,4.7
TLC4,"Northumberland, Durham and Tyne & Wear",2025,5.077142857142857
TLD1,Cumbria,2025,4.955
TLD3,Greater Manchester,2025,6.6259999999999994
TLD4,Lancashire,2025,5.209285714285714
TLD6,Cheshire,2025,6.616666666666667
TLD7,Merseyside,2025,5.44
TLE1,East Yorkshire and Northern Lincolnshire,2025,5.067500000000001
TLE2,North Yorkshire,2025,7.485
TLE3,South Yorkshire,2025,5.2975
TLE4,West Yorkshire,2025,5.808000000000001
TLF1,Derbyshire and Nottinghamshire,2025,6.315882352941178
TLF2,"Leicestershire, Rutland and Northamptonshire",2025,7.424545454545453
TLF3,Lincolnshire,2025,6.650000000000001
TLG1,"Herefordshire, Worcestershire and Warwickshire",2025,7.6933333333333325
TLG2,Shropshire and Staffordshire,2025,6.405454545454545
TLG3,West Midlands,2025,6.518571428571428
TLH2,Bedfordshire and Hertfordshire,2025,9.671538461538463
TLH3,Essex,2025,8.942857142857143
TLH4,Cambridgeshire and Peterborough,2025,8.399999999999999
TLH5,Norfolk,2025,7.491428571428571
TLH6,Suffolk,2025,7.792
TLI3,Inner London - West,2025,15.844
TLI4,Inner London - East,2025,11.21875
TLI5,Outer London - East and North East,2025,10.477142857142855
TLI6,Outer London - South,2025,10.459999999999999
TLI7,Outer London - West and North West,2025,12.549999999999999
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2025,9.496153846153847
TLJ2,"Surrey, East and West Sussex",2025,10.28125
TLJ3,Hampshire and Isle of Wight,2025,8.543571428571427
TLJ4,Kent,2025,8.757692307692308
TLK3,Cornwall and Isles of Scilly,2025,8.29
TLK4,Devon,2025,8.175999999999998
TLK5,West of England,2025,9.0
TLK6,"North Somerset, Somerset and Dorset",2025,8.5325
TLK7,Gloucestershire and Wiltshire,2025,8.12125
TLL3,North Wales,2025,5.915
TLL4,Mid and South West Wales,2025,5.794999999999999
TLL5,South East Wales,2025,5.708
