itl2_code,itl2_name,year,gva_real_gbp_m,population,gva_per_capita_gbp
TLG1,"Herefordshire, Worcestershire and Warwickshire",1999,27979,1208941.0,23143.39574884134
TLG2,Shropshire and Staffordshire,1999,29901,1480814.0,20192.27262843274
TLG3,West Midlands,1999,59076,2582204.0,22878.13046529244
TLH2,Bedfordshire and Hertfordshire,1999,40358,1583397.0,25488.23826241934
TLH3,Essex,1999,34541,1597427.0,21622.897321755547
TLH4,Cambridgeshire and Peterborough,1999,19537,704102.0,27747.400234625096
TLH5,Norfolk,1999,15496,786454.0,19703.631744513983
TLH6,Suffolk,1999,14147,667342.0,21199.025387282683
TLI3,Inner London - West,1999,122485,958349.0,127808.34539400574
TLI4,Inner London - East,1999,64545,1792367.0,36011.04014970148
TLI5,Outer London - East and North East,1999,32190,1549708.0,20771.655047273423
TLI6,Outer London - South,1999,29557,1137408.0,25986.277571460723
TLI7,Outer London - West and North West,1999,51585,1716080.0,30059.787422497786
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",1999,60969,2083133.0,29267.934404572345
TLJ2,"Surrey, East and West Sussex",1999,71217,2542247.0,28013.407037160432
TLJ3,Hampshire and Isle of Wight,1999,43859,1766641.0,24826.20973927357
TLJ4,Kent,1999,36835,1563103.0,23565.305677233042
TLK3,Cornwall and Isles of Scilly,1999,8889,492588.0,18045.506589685498
TLK4,Devon,1999,21762,1060583.0,20518.90328243994
TLK5,West of England,1999,22849,799681.0,28572.643341532435
TLK6,"North Somerset, Somerset and Dorset",1999,31795,1362514.0,23335.540038487678
TLK7,Gloucestershire and Wiltshire,1999,31722,1165592.0,27215.35494409708
TLL3,North Wales,1999,12193,657902.0,18533.15539396445
TLL4,Mid and South West Wales,1999,15000,844110.0,17770.19582755802
TLL5,South East Wales,1999,26142,1398587.0,18691.72243128243
TLM0,Eastern Scotland,1999,16719,873450.0,19141.336081057874
TLM1,East Central Scotland,1999,25779,916260.0,28135.02717569249
TLM2,Highlands and Islands,1999,10034,593940.0,16893.96235309964
TLM3,West Central Scotland,1999,31216,1456410.0,21433.52490026847
TLM5,North Eastern Scotland,1999,12206,441870.0,27623.509176907235
TLM9,Southern Scotland,1999,18027,927180.0,19442.826635604735
TLN0,Northern Ireland,1999,35857,0.0,inf
TLC3,Tees Valley,2000,11151,651860.0,17106.433896849016
TLC4,"Northumberland, Durham and Tyne & Wear",2000,33080,1891561.0,17488.201543592833
TLD1,Cumbria,2000,10587,487602.0,21712.38017891641
TLD3,Greater Manchester,2000,54042,2516339.0,21476.438587964498
TLD4,Lancashire,2000,29700,1414141.0,21002.14900777221
TLD6,Cheshire,2000,24351,862976.0,28217.47070602195
TLD7,Merseyside,2000,28980,1493165.0,19408.437781490993
TLE1,East Yorkshire and Northern Lincolnshire,2000,18707,873900.0,21406.33939810047
TLE2,North Yorkshire,2000,19342,744717.0,25972.28208836377
TLE3,South Yorkshire,2000,23223,1266337.0,18338.720261668102
TLE4,West Yorkshire,2000,45658,2073655.0,22018.12741270848
TLF1,Derbyshire and Nottinghamshire,2000,43310,1978848.0,21886.471320687593
TLF2,"Leicestershire, Rutland and Northamptonshire",2000,37888,1549065.0,24458.625041557327
TLF3,Lincolnshire,2000,13529,640163.0,21133.68001587096
TLG1,"Herefordshire, Worcestershire and Warwickshire",2000,29184,1214415.0,24031.323723768233
TLG2,Shropshire and Staffordshire,2000,30471,1483811.0,20535.6342553061
TLG3,West Midlands,2000,60474,2571400.0,23517.92797697752
TLH2,Bedfordshire and Hertfordshire,2000,42913,1593458.0,26930.738055223293
TLH3,Essex,2000,36370,1607515.0,22624.983281649005
TLH4,Cambridgeshire and Peterborough,2000,20445,707984.0,28877.771249067777
TLH5,Norfolk,2000,16359,793509.0,20616.023258715402
TLH6,Suffolk,2000,14980,672506.0,22274.89420168742
TLI3,Inner London - West,2000,133518,986415.0,135356.8224327489
TLI4,Inner London - East,2000,71074,1818534.0,39083.129597796906
TLI5,Outer London - East and North East,2000,32979,1558421.0,21161.804159466537
TLI6,Outer London - South,2000,30601,1145567.0,26712.536237513825
TLI7,Outer London - West and North West,2000,54680,1727775.0,31647.639304886343
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2000,66135,2094772.0,31571.45503186027
TLJ2,"Surrey, East and West Sussex",2000,74089,2549741.0,29057.46113036579
TLJ3,Hampshire and Isle of Wight,2000,46189,1772932.0,26052.32462384344
TLJ4,Kent,2000,37144,1573153.0,23611.180857805946
TLK3,Cornwall and Isles of Scilly,2000,9207,497473.0,18507.537092465318
TLK4,Devon,2000,22039,1071082.0,20576.389109330565
TLK5,West of England,2000,24129,803726.0,30021.425212074762
TLK6,"North Somerset, Somerset and Dorset",2000,32892,1372347.0,23967.699131487883
TLK7,Gloucestershire and Wiltshire,2000,33035,1172446.0,28176.137749627702
TLL3,North Wales,2000,12699,661356.0,19201.45882096783
TLL4,Mid and South West Wales,2000,15530,845797.0,18361.37985828751
TLL5,South East Wales,2000,27426,1399717.0,19593.960779214656
TLM0,Eastern Scotland,2000,17295,873100.0,19808.72752262055
TLM1,East Central Scotland,2000,27421,921150.0,29768.224501981218
TLM2,Highlands and Islands,2000,10104,591520.0,17081.417365431433
TLM3,West Central Scotland,2000,32305,1448340.0,22304.84554731624
TLM5,North Eastern Scotland,2000,12334,440360.0,28008.901807611954
TLM9,Southern Scotland,2000,18518,924830.0,20023.139387779374
TLN0,Northern Ireland,2000,38268,0.0,inf
TLC3,Tees Valley,2001,11346,652233.0,17395.623956469542
TLC4,"Northumberland, Durham and Tyne & Wear",2001,34697,1887857.0,18379.04036163756
TLD1,Cumbria,2001,10410,487795.0,21340.932153876118
TLD3,Greater Manchester,2001,56032,2516096.0,22269.420562649437
TLD4,Lancashire,2001,30326,1417265.0,21397.550916730463
TLD6,Cheshire,2001,27065,865460.0,31272.38693873778
TLD7,Merseyside,2001,30004,1486369.0,20186.104527206906
TLE1,East Yorkshire and Northern Lincolnshire,2001,19316,875682.0,22058.23575224796
TLE2,North Yorkshire,2001,20151,751385.0,26818.475215768216
TLE3,South Yorkshire,2001,24486,1266475.0,19333.97816774907
TLE4,West Yorkshire,2001,47062,2083101.0,22592.279491008838
TLF1,Derbyshire and Nottinghamshire,2001,44448,1983362.0,22410.432387027682
TLF2,"Leicestershire, Rutland and Northamptonshire",2001,38555,1558620.0,24736.625989657517
TLF3,Lincolnshire,2001,14191,647640.0,21911.864616144772
TLG1,"Herefordshire, Worcestershire and Warwickshire",2001,29130,1223311.0,23812.423823541194
TLG2,Shropshire and Staffordshire,2001,31192,1489401.0,20942.647413288967
TLG3,West Midlands,2001,63232,2568015.0,24622.909134097736
TLH2,Bedfordshire and Hertfordshire,2001,43892,1603531.0,27372.093211793224
TLH3,Essex,2001,38087,1616258.0,23564.925896731835
TLH4,Cambridgeshire and Peterborough,2001,21126,712143.0,29665.390237634856
TLH5,Norfolk,2001,16750,798618.0,20973.73212224117
TLH6,Suffolk,2001,15336,669913.0,22892.52485024175
TLI3,Inner London - West,2001,135509,1016570.0,133300.2154303196
TLI4,Inner London - East,2001,73650,1842805.0,39966.24710699179
TLI5,Outer London - East and North East,2001,33521,1567762.0,21381.43417176842
TLI6,Outer London - South,2001,30866,1152942.0,26771.51148973669
TLI7,Outer London - West and North West,2001,53951,1742324.0,30964.964036539703
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2001,67375,2102395.0,32046.78473835792
TLJ2,"Surrey, East and West Sussex",2001,74661,2558218.0,29184.76845992015
TLJ3,Hampshire and Isle of Wight,2001,47486,1781938.0,26648.51414583448
TLJ4,Kent,2001,37876,1580898.0,23958.534959244684
TLK3,Cornwall and Isles of Scilly,2001,9495,502077.0,18911.441870470066
TLK4,Devon,2001,22698,1076487.0,21085.252306809092
TLK5,West of England,2001,25559,805192.0,31742.73961986706
TLK6,"North Somerset, Somerset and Dorset",2001,32993,1380972.0,23891.14333961876
TLK7,Gloucestershire and Wiltshire,2001,35072,1178636.0,29756.430314363384
TLL3,North Wales,2001,13137,664563.0,19767.877537569802
TLL4,Mid and South West Wales,2001,15826,846368.0,18698.72206888729
TLL5,South East Wales,2001,28123,1399301.0,20097.891733086733
TLM0,Eastern Scotland,2001,17821,872820.0,20417.726449898033
TLM1,East Central Scotland,2001,28479,924450.0,30806.425442154796
TLM2,Highlands and Islands,2001,10356,590670.0,17532.632434354207
TLM3,West Central Scotland,2001,33719,1447870.0,23288.693045646363
TLM5,North Eastern Scotland,2001,13022,438850.0,29673.009000797538
TLM9,Southern Scotland,2001,19138,925360.0,20681.68064320913
TLN0,Northern Ireland,2001,39147,1688838.0,23179.843182116936
TLC3,Tees Valley,2002,11757,652017.0,18031.738436267766
TLC4,"Northumberland, Durham and Tyne & Wear",2002,36347,1888583.0,19245.64607433192
TLD1,Cumbria,2002,10742,488681.0,21981.619911557846
TLD3,Greater Manchester,2002,57273,2523214.0,22698.431444974543
TLD4,Lancashire,2002,31034,1420076.0,21853.759939608866
TLD6,Cheshire,2002,27537,867620.0,31738.549134413683
TLD7,Merseyside,2002,30818,1485289.0,20748.823966244952
TLE1,East Yorkshire and Northern Lincolnshire,2002,20077,880339.0,22805.98723900679
TLE2,North Yorkshire,2002,21442,755274.0,28389.696984140854
TLE3,South Yorkshire,2002,25159,1271309.0,19789.8386623551
TLE4,West Yorkshire,2002,47817,2093189.0,22844.09100181589
TLF1,Derbyshire and Nottinghamshire,2002,45059,1994738.0,22588.931478720515
TLF2,"Leicestershire, Rutland and Northamptonshire",2002,38700,1571435.0,24627.17197975099
TLF3,Lincolnshire,2002,14579,655580.0,22238.32331675768
TLG1,"Herefordshire, Worcestershire and Warwickshire",2002,29229,1230423.0,23755.24514740053
TLG2,Shropshire and Staffordshire,2002,32106,1494456.0,21483.40265621738
TLG3,West Midlands,2002,63185,2576364.0,24524.8730381266
TLH2,Bedfordshire and Hertfordshire,2002,44224,1611904.0,27435.877074565236
TLH3,Essex,2002,38073,1625032.0,23429.07708894348
TLH4,Cambridgeshire and Peterborough,2002,21556,717710.0,30034.415014420865
TLH5,Norfolk,2002,17094,803463.0,21275.40409452582
TLH6,Suffolk,2002,15606,674579.0,23134.429029068502
TLI3,Inner London - West,2002,138224,1030085.0,134186.98456923457
TLI4,Inner London - East,2002,75334,1860838.0,40483.911012135395
TLI5,Outer London - East and North East,2002,33804,1580804.0,21384.055202289466
TLI6,Outer London - South,2002,31046,1153551.0,26913.41778560289
TLI7,Outer London - West and North West,2002,54263,1751393.0,30982.76628946216
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2002,69576,2104641.0,33058.369574668555
TLJ2,"Surrey, East and West Sussex",2002,75163,2563405.0,29321.54692684145
TLJ3,Hampshire and Isle of Wight,2002,48729,1787916.0,27254.636123844746
TLJ4,Kent,2002,38317,1589230.0,24110.418252864594
TLK3,Cornwall and Isles of Scilly,2002,9912,506814.0,19557.470788099778
TLK4,Devon,2002,23106,1083011.0,21334.963356789543
TLK5,West of England,2002,26120,807309.0,32354.40209386988
TLK6,"North Somerset, Somerset and Dorset",2002,33094,1392054.0,23773.50303939359
TLK7,Gloucestershire and Wiltshire,2002,35336,1186941.0,29770.645718700423
TLL3,North Wales,2002,13349,666867.0,20017.484745833877
TLL4,Mid and South West Wales,2002,15964,851105.0,18756.792640156033
TLL5,South East Wales,2002,28769,1404904.0,20477.555761817177
TLM0,Eastern Scotland,2002,18169,873820.0,20792.611750703807
TLM1,East Central Scotland,2002,29652,925730.0,32030.937746427146
TLM2,Highlands and Islands,2002,10250,592040.0,17313.019390581718
TLM3,West Central Scotland,2002,33728,1445320.0,23336.008634766004
TLM5,North Eastern Scotland,2002,13279,439510.0,30213.191963777845
TLM9,Southern Scotland,2002,19105,925470.0,20643.564891352504
TLN0,Northern Ireland,2002,39405,1697534.0,23213.08439182956
TLC3,Tees Valley,2003,12458,652359.0,19096.84698149332
TLC4,"Northumberland, Durham and Tyne & Wear",2003,37440,1888102.0,19829.43718083027
TLD1,Cumbria,2003,11255,491329.0,22907.257662381013
TLD3,Greater Manchester,2003,58504,2538555.0,23046.181784519147
TLD4,Lancashire,2003,32884,1427668.0,23033.36630084866
TLD6,Cheshire,2003,27404,871894.0,31430.42617565897
TLD7,Merseyside,2003,32373,1485214.0,21796.858903834735
TLE1,East Yorkshire and Northern Lincolnshire,2003,20961,887042.0,23630.22269520496
TLE2,North Yorkshire,2003,22171,760090.0,29168.914207528054
TLE3,South Yorkshire,2003,26070,1276501.0,20423.015728150625
TLE4,West Yorkshire,2003,50040,2102681.0,23798.18907385381
TLF1,Derbyshire and Nottinghamshire,2003,45852,2007042.0,22845.560780491887
TLF2,"Leicestershire, Rutland and Northamptonshire",2003,40327,1584841.0,25445.4547806373
TLF3,Lincolnshire,2003,15010,663197.0,22632.792367878625
TLG1,"Herefordshire, Worcestershire and Warwickshire",2003,30184,1237975.0,24381.752458652234
TLG2,Shropshire and Staffordshire,2003,32854,1502020.0,21873.210742866275
TLG3,West Midlands,2003,64435,2585480.0,24921.871373980848
TLH2,Bedfordshire and Hertfordshire,2003,45799,1619584.0,28278.249229431756
TLH3,Essex,2003,40584,1633493.0,24844.918221259595
TLH4,Cambridgeshire and Peterborough,2003,21985,729521.0,30136.21266557097
TLH5,Norfolk,2003,17558,810127.0,21673.14507478457
TLH6,Suffolk,2003,15994,681408.0,23471.987414295105
TLI3,Inner London - West,2003,144061,1035984.0,139057.1669060526
TLI4,Inner London - East,2003,78627,1862579.0,42214.04837056576
TLI5,Outer London - East and North East,2003,35138,1589139.0,22111.344570865105
TLI6,Outer London - South,2003,32241,1153420.0,27952.523798789687
TLI7,Outer London - West and North West,2003,56314,1753695.0,32111.627164358684
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2003,72906,2115498.0,34462.807338981176
TLJ2,"Surrey, East and West Sussex",2003,75810,2574651.0,29444.76746557106
TLJ3,Hampshire and Isle of Wight,2003,49224,1797570.0,27383.634573340678
TLJ4,Kent,2003,39232,1600205.0,24516.858777469137
TLK3,Cornwall and Isles of Scilly,2003,10363,510734.0,20290.405573155498
TLK4,Devon,2003,23648,1088683.0,21721.658187002093
TLK5,West of England,2003,26774,810991.0,33013.929870985005
TLK6,"North Somerset, Somerset and Dorset",2003,33539,1399963.0,23957.06172234552
TLK7,Gloucestershire and Wiltshire,2003,36070,1196282.0,30151.75351631137
TLL3,North Wales,2003,13906,669372.0,20774.696282485675
TLL4,Mid and South West Wales,2003,16354,857739.0,19066.405981306667
TLL5,South East Wales,2003,29951,1410610.0,21232.65821169565
TLM0,Eastern Scotland,2003,18852,875330.0,21537.02032376361
TLM1,East Central Scotland,2003,30914,925710.0,33394.907692473884
TLM2,Highlands and Islands,2003,10878,595630.0,18263.01563050887
TLM3,West Central Scotland,2003,34692,1440170.0,24088.82284730275
TLM5,North Eastern Scotland,2003,13165,440530.0,29884.45735818219
TLM9,Southern Scotland,2003,19593,927440.0,21125.89493659967
TLN0,Northern Ireland,2003,41164,1704924.0,24144.18472612269
TLC3,Tees Valley,2004,13045,652441.0,19994.145064457934
TLC4,"Northumberland, Durham and Tyne & Wear",2004,39802,1888061.0,21080.886687453425
TLD1,Cumbria,2004,11409,494918.0,23052.303613932007
TLD3,Greater Manchester,2004,60268,2549752.0,23636.80859942457
TLD4,Lancashire,2004,34324,1434024.0,23935.44320039274
TLD6,Cheshire,2004,28825,874687.0,32954.64549032968
TLD7,Merseyside,2004,33141,1486988.0,22287.335203781066
TLE1,East Yorkshire and Northern Lincolnshire,2004,21491,894919.0,24014.46387885384
TLE2,North Yorkshire,2004,22527,766602.0,29385.522083167016
TLE3,South Yorkshire,2004,26849,1283439.0,20919.57623229464
TLE4,West Yorkshire,2004,51833,2118239.0,24469.85444041017
TLF1,Derbyshire and Nottinghamshire,2004,47795,2020561.0,23654.321745297468
TLF2,"Leicestershire, Rutland and Northamptonshire",2004,41557,1598500.0,25997.497654050672
TLF3,Lincolnshire,2004,14595,672415.0,21705.3456570719
TLG1,"Herefordshire, Worcestershire and Warwickshire",2004,30679,1243330.0,24674.86508006724
TLG2,Shropshire and Staffordshire,2004,34069,1509054.0,22576.395543168102
TLG3,West Midlands,2004,65313,2593992.0,25178.566472063136
TLH2,Bedfordshire and Hertfordshire,2004,46473,1622681.0,28639.640200384427
TLH3,Essex,2004,40517,1643176.0,24657.735994196606
TLH4,Cambridgeshire and Peterborough,2004,22315,737930.0,30239.995663545324
TLH5,Norfolk,2004,17695,815690.0,21693.29034314507
TLH6,Suffolk,2004,16221,689087.0,23539.843299902626
TLI3,Inner London - West,2004,148178,1045466.0,141733.9253500353
TLI4,Inner London - East,2004,81590,1870446.0,43620.61241008829
TLI5,Outer London - East and North East,2004,35881,1595479.0,22489.170963704317
TLI6,Outer London - South,2004,32775,1155498.0,28364.393534216415
TLI7,Outer London - West and North West,2004,57683,1765841.0,32666.021459463223
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2004,73175,2125892.0,34420.84546157566
TLJ2,"Surrey, East and West Sussex",2004,75372,2585983.0,29146.363297825235
TLJ3,Hampshire and Isle of Wight,2004,50825,1808382.0,28105.234402908234
TLJ4,Kent,2004,40158,1612843.0,24898.889724542314
TLK3,Cornwall and Isles of Scilly,2004,10431,514020.0,20292.984708766195
TLK4,Devon,2004,24931,1094801.0,22772.17503454966
TLK5,West of England,2004,27307,817554.0,33400.85180917713
TLK6,"North Somerset, Somerset and Dorset",2004,34148,1407246.0,24265.83553977059
TLK7,Gloucestershire and Wiltshire,2004,36350,1204663.0,30174.413923229982
TLL3,North Wales,2004,14375,672442.0,21377.308377525496
TLL4,Mid and South West Wales,2004,17048,864578.0,19718.29031041734
TLL5,South East Wales,2004,30492,1420402.0,21467.162113260893
TLM0,Eastern Scotland,2004,19195,878820.0,21841.78785189231
TLM1,East Central Scotland,2004,31964,930110.0,34365.827697799185
TLM2,Highlands and Islands,2004,11432,599590.0,19066.36201404293
TLM3,West Central Scotland,2004,35997,1437410.0,25042.95921135932
TLM5,North Eastern Scotland,2004,13718,442510.0,31000.429368827823
TLM9,Southern Scotland,2004,19975,932360.0,21424.128019220043
TLN0,Northern Ireland,2004,42113,1714042.0,24569.40961773399
TLC3,Tees Valley,2005,13037,653788.0,19940.714727098082
TLC4,"Northumberland, Durham and Tyne & Wear",2005,40512,1893339.0,21397.119057918313
TLD1,Cumbria,2005,11661,497040.0,23460.888459681315
TLD3,Greater Manchester,2005,62700,2564055.0,24453.453611564495
TLD4,Lancashire,2005,34620,1440141.0,24039.31281728664
TLD6,Cheshire,2005,29841,879968.0,33911.460416742426
TLD7,Merseyside,2005,33512,1488817.0,22509.14652371648
TLE1,East Yorkshire and Northern Lincolnshire,2005,21411,900831.0,23768.054163322533
TLE2,North Yorkshire,2005,22542,772215.0,29191.35214933665
TLE3,South Yorkshire,2005,26984,1293188.0,20866.262291329644
TLE4,West Yorkshire,2005,53763,2142174.0,25097.401051455203
TLF1,Derbyshire and Nottinghamshire,2005,49669,2034828.0,24409.434114333006
TLF2,"Leicestershire, Rutland and Northamptonshire",2005,41952,1616960.0,25944.983178309914
TLF3,Lincolnshire,2005,14785,677324.0,21828.54881858608
TLG1,"Herefordshire, Worcestershire and Warwickshire",2005,31026,1251572.0,24789.624568143103
TLG2,Shropshire and Staffordshire,2005,34496,1517252.0,22735.840849114054
TLG3,West Midlands,2005,66219,2611863.0,25353.16745173847
TLH2,Bedfordshire and Hertfordshire,2005,48730,1634684.0,29810.042797262344
TLH3,Essex,2005,41013,1656371.0,24760.757100915194
TLH4,Cambridgeshire and Peterborough,2005,23498,750871.0,31294.323525612257
TLH5,Norfolk,2005,18127,822890.0,22028.460669105225
TLH6,Suffolk,2005,16900,697837.0,24217.68980435259
TLI3,Inner London - West,2005,160104,1066247.0,150156.57722835327
TLI4,Inner London - East,2005,87295,1890801.0,46168.26413779134
TLI5,Outer London - East and North East,2005,36688,1609236.0,22798.396257602988
TLI6,Outer London - South,2005,33715,1163648.0,28973.538389616104
TLI7,Outer London - West and North West,2005,59732,1789077.0,33387.048181827835
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2005,76094,2148393.0,35419.03180656426
TLJ2,"Surrey, East and West Sussex",2005,77242,2603961.0,29663.270686465734
TLJ3,Hampshire and Isle of Wight,2005,52452,1823227.0,28768.770975857642
TLJ4,Kent,2005,41441,1627315.0,25465.874769174992
TLK3,Cornwall and Isles of Scilly,2005,10736,517308.0,20753.593603810496
TLK4,Devon,2005,25159,1105314.0,22761.857716449806
TLK5,West of England,2005,27643,829859.0,33310.47804506549
TLK6,"North Somerset, Somerset and Dorset",2005,34967,1418378.0,24652.807643660577
TLK7,Gloucestershire and Wiltshire,2005,37054,1215262.0,30490.54442581106
TLL3,North Wales,2005,14531,673227.0,21584.10164773546
TLL4,Mid and South West Wales,2005,16961,868145.0,19537.058901450793
TLL5,South East Wales,2005,31145,1427937.0,21811.186347857085
TLM0,Eastern Scotland,2005,19559,885130.0,22097.31903788144
TLM1,East Central Scotland,2005,33121,937390.0,35333.212430258485
TLM2,Highlands and Islands,2005,11843,604440.0,19593.342598107338
TLM3,West Central Scotland,2005,37620,1437950.0,26162.244862477834
TLM5,North Eastern Scotland,2005,14176,446260.0,31766.234930309685
TLM9,Southern Scotland,2005,20659,935720.0,22078.18578207156
TLN0,Northern Ireland,2005,43497,1727733.0,25175.76500535673
TLC3,Tees Valley,2006,13517,655350.0,20625.619897764554
TLC4,"Northumberland, Durham and Tyne & Wear",2006,41773,1897218.0,22018.02850278671
TLD1,Cumbria,2006,12378,498813.0,24814.91059775908
TLD3,Greater Manchester,2006,64617,2582260.0,25023.429089247402
TLD4,Lancashire,2006,34853,1445983.0,24103.326249340415
TLD6,Cheshire,2006,31532,885010.0,35628.97594377465
TLD7,Merseyside,2006,35058,1489519.0,23536.457071041055
TLE1,East Yorkshire and Northern Lincolnshire,2006,22496,903857.0,24888.89282264783
TLE2,North Yorkshire,2006,22642,776276.0,29167.461057665056
TLE3,South Yorkshire,2006,27802,1299676.0,21391.485262480805
TLE4,West Yorkshire,2006,54783,2154207.0,25430.70373459932
TLF1,Derbyshire and Nottinghamshire,2006,50371,2045045.0,24630.753846492375
TLF2,"Leicestershire, Rutland and Northamptonshire",2006,44554,1636217.0,27229.88454465392
TLF3,Lincolnshire,2006,15506,685414.0,22622.8235781586
TLG1,"Herefordshire, Worcestershire and Warwickshire",2006,32330,1261862.0,25620.86820904346
TLG2,Shropshire and Staffordshire,2006,35172,1527631.0,23023.88469466776
TLG3,West Midlands,2006,66411,2626028.0,25289.52471184618
TLH2,Bedfordshire and Hertfordshire,2006,49369,1647211.0,29971.26658333389
TLH3,Essex,2006,41837,1668283.0,25077.87947248758
TLH4,Cambridgeshire and Peterborough,2006,24450,758777.0,32222.906071217236
TLH5,Norfolk,2006,18952,829062.0,22859.569006901776
TLH6,Suffolk,2006,17443,702961.0,24813.609858868414
TLI3,Inner London - West,2006,164673,1068573.0,154105.5220373339
TLI4,Inner London - East,2006,90455,1921097.0,47085.0769117853
TLI5,Outer London - East and North East,2006,38185,1626375.0,23478.59503497041
TLI6,Outer London - South,2006,34423,1170481.0,29409.2770408063
TLI7,Outer London - West and North West,2006,63609,1811299.0,35117.89053049772
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2006,78268,2167530.0,36109.30413881238
TLJ2,"Surrey, East and West Sussex",2006,79812,2627332.0,30377.584561068034
TLJ3,Hampshire and Isle of Wight,2006,53029,1832887.0,28931.952706304317
TLJ4,Kent,2006,41373,1643112.0,25179.659085929627
TLK3,Cornwall and Isles of Scilly,2006,11143,520248.0,21418.6311143916
TLK4,Devon,2006,25969,1110627.0,23382.287662734652
TLK5,West of England,2006,27993,834890.0,33528.96788798524
TLK6,"North Somerset, Somerset and Dorset",2006,35645,1427987.0,24961.711836312235
TLK7,Gloucestershire and Wiltshire,2006,37238,1226088.0,30371.392591722615
TLL3,North Wales,2006,15122,675881.0,22373.761061488636
TLL4,Mid and South West Wales,2006,17334,873277.0,19849.371963306032
TLL5,South East Wales,2006,32150,1436510.0,22380.630834452946
TLM0,Eastern Scotland,2006,20466,890130.0,22992.147214451823
TLM1,East Central Scotland,2006,33401,944080.0,35379.41699855944
TLM2,Highlands and Islands,2006,11992,608820.0,19697.119017115074
TLM3,West Central Scotland,2006,38356,1437540.0,26681.69233551762
TLM5,North Eastern Scotland,2006,15971,450810.0,35427.34189569885
TLM9,Southern Scotland,2006,21400,938410.0,22804.5310685095
TLN0,Northern Ireland,2006,44772,1743113.0,25685.081804794067
TLC3,Tees Valley,2007,13484,656668.0,20533.968458947293
TLC4,"Northumberland, Durham and Tyne & Wear",2007,41588,1905377.0,21826.65162852286
TLD1,Cumbria,2007,12247,500779.0,24455.89771136569
TLD3,Greater Manchester,2007,66892,2598619.0,25741.36493268155
TLD4,Lancashire,2007,35387,1449418.0,24414.627112399598
TLD6,Cheshire,2007,32208,890926.0,36151.15060061105
TLD7,Merseyside,2007,34589,1489535.0,23221.34088826379
TLE1,East Yorkshire and Northern Lincolnshire,2007,22532,908016.0,24814.54071293898
TLE2,North Yorkshire,2007,23107,781017.0,29585.783664119986
TLE3,South Yorkshire,2007,28852,1306289.0,22086.996062892667
TLE4,West Yorkshire,2007,57162,2168816.0,26356.316072917205
TLF1,Derbyshire and Nottinghamshire,2007,50447,2056005.0,24536.418928942294
TLF2,"Leicestershire, Rutland and Northamptonshire",2007,45355,1655030.0,27404.337081503054
TLF3,Lincolnshire,2007,15579,693739.0,22456.572284389375
TLG1,"Herefordshire, Worcestershire and Warwickshire",2007,31544,1272346.0,24791.99840295014
TLG2,Shropshire and Staffordshire,2007,34825,1537820.0,22645.693254086953
TLG3,West Midlands,2007,67621,2641758.0,25596.969896561306
TLH2,Bedfordshire and Hertfordshire,2007,50485,1662606.0,30364.98124029385
TLH3,Essex,2007,42188,1680058.0,25111.037833217662
TLH4,Cambridgeshire and Peterborough,2007,25269,766781.0,32954.650676007885
TLH5,Norfolk,2007,18916,834945.0,22655.384486403294
TLH6,Suffolk,2007,17649,709144.0,24887.751993953272
TLI3,Inner London - West,2007,181353,1070541.0,169403.13355583764
TLI4,Inner London - East,2007,98334,1960223.0,50164.70064885475
TLI5,Outer London - East and North East,2007,38855,1647144.0,23589.31580966813
TLI6,Outer London - South,2007,35806,1179573.0,30355.052209570753
TLI7,Outer London - West and North West,2007,65701,1835992.0,35785.01431378786
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2007,80421,2189942.0,36722.89037791869
TLJ2,"Surrey, East and West Sussex",2007,81985,2653974.0,30891.41039060669
TLJ3,Hampshire and Isle of Wight,2007,54983,1843860.0,29819.509073356978
TLJ4,Kent,2007,41540,1663615.0,24969.719556507967
TLK3,Cornwall and Isles of Scilly,2007,10887,524250.0,20766.809728183118
TLK4,Devon,2007,25375,1119735.0,22661.611899244017
TLK5,West of England,2007,29414,841176.0,34967.711870048595
TLK6,"North Somerset, Somerset and Dorset",2007,35445,1444179.0,24543.356467584697
TLK7,Gloucestershire and Wiltshire,2007,39213,1241197.0,31592.889766894375
TLL3,North Wales,2007,14906,679485.0,21937.2024400833
TLL4,Mid and South West Wales,2007,17310,879679.0,19677.63240909468
TLL5,South East Wales,2007,32974,1447135.0,22785.711077404667
TLM0,Eastern Scotland,2007,20757,896150.0,23162.41700608157
TLM1,East Central Scotland,2007,35582,953770.0,37306.688195267205
TLM2,Highlands and Islands,2007,11914,613790.0,19410.547581420356
TLM3,West Central Scotland,2007,38555,1443160.0,26715.679481138613
TLM5,North Eastern Scotland,2007,17204,456860.0,37657.050299873044
TLM9,Southern Scotland,2007,20794,943690.0,22034.778370015578
TLN0,Northern Ireland,2007,44531,1761683.0,25277.53290461451
TLC3,Tees Valley,2008,13419,658509.0,20377.85360564548
