itl2_code,itl2_name,year,gva_real_gbp_m,population,gva_per_capita_gbp
TLC4,"Northumberland, Durham and Tyne & Wear",2008,41014,1910803.0,21464.274443780967
TLD1,Cumbria,2008,12586,500916.0,25125.969224380933
TLD3,Greater Manchester,2008,65935,2620007.0,25165.963297044626
TLD4,Lancashire,2008,34700,1451175.0,23911.657794545798
TLD6,Cheshire,2008,31071,894700.0,34727.84173465966
TLD7,Merseyside,2008,34992,1491749.0,23457.02929916494
TLE1,East Yorkshire and Northern Lincolnshire,2008,22537,912437.0,24699.787492177544
TLE2,North Yorkshire,2008,22631,785747.0,28801.891703054545
TLE3,South Yorkshire,2008,27435,1315448.0,20856.012552377593
TLE4,West Yorkshire,2008,55598,2185043.0,25444.80817997632
TLF1,Derbyshire and Nottinghamshire,2008,50096,2069957.0,24201.468919402672
TLF2,"Leicestershire, Rutland and Northamptonshire",2008,45492,1670388.0,27234.391051659855
TLF3,Lincolnshire,2008,15926,700780.0,22726.105197066125
TLG1,"Herefordshire, Worcestershire and Warwickshire",2008,31853,1281965.0,24847.012203921324
TLG2,Shropshire and Staffordshire,2008,35382,1548213.0,22853.444584175435
TLG3,West Midlands,2008,66458,2666062.0,24927.40228846891
TLH2,Bedfordshire and Hertfordshire,2008,51488,1680717.0,30634.54466159383
TLH3,Essex,2008,42038,1694955.0,24801.838396889594
TLH4,Cambridgeshire and Peterborough,2008,25206,776835.0,32447.04473923034
TLH5,Norfolk,2008,19149,841495.0,22755.92843688911
TLH6,Suffolk,2008,17614,714348.0,24657.449870371303
TLI3,Inner London - West,2008,183300,1070347.0,171252.87406794247
TLI4,Inner London - East,2008,101074,2008567.0,50321.448077161476
TLI5,Outer London - East and North East,2008,37964,1675638.0,22656.44488845443
TLI6,Outer London - South,2008,34792,1192022.0,29187.380769818006
TLI7,Outer London - West and North West,2008,64073,1865587.0,34344.68614972124
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2008,82002,2211708.0,37076.32291423642
TLJ2,"Surrey, East and West Sussex",2008,83609,2676436.0,31238.93117563805
TLJ3,Hampshire and Isle of Wight,2008,55984,1856723.0,30152.047451343038
TLJ4,Kent,2008,42763,1681532.0,25430.976038517256
TLK3,Cornwall and Isles of Scilly,2008,10987,527306.0,20836.09896341024
TLK4,Devon,2008,25219,1124479.0,22427.27520923023
TLK5,West of England,2008,30027,846357.0,35477.936615399885
TLK6,"North Somerset, Somerset and Dorset",2008,35810,1453764.0,24632.60886911493
TLK7,Gloucestershire and Wiltshire,2008,39573,1253138.0,31579.12376769358
TLL3,North Wales,2008,14565,682644.0,21336.157645859334
TLL4,Mid and South West Wales,2008,16866,885107.0,19055.32325470254
TLL5,South East Wales,2008,32064,1458116.0,21990.019998408905
TLM0,Eastern Scotland,2008,20604,901680.0,22850.678733031673
TLM1,East Central Scotland,2008,35497,962230.0,36890.34846138657
TLM2,Highlands and Islands,2008,12252,618130.0,19821.073237021337
TLM3,West Central Scotland,2008,39267,1450120.0,27078.44868010923
TLM5,North Eastern Scotland,2008,18220,460850.0,39535.64066399045
TLM9,Southern Scotland,2008,21073,947800.0,22233.593585144547
TLN0,Northern Ireland,2008,43255,1779152.0,24312.14421252372
TLC3,Tees Valley,2009,13184,659003.0,20005.978728473165
TLC4,"Northumberland, Durham and Tyne & Wear",2009,39340,1916438.0,20527.66643116031
TLD1,Cumbria,2009,11902,500786.0,23766.638843737644
TLD3,Greater Manchester,2009,64623,2639833.0,24479.957633683647
TLD4,Lancashire,2009,32199,1452916.0,22161.639076175084
TLD6,Cheshire,2009,29679,897196.0,33079.72839825412
TLD7,Merseyside,2009,34559,1495425.0,23109.818279084542
TLE1,East Yorkshire and Northern Lincolnshire,2009,21460,913088.0,23502.663489170813
TLE2,North Yorkshire,2009,21393,788794.0,27121.149501644282
TLE3,South Yorkshire,2009,26176,1323855.0,19772.558172911686
TLE4,West Yorkshire,2009,53317,2197607.0,24261.389775332897
TLF1,Derbyshire and Nottinghamshire,2009,47372,2083210.0,22739.906202447186
TLF2,"Leicestershire, Rutland and Northamptonshire",2009,43026,1682844.0,25567.432275362422
TLF3,Lincolnshire,2009,15062,705599.0,21346.40213492366
TLG1,"Herefordshire, Worcestershire and Warwickshire",2009,30256,1286794.0,23512.699002326714
TLG2,Shropshire and Staffordshire,2009,33050,1554097.0,21266.36883025963
TLG3,West Midlands,2009,62335,2687116.0,23197.733183085507
TLH2,Bedfordshire and Hertfordshire,2009,48105,1697185.0,28343.993141584448
TLH3,Essex,2009,40131,1704519.0,23543.885401101426
TLH4,Cambridgeshire and Peterborough,2009,23989,785201.0,30551.412950314632
TLH5,Norfolk,2009,19055,846355.0,22514.19321679437
TLH6,Suffolk,2009,16943,718183.0,23591.480165918714
TLI3,Inner London - West,2009,173798,1078732.0,161113.23294386372
TLI4,Inner London - East,2009,96993,2055661.0,47183.363404763724
TLI5,Outer London - East and North East,2009,34824,1704071.0,20435.768227967026
TLI6,Outer London - South,2009,32186,1203297.0,26748.176052961157
TLI7,Outer London - West and North West,2009,59789,1900833.0,31454.104595195895
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2009,79563,2230698.0,35667.311307940385
TLJ2,"Surrey, East and West Sussex",2009,80323,2695658.0,29797.177535132425
TLJ3,Hampshire and Isle of Wight,2009,54435,1869067.0,29124.156597917572
TLJ4,Kent,2009,39935,1695499.0,23553.537926002904
TLK3,Cornwall and Isles of Scilly,2009,10398,528616.0,19670.233212766925
TLK4,Devon,2009,24322,1125745.0,21605.24808016025
TLK5,West of England,2009,29033,852080.0,34073.091728476196
TLK6,"North Somerset, Somerset and Dorset",2009,34230,1458818.0,23464.201840119877
TLK7,Gloucestershire and Wiltshire,2009,37804,1261562.0,29966.026243656674
TLL3,North Wales,2009,13923,684575.0,20338.16601541102
TLL4,Mid and South West Wales,2009,16108,887279.0,18154.379851208017
TLL5,South East Wales,2009,31216,1467018.0,21278.53918629492
TLM0,Eastern Scotland,2009,20086,905770.0,22175.607494176227
TLM1,East Central Scotland,2009,34548,970720.0,35590.077468270974
TLM2,Highlands and Islands,2009,12083,620350.0,19477.714193600386
TLM3,West Central Scotland,2009,37670,1457490.0,25845.803401738605
TLM5,North Eastern Scotland,2009,17622,466040.0,37812.20496094756
TLM9,Southern Scotland,2009,20137,949360.0,21211.131709783433
TLN0,Northern Ireland,2009,41216,1793333.0,22982.90390016801
TLC3,Tees Valley,2010,13354,660753.0,20210.27524657474
TLC4,"Northumberland, Durham and Tyne & Wear",2010,40087,1926115.0,20812.360632672506
TLD1,Cumbria,2010,12088,500165.0,24168.024551897874
TLD3,Greater Manchester,2010,66170,2661841.0,24858.734988303208
TLD4,Lancashire,2010,32962,1457298.0,22618.57217947187
TLD6,Cheshire,2010,30805,899913.0,34231.08678283345
TLD7,Merseyside,2010,34903,1500704.0,23257.75102885046
TLE1,East Yorkshire and Northern Lincolnshire,2010,20752,915263.0,22673.26440596856
TLE2,North Yorkshire,2010,21398,794098.0,26946.296300960334
TLE3,South Yorkshire,2010,26721,1332871.0,20047.701540509173
TLE4,West Yorkshire,2010,53642,2212556.0,24244.358108902103
TLF1,Derbyshire and Nottinghamshire,2010,49265,2098381.0,23477.623939599147
TLF2,"Leicestershire, Rutland and Northamptonshire",2010,44664,1696885.0,26321.170851295166
TLF3,Lincolnshire,2010,15116,711805.0,21236.15315992442
TLG1,"Herefordshire, Worcestershire and Warwickshire",2010,31318,1291111.0,24256.628593513648
TLG2,Shropshire and Staffordshire,2010,33891,1562817.0,21685.840376704375
TLG3,West Midlands,2010,64711,2711938.0,23861.53370762901
TLH2,Bedfordshire and Hertfordshire,2010,48268,1716219.0,28124.61579786729
TLH3,Essex,2010,41566,1717620.0,24199.7647908152
TLH4,Cambridgeshire and Peterborough,2010,24617,796661.0,30900.219792358355
TLH5,Norfolk,2010,19135,852926.0,22434.537111074114
TLH6,Suffolk,2010,17354,723976.0,23970.407858824048
TLI3,Inner London - West,2010,179579,1083175.0,165789.46153668614
TLI4,Inner London - East,2010,99981,2096253.0,47695.10168858434
TLI5,Outer London - East and North East,2010,36616,1735699.0,21095.8236422329
TLI6,Outer London - South,2010,32889,1213616.0,27100.005273496725
TLI7,Outer London - West and North West,2010,61468,1932752.0,31803.356043610354
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2010,82907,2254528.0,36773.550827490275
TLJ2,"Surrey, East and West Sussex",2010,83607,2722104.0,30714.10938009716
TLJ3,Hampshire and Isle of Wight,2010,57258,1886496.0,30351.508829067225
TLJ4,Kent,2010,41657,1714643.0,24294.853214342576
TLK3,Cornwall and Isles of Scilly,2010,10530,532022.0,19792.414599396267
TLK4,Devon,2010,25376,1129578.0,22465.02676220677
TLK5,West of England,2010,30451,858782.0,35458.35846582719
TLK6,"North Somerset, Somerset and Dorset",2010,34702,1469653.0,23612.376526976095
TLK7,Gloucestershire and Wiltshire,2010,39842,1271235.0,31341.176100406297
TLL3,North Wales,2010,14223,685911.0,20735.926381119418
TLL4,Mid and South West Wales,2010,16375,890022.0,18398.42161205004
TLL5,South East Wales,2010,31895,1474038.0,21637.841086864788
TLM0,Eastern Scotland,2010,20194,910560.0,22177.561061324897
TLM1,East Central Scotland,2010,35191,980650.0,35885.382144496
TLM2,Highlands and Islands,2010,12290,622720.0,19735.996916752312
TLM3,West Central Scotland,2010,37315,1464120.0,25486.29893724558
TLM5,North Eastern Scotland,2010,18059,471160.0,38328.8055013159
TLM9,Southern Scotland,2010,20017,950790.0,21053.019068353686
TLN0,Northern Ireland,2010,40655,1804833.0,22525.62979511124
TLC3,Tees Valley,2011,13405,663028.0,20217.849019950892
TLC4,"Northumberland, Durham and Tyne & Wear",2011,40772,1933413.0,21088.09654222869
TLD1,Cumbria,2011,11790,499817.0,23588.63343983898
TLD3,Greater Manchester,2011,65578,2685386.0,24420.325420628542
TLD4,Lancashire,2011,33374,1461295.0,22838.646542963605
TLD6,Cheshire,2011,30992,902971.0,34322.253981578586
TLD7,Merseyside,2011,34449,1506492.0,22867.031487721142
TLE1,East Yorkshire and Northern Lincolnshire,2011,20087,918047.0,21880.143391351423
TLE2,North Yorkshire,2011,22053,798989.0,27601.13092921179
TLE3,South Yorkshire,2011,27186,1343805.0,20230.613816736804
TLE4,West Yorkshire,2011,54605,2227371.0,24515.448930600247
TLF1,Derbyshire and Nottinghamshire,2011,50696,2110326.0,24022.828700399845
TLF2,"Leicestershire, Rutland and Northamptonshire",2011,44329,1712354.0,25887.754518049423
TLF3,Lincolnshire,2011,15391,714768.0,21532.86101224453
TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,32929,1296730.0,25393.875363414125
TLG2,Shropshire and Staffordshire,2011,34996,1572204.0,22259.197915792098
TLG3,West Midlands,2011,65926,2739733.0,24062.928759846305
TLH2,Bedfordshire and Hertfordshire,2011,48035,1736949.0,27654.813123471096
TLH3,Essex,2011,41120,1729141.0,23780.5939480933
TLH4,Cambridgeshire and Peterborough,2011,25076,806769.0,31082.00736518136
TLH5,Norfolk,2011,19315,859426.0,22474.30261593203
TLH6,Suffolk,2011,17683,730133.0,24218.875191232284
TLI3,Inner London - West,2011,183794,1095487.0,167773.78462729361
TLI4,Inner London - East,2011,107025,2145615.0,49880.80340601646
TLI5,Outer London - East and North East,2011,36798,1768285.0,20809.99386411127
TLI6,Outer London - South,2011,32617,1227471.0,26572.52187628058
TLI7,Outer London - West and North West,2011,62711,1967549.0,31872.649677339676
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,86414,2275173.0,37981.28757681284
TLJ2,"Surrey, East and West Sussex",2011,83472,2744447.0,30414.870463885803
TLJ3,Hampshire and Isle of Wight,2011,58514,1901813.0,30767.483448688174
TLJ4,Kent,2011,42475,1731351.0,24532.864797490514
TLK3,Cornwall and Isles of Scilly,2011,10810,535984.0,20168.512492910235
TLK4,Devon,2011,25554,1135491.0,22504.801887465423
TLK5,West of England,2011,30555,867029.0,35241.03576696973
TLK6,"North Somerset, Somerset and Dorset",2011,35032,1480010.0,23670.110337092316
TLK7,Gloucestershire and Wiltshire,2011,39597,1282317.0,30879.25996457974
TLL3,North Wales,2011,14918,688417.0,21670.005243914664
TLL4,Mid and South West Wales,2011,16595,893509.0,18572.840340724044
TLL5,South East Wales,2011,32910,1481832.0,22208.99535169979
TLM0,Eastern Scotland,2011,20389,917380.0,22225.25016895943
TLM1,East Central Scotland,2011,34775,992860.0,35025.07906452068
TLM2,Highlands and Islands,2011,12804,625570.0,20467.733427114472
TLM3,West Central Scotland,2011,38286,1473120.0,25989.73607038123
TLM5,North Eastern Scotland,2011,18433,476110.0,38715.84297746319
TLM9,Southern Scotland,2011,20418,952950.0,21426.097906500865
TLN0,Northern Ireland,2011,41387,1814318.0,22811.32634962559
TLC3,Tees Valley,2012,13702,664161.0,20630.539884154594
TLC4,"Northumberland, Durham and Tyne & Wear",2012,41463,1934811.0,21430.000139548512
TLD1,Cumbria,2012,12248,498835.0,24553.208976916216
TLD3,Greater Manchester,2012,67787,2700093.0,25105.431553653892
TLD4,Lancashire,2012,33941,1465418.0,23161.309605859897
TLD6,Cheshire,2012,31976,907646.0,35229.593916571
TLD7,Merseyside,2012,33893,1507352.0,22485.126234615404
TLE1,East Yorkshire and Northern Lincolnshire,2012,20289,920439.0,22042.742647801755
TLE2,North Yorkshire,2012,22156,803120.0,27587.40910449248
TLE3,South Yorkshire,2012,27873,1348437.0,20670.598626409686
TLE4,West Yorkshire,2012,55407,2241490.0,24718.825424159822
TLF1,Derbyshire and Nottinghamshire,2012,51290,2121441.0,24176.9627342924
TLF2,"Leicestershire, Rutland and Northamptonshire",2012,45361,1729454.0,26228.509113280837
TLF3,Lincolnshire,2012,15657,719807.0,21751.663987707816
TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,34036,1304603.0,26089.16275679268
TLG2,Shropshire and Staffordshire,2012,35124,1576889.0,22274.23743839928
TLG3,West Midlands,2012,66702,2758833.0,24177.614230364794
TLH2,Bedfordshire and Hertfordshire,2012,48441,1757277.0,27565.944355955264
TLH3,Essex,2012,41588,1742829.0,23862.35253143022
TLH4,Cambridgeshire and Peterborough,2012,25730,817454.0,31475.7772302784
TLH5,Norfolk,2012,19913,864776.0,23026.772250848775
TLH6,Suffolk,2012,18090,732697.0,24689.605662367936
TLI3,Inner London - West,2012,190320,1100641.0,172917.41812271212
TLI4,Inner London - East,2012,109064,2179491.0,50041.04169276221
TLI5,Outer London - East and North East,2012,38245,1792986.0,21330.33944492595
TLI6,Outer London - South,2012,33472,1245990.0,26863.779003041756
TLI7,Outer London - West and North West,2012,65482,2001659.0,32713.86384993648
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,89172,2304463.0,38695.348981519775
TLJ2,"Surrey, East and West Sussex",2012,85676,2766941.0,30964.158614151875
TLJ3,Hampshire and Isle of Wight,2012,59460,1914030.0,31065.343803388663
TLJ4,Kent,2012,42682,1746406.0,24439.906871598014
TLK3,Cornwall and Isles of Scilly,2012,10920,539660.0,20234.9627543268
TLK4,Devon,2012,25601,1140828.0,22440.718495689096
TLK5,West of England,2012,31534,875603.0,36014.0383255882
TLK6,"North Somerset, Somerset and Dorset",2012,35168,1489344.0,23613.08065833011
TLK7,Gloucestershire and Wiltshire,2012,39939,1290908.0,30938.688117201225
TLL3,North Wales,2012,15072,689203.0,21868.73823822589
TLL4,Mid and South West Wales,2012,16904,895079.0,18885.4838511461
TLL5,South East Wales,2012,33575,1486646.0,22584.39467095731
TLM0,Eastern Scotland,2012,20761,918690.0,22598.48262199436
TLM1,East Central Scotland,2012,35676,997950.0,35749.28603637457
TLM2,Highlands and Islands,2012,12776,622770.0,20514.796794964434
TLM3,West Central Scotland,2012,38462,1474110.0,26091.67565514107
TLM5,North Eastern Scotland,2012,19111,479790.0,39832.0098376373
TLM9,Southern Scotland,2012,20291,952530.0,21302.216203164204
TLN0,Northern Ireland,2012,42233,1824603.0,23146.404998786038
TLC3,Tees Valley,2013,13758,665405.0,20676.129575221104
TLC4,"Northumberland, Durham and Tyne & Wear",2013,41156,1937894.0,21237.487705725907
TLD1,Cumbria,2013,12366,498080.0,24827.336973980084
TLD3,Greater Manchester,2013,69526,2714958.0,25608.499284335154
TLD4,Lancashire,2013,34118,1470467.0,23202.152785475635
TLD6,Cheshire,2013,32452,913337.0,35531.2442176327
TLD7,Merseyside,2013,34202,1508304.0,22675.800103957823
TLE1,East Yorkshire and Northern Lincolnshire,2013,20445,921431.0,22188.31361219668
TLE2,North Yorkshire,2013,22368,805319.0,27775.328782755652
TLE3,South Yorkshire,2013,28055,1352510.0,20742.915024657857
