itl2_code,itl2_name,year,population
TLH5,Norfolk,2016,891150.0
TLH6,Suffolk,2016,747783.0
TLI3,Inner London - West,2016,1108547.0
TLI4,Inner London - East,2016,2318264.0
TLI5,Outer London - East and North East,2016,1903053.0
TLI6,Outer London - South,2016,1299513.0
TLI7,Outer London - West and North West,2016,2114274.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,2420592.0
TLJ2,"Surrey, East and West Sussex",2016,2857233.0
TLJ3,Hampshire and Isle of Wight,2016,1966660.0
TLJ4,Kent,2016,1808526.0
TLK3,Cornwall and Isles of Scilly,2016,553439.0
TLK4,Devon,2016,1174412.0
TLK5,West of England,2016,920903.0
TLK6,"North Somerset, Somerset and Dorset",2016,1536948.0
TLK7,Gloucestershire and Wiltshire,2016,1341280.0
TLL3,North Wales,2016,687418.0
TLL4,Mid and South West Wales,2016,892154.0
TLL5,South East Wales,2016,1497593.0
TLM0,Eastern Scotland,2016,924810.0
TLM1,East Central Scotland,2016,1027830.0
TLM2,Highlands and Islands,2016,625440.0
TLM3,West Central Scotland,2016,1490040.0
TLM5,North Eastern Scotland,2016,488800.0
TLM9,Southern Scotland,2016,952630.0
TLN0,Northern Ireland,2016,1866042.0
TLC3,Tees Valley,2017,672690.0
TLC4,"Northumberland, Durham and Tyne & Wear",2017,1951097.0
TLD1,Cumbria,2017,498693.0
TLD3,Greater Manchester,2017,2804283.0
TLD4,Lancashire,2017,1496853.0
TLD6,Cheshire,2017,942398.0
TLD7,Merseyside,2017,1533538.0
TLE1,East Yorkshire and Northern Lincolnshire,2017,933578.0
TLE2,North Yorkshire,2017,810837.0
TLE3,South Yorkshire,2017,1368187.0
TLE4,West Yorkshire,2017,2315182.0
TLF1,Derbyshire and Nottinghamshire,2017,2176697.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2017,1848618.0
TLF3,Lincolnshire,2017,753031.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,1351030.0
TLG2,Shropshire and Staffordshire,2017,1614523.0
TLG3,West Midlands,2017,2889499.0
TLH2,Bedfordshire and Hertfordshire,2017,1858958.0
TLH3,Essex,2017,1822045.0
TLH4,Cambridgeshire and Peterborough,2017,869702.0
TLH5,Norfolk,2017,898548.0
TLH6,Suffolk,2017,753590.0
TLI3,Inner London - West,2017,1104033.0
TLI4,Inner London - East,2017,2328482.0
TLI5,Outer London - East and North East,2017,1915435.0
TLI6,Outer London - South,2017,1303737.0
TLI7,Outer London - West and North West,2017,2124542.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,2438363.0
TLJ2,"Surrey, East and West Sussex",2017,2868837.0
TLJ3,Hampshire and Isle of Wight,2017,1976517.0
TLJ4,Kent,2017,1821359.0
TLK3,Cornwall and Isles of Scilly,2017,559091.0
TLK4,Devon,2017,1185975.0
TLK5,West of England,2017,928386.0
TLK6,"North Somerset, Somerset and Dorset",2017,1546645.0
TLK7,Gloucestershire and Wiltshire,2017,1354569.0
TLL3,North Wales,2017,687156.0
TLL4,Mid and South West Wales,2017,891334.0
TLL5,South East Wales,2017,1502876.0
TLM0,Eastern Scotland,2017,926250.0
TLM1,East Central Scotland,2017,1036170.0
TLM2,Highlands and Islands,2017,624890.0
TLM3,West Central Scotland,2017,1496270.0
TLM5,North Eastern Scotland,2017,486810.0
TLM9,Southern Scotland,2017,953620.0
TLN0,Northern Ireland,2017,1875178.0
TLC3,Tees Valley,2018,673541.0
TLC4,"Northumberland, Durham and Tyne & Wear",2018,1955852.0
TLD1,Cumbria,2018,498941.0
TLD3,Greater Manchester,2018,2823878.0
TLD4,Lancashire,2018,1503339.0
TLD6,Cheshire,2018,948975.0
TLD7,Merseyside,2018,1540983.0
TLE1,East Yorkshire and Northern Lincolnshire,2018,934259.0
TLE2,North Yorkshire,2018,811641.0
TLE3,South Yorkshire,2018,1372522.0
TLE4,West Yorkshire,2018,2325461.0
TLF1,Derbyshire and Nottinghamshire,2018,2186393.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2018,1871477.0
TLF3,Lincolnshire,2018,757281.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2018,1359892.0
TLG2,Shropshire and Staffordshire,2018,1622313.0
TLG3,West Midlands,2018,2907123.0
TLH2,Bedfordshire and Hertfordshire,2018,1868416.0
TLH3,Essex,2018,1833375.0
TLH4,Cambridgeshire and Peterborough,2018,876713.0
TLH5,Norfolk,2018,903527.0
TLH6,Suffolk,2018,755345.0
TLI3,Inner London - West,2018,1104525.0
TLI4,Inner London - East,2018,2349065.0
TLI5,Outer London - East and North East,2018,1929180.0
TLI6,Outer London - South,2018,1308552.0
TLI7,Outer London - West and North West,2018,2142013.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,2457736.0
TLJ2,"Surrey, East and West Sussex",2018,2878969.0
TLJ3,Hampshire and Isle of Wight,2018,1981860.0
TLJ4,Kent,2018,1831680.0
TLK3,Cornwall and Isles of Scilly,2018,562127.0
TLK4,Devon,2018,1193623.0
TLK5,West of England,2018,938234.0
TLK6,"North Somerset, Somerset and Dorset",2018,1552187.0
TLK7,Gloucestershire and Wiltshire,2018,1363530.0
TLL3,North Wales,2018,686482.0
TLL4,Mid and South West Wales,2018,890422.0
TLL5,South East Wales,2018,1506936.0
TLM0,Eastern Scotland,2018,925480.0
TLM1,East Central Scotland,2018,1041570.0
TLM2,Highlands and Islands,2018,622670.0
TLM3,West Central Scotland,2018,1500690.0
TLM5,North Eastern Scotland,2018,484390.0
TLM9,Southern Scotland,2018,952430.0
TLN0,Northern Ireland,2018,1886259.0
TLC3,Tees Valley,2019,674626.0
TLC4,"Northumberland, Durham and Tyne & Wear",2019,1962050.0
TLD1,Cumbria,2019,499171.0
TLD3,Greater Manchester,2019,2847959.0
TLD4,Lancashire,2019,1513857.0
TLD6,Cheshire,2019,956163.0
TLD7,Merseyside,2019,1546117.0
TLE1,East Yorkshire and Northern Lincolnshire,2019,935933.0
TLE2,North Yorkshire,2019,814537.0
TLE3,South Yorkshire,2019,1374386.0
TLE4,West Yorkshire,2019,2339795.0
TLF1,Derbyshire and Nottinghamshire,2019,2194954.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2019,1887784.0
TLF3,Lincolnshire,2019,761263.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,1368778.0
TLG2,Shropshire and Staffordshire,2019,1631108.0
TLG3,West Midlands,2019,2921091.0
TLH2,Bedfordshire and Hertfordshire,2019,1881839.0
TLH3,Essex,2019,1846380.0
TLH4,Cambridgeshire and Peterborough,2019,881675.0
TLH5,Norfolk,2019,906964.0
TLH6,Suffolk,2019,757321.0
TLI3,Inner London - West,2019,1104241.0
TLI4,Inner London - East,2019,2364397.0
TLI5,Outer London - East and North East,2019,1942897.0
TLI6,Outer London - South,2019,1317367.0
TLI7,Outer London - West and North West,2019,2160841.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,2475951.0
TLJ2,"Surrey, East and West Sussex",2019,2889145.0
TLJ3,Hampshire and Isle of Wight,2019,1985982.0
TLJ4,Kent,2019,1842692.0
TLK3,Cornwall and Isles of Scilly,2019,565793.0
TLK4,Devon,2019,1200337.0
TLK5,West of England,2019,944659.0
TLK6,"North Somerset, Somerset and Dorset",2019,1558408.0
TLK7,Gloucestershire and Wiltshire,2019,1373595.0
TLL3,North Wales,2019,685315.0
TLL4,Mid and South West Wales,2019,889844.0
TLL5,South East Wales,2019,1512573.0
TLM0,Eastern Scotland,2019,927940.0
TLM1,East Central Scotland,2019,1049480.0
TLM2,Highlands and Islands,2019,621730.0
TLM3,West Central Scotland,2019,1508090.0
TLM5,North Eastern Scotland,2019,484660.0
TLM9,Southern Scotland,2019,953870.0
TLN0,Northern Ireland,2019,1898519.0
TLC3,Tees Valley,2020,674447.0
TLC4,"Northumberland, Durham and Tyne & Wear",2020,1962979.0
TLD1,Cumbria,2020,498439.0
TLD3,Greater Manchester,2020,2856110.0
TLD4,Lancashire,2020,1520252.0
TLD6,Cheshire,2020,959568.0
TLD7,Merseyside,2020,1546236.0
TLE1,East Yorkshire and Northern Lincolnshire,2020,935988.0
TLE2,North Yorkshire,2020,813068.0
TLE3,South Yorkshire,2020,1373015.0
TLE4,West Yorkshire,2020,2346416.0
TLF1,Derbyshire and Nottinghamshire,2020,2197772.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2020,1894087.0
TLF3,Lincolnshire,2020,763610.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,1374958.0
TLG2,Shropshire and Staffordshire,2020,1635490.0
TLG3,West Midlands,2020,2921476.0
TLH2,Bedfordshire and Hertfordshire,2020,1893635.0
TLH3,Essex,2020,1852594.0
TLH4,Cambridgeshire and Peterborough,2020,884999.0
TLH5,Norfolk,2020,909883.0
TLH6,Suffolk,2020,756668.0
TLI3,Inner London - West,2020,1093830.0
TLI4,Inner London - East,2020,2352890.0
TLI5,Outer London - East and North East,2020,1940867.0
TLI6,Outer London - South,2020,1320140.0
TLI7,Outer London - West and North West,2020,2159281.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,2492612.0
TLJ2,"Surrey, East and West Sussex",2020,2894279.0
TLJ3,Hampshire and Isle of Wight,2020,1990047.0
TLJ4,Kent,2020,1848335.0
TLK3,Cornwall and Isles of Scilly,2020,567075.0
TLK4,Devon,2020,1204321.0
TLK5,West of England,2020,951007.0
TLK6,"North Somerset, Somerset and Dorset",2020,1559394.0
TLK7,Gloucestershire and Wiltshire,2020,1380193.0
TLL3,North Wales,2020,688167.0
TLL4,Mid and South West Wales,2020,894883.0
TLL5,South East Wales,2020,1521433.0
TLM0,Eastern Scotland,2020,926720.0
TLM1,East Central Scotland,2020,1052150.0
TLM2,Highlands and Islands,2020,619920.0
TLM3,West Central Scotland,2020,1507990.0
TLM5,North Eastern Scotland,2020,484220.0
TLM9,Southern Scotland,2020,951940.0
TLN0,Northern Ireland,2020,1900523.0
TLC3,Tees Valley,2021,678365.0
TLC4,"Northumberland, Durham and Tyne & Wear",2021,1969128.0
TLD1,Cumbria,2021,500729.0
TLD3,Greater Manchester,2021,2869531.0
TLD4,Lancashire,2021,1532158.0
TLD6,Cheshire,2021,969386.0
TLD7,Merseyside,2021,1552288.0
TLE1,East Yorkshire and Northern Lincolnshire,2021,936778.0
TLE2,North Yorkshire,2021,820478.0
TLE3,South Yorkshire,2021,1374792.0
TLE4,West Yorkshire,2021,2350407.0
TLF1,Derbyshire and Nottinghamshire,2021,2204080.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2021,1908039.0
TLF3,Lincolnshire,2021,769440.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,1391539.0
TLG2,Shropshire and Staffordshire,2021,1646436.0
TLG3,West Midlands,2021,2918251.0
TLH2,Bedfordshire and Hertfordshire,2021,1907304.0
TLH3,Essex,2021,1863314.0
TLH4,Cambridgeshire and Peterborough,2021,897217.0
TLH5,Norfolk,2021,918462.0
TLH6,Suffolk,2021,763349.0
TLI3,Inner London - West,2021,1081421.0
TLI4,Inner London - East,2021,2329886.0
TLI5,Outer London - East and North East,2021,1935127.0
TLI6,Outer London - South,2021,1313625.0
TLI7,Outer London - West and North West,2021,2144710.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2021,2521231.0
TLJ2,"Surrey, East and West Sussex",2021,2914357.0
TLJ3,Hampshire and Isle of Wight,2021,2001786.0
TLJ4,Kent,2021,1858455.0
TLK3,Cornwall and Isles of Scilly,2021,574219.0
TLK4,Devon,2021,1218643.0
TLK5,West of England,2021,954590.0
TLK6,"North Somerset, Somerset and Dorset",2021,1571885.0
TLK7,Gloucestershire and Wiltshire,2021,1393485.0
TLL3,North Wales,2021,687041.0
TLL4,Mid and South West Wales,2021,895833.0
TLL5,South East Wales,2021,1522759.0
TLM0,Eastern Scotland,2021,926390.0
TLM1,East Central Scotland,2021,1052370.0
TLM2,Highlands and Islands,2021,623090.0
TLM3,West Central Scotland,2021,1506500.0
TLM5,North Eastern Scotland,2021,483770.0
TLM9,Southern Scotland,2021,954640.0
TLN0,Northern Ireland,2021,1904564.0
TLC3,Tees Valley,2022,690177.0
TLC4,"Northumberland, Durham and Tyne & Wear",2022,1991711.0
TLD1,Cumbria,2022,502864.0
TLD3,Greater Manchester,2022,2916811.0
TLD4,Lancashire,2022,1552464.0
TLD6,Cheshire,2022,980358.0
TLD7,Merseyside,2022,1568464.0
TLE1,East Yorkshire and Northern Lincolnshire,2022,943637.0
TLE2,North Yorkshire,2022,828033.0
TLE3,South Yorkshire,2022,1392689.0
TLE4,West Yorkshire,2022,2374137.0
TLF1,Derbyshire and Nottinghamshire,2022,2229307.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2022,1931754.0
TLF3,Lincolnshire,2022,777140.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,1407545.0
TLG2,Shropshire and Staffordshire,2022,1663164.0
TLG3,West Midlands,2022,2949911.0
TLH2,Bedfordshire and Hertfordshire,2022,1923903.0
TLH3,Essex,2022,1877581.0
TLH4,Cambridgeshire and Peterborough,2022,910398.0
TLH5,Norfolk,2022,925745.0
TLH6,Suffolk,2022,769034.0
TLI3,Inner London - West,2022,1111299.0
TLI4,Inner London - East,2022,2368363.0
TLI5,Outer London - East and North East,2022,1948529.0
TLI6,Outer London - South,2022,1319688.0
TLI7,Outer London - West and North West,2022,2169481.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2022,2556395.0
TLJ2,"Surrey, East and West Sussex",2022,2941496.0
TLJ3,Hampshire and Isle of Wight,2022,2020664.0
TLJ4,Kent,2022,1878761.0
TLK3,Cornwall and Isles of Scilly,2022,577600.0
TLK4,Devon,2022,1232580.0
TLK5,West of England,2022,970877.0
TLK6,"North Somerset, Somerset and Dorset",2022,1582431.0
TLK7,Gloucestershire and Wiltshire,2022,1404710.0
TLL3,North Wales,2022,689124.0
TLL4,Mid and South West Wales,2022,904406.0
TLL5,South East Wales,2022,1539200.0
TLM0,Eastern Scotland,2022,930020.0
TLM1,East Central Scotland,2022,1064250.0
TLM2,Highlands and Islands,2022,622600.0
TLM3,West Central Scotland,2022,1520120.0
TLM5,North Eastern Scotland,2022,488000.0
TLM9,Southern Scotland,2022,955500.0
TLN0,Northern Ireland,2022,1910543.0
TLC3,Tees Valley,2023,700850.0
TLC4,"Northumberland, Durham and Tyne & Wear",2023,2018439.0
TLD1,Cumbria,2023,506303.0
TLD3,Greater Manchester,2023,2960274.0
TLD4,Lancashire,2023,1575141.0
TLD6,Cheshire,2023,994656.0
TLD7,Merseyside,2023,1587556.0
TLE1,East Yorkshire and Northern Lincolnshire,2023,953615.0
TLE2,North Yorkshire,2023,834315.0
TLE3,South Yorkshire,2023,1412259.0
TLE4,West Yorkshire,2023,2403720.0
TLF1,Derbyshire and Nottinghamshire,2023,2256132.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2023,1965103.0
TLF3,Lincolnshire,2023,785707.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,1428002.0
TLG2,Shropshire and Staffordshire,2023,1684992.0
TLG3,West Midlands,2023,2992183.0
TLH2,Bedfordshire and Hertfordshire,2023,1955720.0
TLH3,Essex,2023,1902830.0
TLH4,Cambridgeshire and Peterborough,2023,925019.0
TLH5,Norfolk,2023,934300.0
TLH6,Suffolk,2023,778217.0
TLI3,Inner London - West,2023,1126331.0
TLI4,Inner London - East,2023,2406083.0
TLI5,Outer London - East and North East,2023,1980084.0
TLI6,Outer London - South,2023,1336541.0
TLI7,Outer London - West and North West,2023,2217867.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2023,2603705.0
TLJ2,"Surrey, East and West Sussex",2023,2979871.0
TLJ3,Hampshire and Isle of Wight,2023,2046673.0
TLJ4,Kent,2023,1907003.0
TLK3,Cornwall and Isles of Scilly,2023,581426.0
TLK4,Devon,2023,1244305.0
TLK5,West of England,2023,986115.0
TLK6,"North Somerset, Somerset and Dorset",2023,1598094.0
TLK7,Gloucestershire and Wiltshire,2023,1421360.0
TLL3,North Wales,2023,693621.0
TLL4,Mid and South West Wales,2023,913153.0
TLL5,South East Wales,2023,1558301.0
TLM0,Eastern Scotland,2023,938080.0
TLM1,East Central Scotland,2023,1082120.0
TLM2,Highlands and Islands,2023,624350.0
TLM3,West Central Scotland,2023,1545350.0
TLM5,North Eastern Scotland,2023,495000.0
TLM9,Southern Scotland,2023,960650.0
TLN0,Northern Ireland,2023,1920382.0
TLC3,Tees Valley,2024,709524.0
TLC4,"Northumberland, Durham and Tyne & Wear",2024,2039224.0
TLD1,Cumbria,2024,509835.0
TLD3,Greater Manchester,2024,2999731.0
TLD4,Lancashire,2024,1597410.0
TLD6,Cheshire,2024,1006063.0
TLD7,Merseyside,2024,1603067.0
TLE1,East Yorkshire and Northern Lincolnshire,2024,961267.0
TLE2,North Yorkshire,2024,841929.0
TLE3,South Yorkshire,2024,1428140.0
TLE4,West Yorkshire,2024,2425235.0
TLF1,Derbyshire and Nottinghamshire,2024,2280480.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2024,1989227.0
TLF3,Lincolnshire,2024,790533.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2024,1445783.0
TLG2,Shropshire and Staffordshire,2024,1704248.0
TLG3,West Midlands,2024,3031602.0
TLH2,Bedfordshire and Hertfordshire,2024,1982973.0
TLH3,Essex,2024,1924718.0
TLH4,Cambridgeshire and Peterborough,2024,937370.0
TLH5,Norfolk,2024,940468.0
TLH6,Suffolk,2024,785501.0
TLI3,Inner London - West,2024,1129534.0
TLI4,Inner London - East,2024,2417344.0
TLI5,Outer London - East and North East,2024,2007664.0
TLI6,Outer London - South,2024,1349933.0
TLI7,Outer London - West and North West,2024,2245171.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2024,2640522.0
TLJ2,"Surrey, East and West Sussex",2024,3007289.0
TLJ3,Hampshire and Isle of Wight,2024,2060066.0
TLJ4,Kent,2024,1930768.0
TLK3,Cornwall and Isles of Scilly,2024,584588.0
TLK4,Devon,2024,1253809.0
TLK5,West of England,2024,1000530.0
TLK6,"North Somerset, Somerset and Dorset",2024,1610190.0
TLK7,Gloucestershire and Wiltshire,2024,1435434.0
TLL3,North Wales,2024,695708.0
TLL4,Mid and South West Wales,2024,916818.0
TLL5,South East Wales,2024,1565423.0
TLM0,Eastern Scotland,2024,940150.0
TLM1,East Central Scotland,2024,1092980.0
TLM2,Highlands and Islands,2024,624800.0
TLM3,West Central Scotland,2024,1559160.0
TLM5,North Eastern Scotland,2024,496430.0
TLM9,Southern Scotland,2024,963610.0
TLN0,Northern Ireland,2024,1927855.0
TLC3,Tees Valley,2025,712552.0
TLC4,"Northumberland, Durham and Tyne & Wear",2025,2050194.0
TLD1,Cumbria,2025,513650.0
TLD3,Greater Manchester,2025,3017590.0
TLD4,Lancashire,2025,1615860.0
TLD6,Cheshire,2025,1014835.0
TLD7,Merseyside,2025,1610919.0
TLE1,East Yorkshire and Northern Lincolnshire,2025,965113.0
TLE2,North Yorkshire,2025,848251.0
TLE3,South Yorkshire,2025,1434478.0
TLE4,West Yorkshire,2025,2424324.0
TLF1,Derbyshire and Nottinghamshire,2025,2290652.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2025,2000980.0
TLF3,Lincolnshire,2025,794009.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2025,1460769.0
TLG2,Shropshire and Staffordshire,2025,1717895.0
TLG3,West Midlands,2025,3027190.0
TLH2,Bedfordshire and Hertfordshire,2025,1993781.0
TLH3,Essex,2025,1943003.0
TLH4,Cambridgeshire and Peterborough,2025,941740.0
TLH5,Norfolk,2025,945427.0
TLH6,Suffolk,2025,789850.0
TLI3,Inner London - West,2025,1120465.0
TLI4,Inner London - East,2025,2395493.0
TLI5,Outer London - East and North East,2025,2012352.0
TLI6,Outer London - South,2025,1351757.0
TLI7,Outer London - West and North West,2025,2242842.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2025,2660673.0
TLJ2,"Surrey, East and West Sussex",2025,3022520.0
TLJ3,Hampshire and Isle of Wight,2025,2063185.0
TLJ4,Kent,2025,1945466.0
TLK3,Cornwall and Isles of Scilly,2025,587081.0
TLK4,Devon,2025,1256388.0
TLK5,West of England,2025,1004945.0
TLK6,"North Somerset, Somerset and Dorset",2025,1614997.0
TLK7,Gloucestershire and Wiltshire,2025,1443586.0
TLL3,North Wales,2025,695501.0
TLL4,Mid and South West Wales,2025,914882.0
TLL5,South East Wales,2025,1564798.0
TLM0,Eastern Scotland,2025,937570.0
TLM1,East Central Scotland,2025,1095690.0
TLM2,Highlands and Islands,2025,623360.0
TLM3,West Central Scotland,2025,1563810.0
TLM5,North Eastern Scotland,2025,494820.0
TLM9,Southern Scotland,2025,963910.0
TLN0,Northern Ireland,2025,0.0
