itl2_code,itl2_name,year,population
TLK4,Devon,2003,1088683.0
TLK5,West of England,2003,810991.0
TLK6,"North Somerset, Somerset and Dorset",2003,1399963.0
TLK7,Gloucestershire and Wiltshire,2003,1196282.0
TLL3,North Wales,2003,669372.0
TLL4,Mid and South West Wales,2003,857739.0
TLL5,South East Wales,2003,1410610.0
TLM0,Eastern Scotland,2003,875330.0
TLM1,East Central Scotland,2003,925710.0
TLM2,Highlands and Islands,2003,595630.0
TLM3,West Central Scotland,2003,1440170.0
TLM5,North Eastern Scotland,2003,440530.0
TLM9,Southern Scotland,2003,927440.0
TLN0,Northern Ireland,2003,1704924.0
TLC3,Tees Valley,2004,652441.0
TLC4,"Northumberland, Durham and Tyne & Wear",2004,1888061.0
TLD1,Cumbria,2004,494918.0
TLD3,Greater Manchester,2004,2549752.0
TLD4,Lancashire,2004,1434024.0
TLD6,Cheshire,2004,874687.0
TLD7,Merseyside,2004,1486988.0
TLE1,East Yorkshire and Northern Lincolnshire,2004,894919.0
TLE2,North Yorkshire,2004,766602.0
TLE3,South Yorkshire,2004,1283439.0
TLE4,West Yorkshire,2004,2118239.0
TLF1,Derbyshire and Nottinghamshire,2004,2020561.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2004,1598500.0
TLF3,Lincolnshire,2004,672415.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2004,1243330.0
TLG2,Shropshire and Staffordshire,2004,1509054.0
TLG3,West Midlands,2004,2593992.0
TLH2,Bedfordshire and Hertfordshire,2004,1622681.0
TLH3,Essex,2004,1643176.0
TLH4,Cambridgeshire and Peterborough,2004,737930.0
TLH5,Norfolk,2004,815690.0
TLH6,Suffolk,2004,689087.0
TLI3,Inner London - West,2004,1045466.0
TLI4,Inner London - East,2004,1870446.0
TLI5,Outer London - East and North East,2004,1595479.0
TLI6,Outer London - South,2004,1155498.0
TLI7,Outer London - West and North West,2004,1765841.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2004,2125892.0
TLJ2,"Surrey, East and West Sussex",2004,2585983.0
TLJ3,Hampshire and Isle of Wight,2004,1808382.0
TLJ4,Kent,2004,1612843.0
TLK3,Cornwall and Isles of Scilly,2004,514020.0
TLK4,Devon,2004,1094801.0
TLK5,West of England,2004,817554.0
TLK6,"North Somerset, Somerset and Dorset",2004,1407246.0
TLK7,Gloucestershire and Wiltshire,2004,1204663.0
TLL3,North Wales,2004,672442.0
TLL4,Mid and South West Wales,2004,864578.0
TLL5,South East Wales,2004,1420402.0
TLM0,Eastern Scotland,2004,878820.0
TLM1,East Central Scotland,2004,930110.0
TLM2,Highlands and Islands,2004,599590.0
TLM3,West Central Scotland,2004,1437410.0
TLM5,North Eastern Scotland,2004,442510.0
TLM9,Southern Scotland,2004,932360.0
TLN0,Northern Ireland,2004,1714042.0
TLC3,Tees Valley,2005,653788.0
TLC4,"Northumberland, Durham and Tyne & Wear",2005,1893339.0
TLD1,Cumbria,2005,497040.0
TLD3,Greater Manchester,2005,2564055.0
TLD4,Lancashire,2005,1440141.0
TLD6,Cheshire,2005,879968.0
TLD7,Merseyside,2005,1488817.0
TLE1,East Yorkshire and Northern Lincolnshire,2005,900831.0
TLE2,North Yorkshire,2005,772215.0
TLE3,South Yorkshire,2005,1293188.0
TLE4,West Yorkshire,2005,2142174.0
TLF1,Derbyshire and Nottinghamshire,2005,2034828.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2005,1616960.0
TLF3,Lincolnshire,2005,677324.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2005,1251572.0
TLG2,Shropshire and Staffordshire,2005,1517252.0
TLG3,West Midlands,2005,2611863.0
TLH2,Bedfordshire and Hertfordshire,2005,1634684.0
TLH3,Essex,2005,1656371.0
TLH4,Cambridgeshire and Peterborough,2005,750871.0
TLH5,Norfolk,2005,822890.0
TLH6,Suffolk,2005,697837.0
TLI3,Inner London - West,2005,1066247.0
TLI4,Inner London - East,2005,1890801.0
TLI5,Outer London - East and North East,2005,1609236.0
TLI6,Outer London - South,2005,1163648.0
TLI7,Outer London - West and North West,2005,1789077.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2005,2148393.0
TLJ2,"Surrey, East and West Sussex",2005,2603961.0
TLJ3,Hampshire and Isle of Wight,2005,1823227.0
TLJ4,Kent,2005,1627315.0
TLK3,Cornwall and Isles of Scilly,2005,517308.0
TLK4,Devon,2005,1105314.0
TLK5,West of England,2005,829859.0
TLK6,"North Somerset, Somerset and Dorset",2005,1418378.0
TLK7,Gloucestershire and Wiltshire,2005,1215262.0
TLL3,North Wales,2005,673227.0
TLL4,Mid and South West Wales,2005,868145.0
TLL5,South East Wales,2005,1427937.0
TLM0,Eastern Scotland,2005,885130.0
TLM1,East Central Scotland,2005,937390.0
TLM2,Highlands and Islands,2005,604440.0
TLM3,West Central Scotland,2005,1437950.0
TLM5,North Eastern Scotland,2005,446260.0
TLM9,Southern Scotland,2005,935720.0
TLN0,Northern Ireland,2005,1727733.0
TLC3,Tees Valley,2006,655350.0
TLC4,"Northumberland, Durham and Tyne & Wear",2006,1897218.0
TLD1,Cumbria,2006,498813.0
TLD3,Greater Manchester,2006,2582260.0
TLD4,Lancashire,2006,1445983.0
TLD6,Cheshire,2006,885010.0
TLD7,Merseyside,2006,1489519.0
TLE1,East Yorkshire and Northern Lincolnshire,2006,903857.0
TLE2,North Yorkshire,2006,776276.0
TLE3,South Yorkshire,2006,1299676.0
TLE4,West Yorkshire,2006,2154207.0
TLF1,Derbyshire and Nottinghamshire,2006,2045045.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2006,1636217.0
TLF3,Lincolnshire,2006,685414.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2006,1261862.0
TLG2,Shropshire and Staffordshire,2006,1527631.0
TLG3,West Midlands,2006,2626028.0
TLH2,Bedfordshire and Hertfordshire,2006,1647211.0
TLH3,Essex,2006,1668283.0
TLH4,Cambridgeshire and Peterborough,2006,758777.0
TLH5,Norfolk,2006,829062.0
TLH6,Suffolk,2006,702961.0
TLI3,Inner London - West,2006,1068573.0
TLI4,Inner London - East,2006,1921097.0
TLI5,Outer London - East and North East,2006,1626375.0
TLI6,Outer London - South,2006,1170481.0
TLI7,Outer London - West and North West,2006,1811299.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2006,2167530.0
TLJ2,"Surrey, East and West Sussex",2006,2627332.0
TLJ3,Hampshire and Isle of Wight,2006,1832887.0
TLJ4,Kent,2006,1643112.0
TLK3,Cornwall and Isles of Scilly,2006,520248.0
TLK4,Devon,2006,1110627.0
TLK5,West of England,2006,834890.0
TLK6,"North Somerset, Somerset and Dorset",2006,1427987.0
TLK7,Gloucestershire and Wiltshire,2006,1226088.0
TLL3,North Wales,2006,675881.0
TLL4,Mid and South West Wales,2006,873277.0
TLL5,South East Wales,2006,1436510.0
TLM0,Eastern Scotland,2006,890130.0
TLM1,East Central Scotland,2006,944080.0
TLM2,Highlands and Islands,2006,608820.0
TLM3,West Central Scotland,2006,1437540.0
TLM5,North Eastern Scotland,2006,450810.0
TLM9,Southern Scotland,2006,938410.0
TLN0,Northern Ireland,2006,1743113.0
TLC3,Tees Valley,2007,656668.0
TLC4,"Northumberland, Durham and Tyne & Wear",2007,1905377.0
TLD1,Cumbria,2007,500779.0
TLD3,Greater Manchester,2007,2598619.0
TLD4,Lancashire,2007,1449418.0
TLD6,Cheshire,2007,890926.0
TLD7,Merseyside,2007,1489535.0
TLE1,East Yorkshire and Northern Lincolnshire,2007,908016.0
TLE2,North Yorkshire,2007,781017.0
TLE3,South Yorkshire,2007,1306289.0
TLE4,West Yorkshire,2007,2168816.0
TLF1,Derbyshire and Nottinghamshire,2007,2056005.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2007,1655030.0
TLF3,Lincolnshire,2007,693739.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2007,1272346.0
TLG2,Shropshire and Staffordshire,2007,1537820.0
TLG3,West Midlands,2007,2641758.0
TLH2,Bedfordshire and Hertfordshire,2007,1662606.0
TLH3,Essex,2007,1680058.0
TLH4,Cambridgeshire and Peterborough,2007,766781.0
TLH5,Norfolk,2007,834945.0
TLH6,Suffolk,2007,709144.0
TLI3,Inner London - West,2007,1070541.0
TLI4,Inner London - East,2007,1960223.0
TLI5,Outer London - East and North East,2007,1647144.0
TLI6,Outer London - South,2007,1179573.0
TLI7,Outer London - West and North West,2007,1835992.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2007,2189942.0
TLJ2,"Surrey, East and West Sussex",2007,2653974.0
TLJ3,Hampshire and Isle of Wight,2007,1843860.0
TLJ4,Kent,2007,1663615.0
TLK3,Cornwall and Isles of Scilly,2007,524250.0
TLK4,Devon,2007,1119735.0
TLK5,West of England,2007,841176.0
TLK6,"North Somerset, Somerset and Dorset",2007,1444179.0
TLK7,Gloucestershire and Wiltshire,2007,1241197.0
TLL3,North Wales,2007,679485.0
TLL4,Mid and South West Wales,2007,879679.0
TLL5,South East Wales,2007,1447135.0
TLM0,Eastern Scotland,2007,896150.0
TLM1,East Central Scotland,2007,953770.0
TLM2,Highlands and Islands,2007,613790.0
TLM3,West Central Scotland,2007,1443160.0
TLM5,North Eastern Scotland,2007,456860.0
TLM9,Southern Scotland,2007,943690.0
TLN0,Northern Ireland,2007,1761683.0
TLC3,Tees Valley,2008,658509.0
TLC4,"Northumberland, Durham and Tyne & Wear",2008,1910803.0
TLD1,Cumbria,2008,500916.0
TLD3,Greater Manchester,2008,2620007.0
TLD4,Lancashire,2008,1451175.0
TLD6,Cheshire,2008,894700.0
TLD7,Merseyside,2008,1491749.0
TLE1,East Yorkshire and Northern Lincolnshire,2008,912437.0
TLE2,North Yorkshire,2008,785747.0
TLE3,South Yorkshire,2008,1315448.0
TLE4,West Yorkshire,2008,2185043.0
TLF1,Derbyshire and Nottinghamshire,2008,2069957.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2008,1670388.0
TLF3,Lincolnshire,2008,700780.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2008,1281965.0
TLG2,Shropshire and Staffordshire,2008,1548213.0
TLG3,West Midlands,2008,2666062.0
TLH2,Bedfordshire and Hertfordshire,2008,1680717.0
TLH3,Essex,2008,1694955.0
TLH4,Cambridgeshire and Peterborough,2008,776835.0
TLH5,Norfolk,2008,841495.0
TLH6,Suffolk,2008,714348.0
TLI3,Inner London - West,2008,1070347.0
TLI4,Inner London - East,2008,2008567.0
TLI5,Outer London - East and North East,2008,1675638.0
TLI6,Outer London - South,2008,1192022.0
TLI7,Outer London - West and North West,2008,1865587.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2008,2211708.0
TLJ2,"Surrey, East and West Sussex",2008,2676436.0
TLJ3,Hampshire and Isle of Wight,2008,1856723.0
TLJ4,Kent,2008,1681532.0
TLK3,Cornwall and Isles of Scilly,2008,527306.0
TLK4,Devon,2008,1124479.0
TLK5,West of England,2008,846357.0
TLK6,"North Somerset, Somerset and Dorset",2008,1453764.0
TLK7,Gloucestershire and Wiltshire,2008,1253138.0
TLL3,North Wales,2008,682644.0
TLL4,Mid and South West Wales,2008,885107.0
TLL5,South East Wales,2008,1458116.0
TLM0,Eastern Scotland,2008,901680.0
TLM1,East Central Scotland,2008,962230.0
TLM2,Highlands and Islands,2008,618130.0
TLM3,West Central Scotland,2008,1450120.0
TLM5,North Eastern Scotland,2008,460850.0
TLM9,Southern Scotland,2008,947800.0
TLN0,Northern Ireland,2008,1779152.0
TLC3,Tees Valley,2009,659003.0
TLC4,"Northumberland, Durham and Tyne & Wear",2009,1916438.0
TLD1,Cumbria,2009,500786.0
TLD3,Greater Manchester,2009,2639833.0
TLD4,Lancashire,2009,1452916.0
TLD6,Cheshire,2009,897196.0
TLD7,Merseyside,2009,1495425.0
TLE1,East Yorkshire and Northern Lincolnshire,2009,913088.0
TLE2,North Yorkshire,2009,788794.0
TLE3,South Yorkshire,2009,1323855.0
TLE4,West Yorkshire,2009,2197607.0
TLF1,Derbyshire and Nottinghamshire,2009,2083210.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2009,1682844.0
TLF3,Lincolnshire,2009,705599.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2009,1286794.0
TLG2,Shropshire and Staffordshire,2009,1554097.0
TLG3,West Midlands,2009,2687116.0
TLH2,Bedfordshire and Hertfordshire,2009,1697185.0
TLH3,Essex,2009,1704519.0
TLH4,Cambridgeshire and Peterborough,2009,785201.0
TLH5,Norfolk,2009,846355.0
TLH6,Suffolk,2009,718183.0
TLI3,Inner London - West,2009,1078732.0
TLI4,Inner London - East,2009,2055661.0
TLI5,Outer London - East and North East,2009,1704071.0
TLI6,Outer London - South,2009,1203297.0
TLI7,Outer London - West and North West,2009,1900833.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2009,2230698.0
TLJ2,"Surrey, East and West Sussex",2009,2695658.0
TLJ3,Hampshire and Isle of Wight,2009,1869067.0
TLJ4,Kent,2009,1695499.0
TLK3,Cornwall and Isles of Scilly,2009,528616.0
TLK4,Devon,2009,1125745.0
TLK5,West of England,2009,852080.0
TLK6,"North Somerset, Somerset and Dorset",2009,1458818.0
TLK7,Gloucestershire and Wiltshire,2009,1261562.0
TLL3,North Wales,2009,684575.0
TLL4,Mid and South West Wales,2009,887279.0
TLL5,South East Wales,2009,1467018.0
TLM0,Eastern Scotland,2009,905770.0
TLM1,East Central Scotland,2009,970720.0
TLM2,Highlands and Islands,2009,620350.0
TLM3,West Central Scotland,2009,1457490.0
TLM5,North Eastern Scotland,2009,466040.0
TLM9,Southern Scotland,2009,949360.0
TLN0,Northern Ireland,2009,1793333.0
TLC3,Tees Valley,2010,660753.0
TLC4,"Northumberland, Durham and Tyne & Wear",2010,1926115.0
TLD1,Cumbria,2010,500165.0
TLD3,Greater Manchester,2010,2661841.0
TLD4,Lancashire,2010,1457298.0
TLD6,Cheshire,2010,899913.0
TLD7,Merseyside,2010,1500704.0
TLE1,East Yorkshire and Northern Lincolnshire,2010,915263.0
TLE2,North Yorkshire,2010,794098.0
TLE3,South Yorkshire,2010,1332871.0
TLE4,West Yorkshire,2010,2212556.0
TLF1,Derbyshire and Nottinghamshire,2010,2098381.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2010,1696885.0
TLF3,Lincolnshire,2010,711805.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2010,1291111.0
TLG2,Shropshire and Staffordshire,2010,1562817.0
TLG3,West Midlands,2010,2711938.0
TLH2,Bedfordshire and Hertfordshire,2010,1716219.0
TLH3,Essex,2010,1717620.0
TLH4,Cambridgeshire and Peterborough,2010,796661.0
TLH5,Norfolk,2010,852926.0
TLH6,Suffolk,2010,723976.0
TLI3,Inner London - West,2010,1083175.0
TLI4,Inner London - East,2010,2096253.0
TLI5,Outer London - East and North East,2010,1735699.0
TLI6,Outer London - South,2010,1213616.0
TLI7,Outer London - West and North West,2010,1932752.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2010,2254528.0
TLJ2,"Surrey, East and West Sussex",2010,2722104.0
TLJ3,Hampshire and Isle of Wight,2010,1886496.0
TLJ4,Kent,2010,1714643.0
TLK3,Cornwall and Isles of Scilly,2010,532022.0
TLK4,Devon,2010,1129578.0
TLK5,West of England,2010,858782.0
TLK6,"North Somerset, Somerset and Dorset",2010,1469653.0
TLK7,Gloucestershire and Wiltshire,2010,1271235.0
TLL3,North Wales,2010,685911.0
TLL4,Mid and South West Wales,2010,890022.0
TLL5,South East Wales,2010,1474038.0
TLM0,Eastern Scotland,2010,910560.0
TLM1,East Central Scotland,2010,980650.0
TLM2,Highlands and Islands,2010,622720.0
TLM3,West Central Scotland,2010,1464120.0
TLM5,North Eastern Scotland,2010,471160.0
TLM9,Southern Scotland,2010,950790.0
TLN0,Northern Ireland,2010,1804833.0
TLC3,Tees Valley,2011,663028.0
TLC4,"Northumberland, Durham and Tyne & Wear",2011,1933413.0
TLD1,Cumbria,2011,499817.0
TLD3,Greater Manchester,2011,2685386.0
TLD4,Lancashire,2011,1461295.0
TLD6,Cheshire,2011,902971.0
TLD7,Merseyside,2011,1506492.0
TLE1,East Yorkshire and Northern Lincolnshire,2011,918047.0
TLE2,North Yorkshire,2011,798989.0
TLE3,South Yorkshire,2011,1343805.0
TLE4,West Yorkshire,2011,2227371.0
TLF1,Derbyshire and Nottinghamshire,2011,2110326.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2011,1712354.0
TLF3,Lincolnshire,2011,714768.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,1296730.0
TLG2,Shropshire and Staffordshire,2011,1572204.0
TLG3,West Midlands,2011,2739733.0
TLH2,Bedfordshire and Hertfordshire,2011,1736949.0
TLH3,Essex,2011,1729141.0
TLH4,Cambridgeshire and Peterborough,2011,806769.0
TLH5,Norfolk,2011,859426.0
TLH6,Suffolk,2011,730133.0
TLI3,Inner London - West,2011,1095487.0
TLI4,Inner London - East,2011,2145615.0
TLI5,Outer London - East and North East,2011,1768285.0
TLI6,Outer London - South,2011,1227471.0
TLI7,Outer London - West and North West,2011,1967549.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,2275173.0
TLJ2,"Surrey, East and West Sussex",2011,2744447.0
TLJ3,Hampshire and Isle of Wight,2011,1901813.0
TLJ4,Kent,2011,1731351.0
TLK3,Cornwall and Isles of Scilly,2011,535984.0
TLK4,Devon,2011,1135491.0
TLK5,West of England,2011,867029.0
TLK6,"North Somerset, Somerset and Dorset",2011,1480010.0
TLK7,Gloucestershire and Wiltshire,2011,1282317.0
TLL3,North Wales,2011,688417.0
TLL4,Mid and South West Wales,2011,893509.0
TLL5,South East Wales,2011,1481832.0
TLM0,Eastern Scotland,2011,917380.0
TLM1,East Central Scotland,2011,992860.0
TLM2,Highlands and Islands,2011,625570.0
TLM3,West Central Scotland,2011,1473120.0
TLM5,North Eastern Scotland,2011,476110.0
TLM9,Southern Scotland,2011,952950.0
TLN0,Northern Ireland,2011,1814318.0
TLC3,Tees Valley,2012,664161.0
TLC4,"Northumberland, Durham and Tyne & Wear",2012,1934811.0
TLD1,Cumbria,2012,498835.0
TLD3,Greater Manchester,2012,2700093.0
TLD4,Lancashire,2012,1465418.0
TLD6,Cheshire,2012,907646.0
TLD7,Merseyside,2012,1507352.0
TLE1,East Yorkshire and Northern Lincolnshire,2012,920439.0
TLE2,North Yorkshire,2012,803120.0
TLE3,South Yorkshire,2012,1348437.0
TLE4,West Yorkshire,2012,2241490.0
TLF1,Derbyshire and Nottinghamshire,2012,2121441.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2012,1729454.0
TLF3,Lincolnshire,2012,719807.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,1304603.0
TLG2,Shropshire and Staffordshire,2012,1576889.0
TLG3,West Midlands,2012,2758833.0
TLH2,Bedfordshire and Hertfordshire,2012,1757277.0
TLH3,Essex,2012,1742829.0
TLH4,Cambridgeshire and Peterborough,2012,817454.0
TLH5,Norfolk,2012,864776.0
TLH6,Suffolk,2012,732697.0
TLI3,Inner London - West,2012,1100641.0
TLI4,Inner London - East,2012,2179491.0
TLI5,Outer London - East and North East,2012,1792986.0
TLI6,Outer London - South,2012,1245990.0
TLI7,Outer London - West and North West,2012,2001659.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,2304463.0
TLJ2,"Surrey, East and West Sussex",2012,2766941.0
TLJ3,Hampshire and Isle of Wight,2012,1914030.0
TLJ4,Kent,2012,1746406.0
TLK3,Cornwall and Isles of Scilly,2012,539660.0
TLK4,Devon,2012,1140828.0
TLK5,West of England,2012,875603.0
TLK6,"North Somerset, Somerset and Dorset",2012,1489344.0
TLK7,Gloucestershire and Wiltshire,2012,1290908.0
TLL3,North Wales,2012,689203.0
TLL4,Mid and South West Wales,2012,895079.0
TLL5,South East Wales,2012,1486646.0
TLM0,Eastern Scotland,2012,918690.0
TLM1,East Central Scotland,2012,997950.0
TLM2,Highlands and Islands,2012,622770.0
TLM3,West Central Scotland,2012,1474110.0
TLM5,North Eastern Scotland,2012,479790.0
TLM9,Southern Scotland,2012,952530.0
TLN0,Northern Ireland,2012,1824603.0
TLC3,Tees Valley,2013,665405.0
TLC4,"Northumberland, Durham and Tyne & Wear",2013,1937894.0
TLD1,Cumbria,2013,498080.0
TLD3,Greater Manchester,2013,2714958.0
TLD4,Lancashire,2013,1470467.0
TLD6,Cheshire,2013,913337.0
TLD7,Merseyside,2013,1508304.0
TLE1,East Yorkshire and Northern Lincolnshire,2013,921431.0
TLE2,North Yorkshire,2013,805319.0
TLE3,South Yorkshire,2013,1352510.0
TLE4,West Yorkshire,2013,2255832.0
TLF1,Derbyshire and Nottinghamshire,2013,2131614.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2013,1747053.0
TLF3,Lincolnshire,2013,725901.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2013,1311796.0
TLG2,Shropshire and Staffordshire,2013,1583336.0
TLG3,West Midlands,2013,2781813.0
TLH2,Bedfordshire and Hertfordshire,2013,1780402.0
TLH3,Essex,2013,1756952.0
TLH4,Cambridgeshire and Peterborough,2013,827484.0
TLH5,Norfolk,2013,870771.0
TLH6,Suffolk,2013,734875.0
TLI3,Inner London - West,2013,1104481.0
TLI4,Inner London - East,2013,2218849.0
TLI5,Outer London - East and North East,2013,1818652.0
TLI6,Outer London - South,2013,1262477.0
TLI7,Outer London - West and North West,2013,2034528.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2013,2334187.0
TLJ2,"Surrey, East and West Sussex",2013,2790609.0
TLJ3,Hampshire and Isle of Wight,2013,1923481.0
TLJ4,Kent,2013,1761105.0
TLK3,Cornwall and Isles of Scilly,2013,542275.0
TLK4,Devon,2013,1146900.0
TLK5,West of England,2013,885894.0
TLK6,"North Somerset, Somerset and Dorset",2013,1499002.0
TLK7,Gloucestershire and Wiltshire,2013,1300712.0
TLL3,North Wales,2013,688741.0
TLL4,Mid and South West Wales,2013,893690.0
TLL5,South East Wales,2013,1488627.0
TLM0,Eastern Scotland,2013,918780.0
TLM1,East Central Scotland,2013,1001730.0
TLM2,Highlands and Islands,2013,624630.0
TLM3,West Central Scotland,2013,1473170.0
TLM5,North Eastern Scotland,2013,483390.0
TLM9,Southern Scotland,2013,952200.0
TLN0,Northern Ireland,2013,1831677.0
TLC3,Tees Valley,2014,667432.0
TLC4,"Northumberland, Durham and Tyne & Wear",2014,1943050.0
TLD1,Cumbria,2014,498303.0
TLD3,Greater Manchester,2014,2733895.0
TLD4,Lancashire,2014,1475344.0
TLD6,Cheshire,2014,921067.0
TLD7,Merseyside,2014,1512487.0
TLE1,East Yorkshire and Northern Lincolnshire,2014,924757.0
TLE2,North Yorkshire,2014,805878.0
TLE3,South Yorkshire,2014,1356290.0
TLE4,West Yorkshire,2014,2269503.0
TLF1,Derbyshire and Nottinghamshire,2014,2141352.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2014,1768296.0
TLF3,Lincolnshire,2014,732981.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,1321709.0
TLG2,Shropshire and Staffordshire,2014,1589753.0
TLG3,West Midlands,2014,2805420.0
TLH2,Bedfordshire and Hertfordshire,2014,1803992.0
TLH3,Essex,2014,1779577.0
TLH4,Cambridgeshire and Peterborough,2014,838791.0
TLH5,Norfolk,2014,876986.0
TLH6,Suffolk,2014,740175.0
TLI3,Inner London - West,2014,1105738.0
TLI4,Inner London - East,2014,2251633.0
TLI5,Outer London - East and North East,2014,1848215.0
TLI6,Outer London - South,2014,1276004.0
TLI7,Outer London - West and North West,2014,2065602.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,2362949.0
TLJ2,"Surrey, East and West Sussex",2014,2814540.0
TLJ3,Hampshire and Isle of Wight,2014,1936277.0
TLJ4,Kent,2014,1780164.0
TLK3,Cornwall and Isles of Scilly,2014,545966.0
TLK4,Devon,2014,1156431.0
TLK5,West of England,2014,893739.0
TLK6,"North Somerset, Somerset and Dorset",2014,1511350.0
TLK7,Gloucestershire and Wiltshire,2014,1314673.0
TLL3,North Wales,2014,689349.0
TLL4,Mid and South West Wales,2014,893170.0
TLL5,South East Wales,2014,1491269.0
TLM0,Eastern Scotland,2014,919620.0
TLM1,East Central Scotland,2014,1008360.0
TLM2,Highlands and Islands,2014,624500.0
TLM3,West Central Scotland,2014,1476070.0
TLM5,North Eastern Scotland,2014,487520.0
TLM9,Southern Scotland,2014,952000.0
TLN0,Northern Ireland,2014,1843186.0
TLC3,Tees Valley,2015,668875.0
TLC4,"Northumberland, Durham and Tyne & Wear",2015,1942929.0
TLD1,Cumbria,2015,498718.0
TLD3,Greater Manchester,2015,2756962.0
TLD4,Lancashire,2015,1481431.0
TLD6,Cheshire,2015,927267.0
TLD7,Merseyside,2015,1518273.0
TLE1,East Yorkshire and Northern Lincolnshire,2015,925798.0
TLE2,North Yorkshire,2015,806923.0
TLE3,South Yorkshire,2015,1359690.0
TLE4,West Yorkshire,2015,2284951.0
TLF1,Derbyshire and Nottinghamshire,2015,2150694.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2015,1792595.0
TLF3,Lincolnshire,2015,738351.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2015,1329714.0
TLG2,Shropshire and Staffordshire,2015,1594911.0
TLG3,West Midlands,2015,2831662.0
TLH2,Bedfordshire and Hertfordshire,2015,1826031.0
TLH3,Essex,2015,1793535.0
TLH4,Cambridgeshire and Peterborough,2015,851257.0
TLH5,Norfolk,2015,882938.0
TLH6,Suffolk,2015,744501.0
TLI3,Inner London - West,2015,1110629.0
TLI4,Inner London - East,2015,2288411.0
TLI5,Outer London - East and North East,2015,1879025.0
TLI6,Outer London - South,2015,1289523.0
TLI7,Outer London - West and North West,2015,2091957.0
TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",2015,2391466.0
TLJ2,"Surrey, East and West Sussex",2015,2834923.0
TLJ3,Hampshire and Isle of Wight,2015,1950196.0
TLJ4,Kent,2015,1793053.0
TLK3,Cornwall and Isles of Scilly,2015,549572.0
TLK4,Devon,2015,1164950.0
TLK5,West of England,2015,906540.0
TLK6,"North Somerset, Somerset and Dorset",2015,1522572.0
TLK7,Gloucestershire and Wiltshire,2015,1327853.0
TLL3,North Wales,2015,688371.0
TLL4,Mid and South West Wales,2015,891852.0
TLL5,South East Wales,2015,1492516.0
TLM0,Eastern Scotland,2015,922150.0
TLM1,East Central Scotland,2015,1017510.0
TLM2,Highlands and Islands,2015,624750.0
TLM3,West Central Scotland,2015,1480560.0
TLM5,North Eastern Scotland,2015,489930.0
TLM9,Southern Scotland,2015,951920.0
TLN0,Northern Ireland,2015,1854943.0
TLC3,Tees Valley,2016,670923.0
TLC4,"Northumberland, Durham and Tyne & Wear",2016,1947330.0
TLD1,Cumbria,2016,498946.0
TLD3,Greater Manchester,2016,2784566.0
TLD4,Lancashire,2016,1488803.0
TLD6,Cheshire,2016,934711.0
TLD7,Merseyside,2016,1527115.0
TLE1,East Yorkshire and Northern Lincolnshire,2016,930712.0
TLE2,North Yorkshire,2016,808662.0
TLE3,South Yorkshire,2016,1366070.0
TLE4,West Yorkshire,2016,2302614.0
TLF1,Derbyshire and Nottinghamshire,2016,2164887.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2016,1820587.0
TLF3,Lincolnshire,2016,746141.0
TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,1340812.0
TLG2,Shropshire and Staffordshire,2016,1605586.0
TLG3,West Midlands,2016,2865850.0
TLH2,Bedfordshire and Hertfordshire,2016,1849798.0
TLH3,Essex,2016,1809967.0
TLH4,Cambridgeshire and Peterborough,2016,862377.0
