itl2_code,itl2_name,year,inflow,outflow,net_migration
TLC3,Tees Valley,2013,25719.0,27960.0,-2241.0
TLC4,"Northumberland, Durham and Tyne & Wear",2013,76870.0,76962.0,-92.0
TLD1,Cumbria,2013,14594.0,14860.0,-266.0
TLD3,Greater Manchester,2013,123237.0,130778.0,-7541.0
TLD4,Lancashire,2013,77323.0,79436.0,-2113.0
TLD6,Cheshire,2013,36977.0,35027.0,1950.0
TLD7,Merseyside,2013,56311.0,58801.0,-2490.0
TLE1,East Yorkshire and Northern Lincolnshire,2013,34997.0,37396.0,-2399.0
TLE2,North Yorkshire,2013,39030.0,36178.0,2852.0
TLE3,South Yorkshire,2013,49046.0,51833.0,-2787.0
TLE4,West Yorkshire,2013,88819.0,95373.0,-6554.0
TLF1,Derbyshire and Nottinghamshire,2013,118228.0,117966.0,262.0
TLF2,"Leicestershire, Rutland and Northamptonshire",2013,88947.0,88276.0,671.0
